Title,Title_link,Thumbnail,brand-title,price-sup,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
Tteokbokki Snack 57g,https://www.yamibuy.com/en/p/cosmos-tteokbokki-snack-57g/1017002801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,Buy $150 get 1 free gift,102,$0.99,,Tteokbokki Snack 57g,102,Korea,4.1
Umaibo Corn Cracker Cheese Flavor 30 Pieces,https://www.yamibuy.com/en/p/riska-umaibo-corn-cracker-cheese-flavor-10-pieces/1017000391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,Buy $150 get 1 free gift,73,$6.59,7 Options,Umaibo Corn Cracker Cheese Flavor 30 Pieces,73,Japan,4.6
Paleo Puffs Crunchy No Cheese Cheesiness At least 95% Organic 141g,https://www.yamibuy.com/en/p/paleo-puffs-crunchy-no-cheese-cheesiness-at-least-95-organic-141g/1017041081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lesser Evil,Buy $150 get 1 free gift,,,,Paleo Puffs Crunchy No Cheese Cheesiness At least 95% Organic 141g,Be the first!,United States,
Potato Cube 10pc,https://www.yamibuy.com/en/p/premium-potato-jaga-pirika-10pc/1017038171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,6,$19.99,,Potato Cube 10pc,6,Japan,5
Tomato Sticks Ketchup Flavor 80g 0g Trans Fat,https://www.yamibuy.com/en/p/oishi-tomato-sticks-ketchup-flavor-80g-0g-trans-fat/1017008771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,Buy $150 get 1 free gift,40,$2.89,4 Options,Tomato Sticks Ketchup Flavor 80g 0g Trans Fat,40,China,4.8
Spanish Tomato Onion Beef Flavor Rice Cracker 46g,https://www.yamibuy.com/en/p/spanish-tomato-onion-onion-beef-sandwich-rice-crackers-46g/1017039371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,Buy $150 get 1 free gift,8,$3.49,,Spanish Tomato Onion Beef Flavor Rice Cracker 46g,8,Japan,4
PPUSHU PPUSHU Grilled Chicken Flavor 90g,https://www.yamibuy.com/en/p/ottogi-ppushu-ppushu-grilled-chicken-flavor-90g/1017006611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTTOGI,Buy $150 get 1 free gift,60,$0.99,6 Options,PPUSHU PPUSHU Grilled Chicken Flavor 90g,60,OTTOGI,3.9
Authentic Thai Taste Fried Shrimp Chip 100g,https://www.yamibuy.com/en/p/richi-authentic-thai-taste-fried-shrimp-chip-100g/1017001501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHI,Buy $150 get 1 free gift,77,$2.79,,Authentic Thai Taste Fried Shrimp Chip 100g,77,China,4.6
Takoyaki Ball 70g,https://www.yamibuy.com/en/p/haitai-takoyaki-ball-70g/1017004201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,22,$1.89,,Takoyaki Ball 70g,22,Korea,4.3
Corn Circle Mentaiko Flavor 75g,https://www.yamibuy.com/en/p/riska-corn-circle-mentaiko-flavor-75g/1017002471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,Buy $150 get 1 free gift,49,$2.29,2 Options,Corn Circle Mentaiko Flavor 75g,49,Japan,4.7
Cheetose Flamin Hot Gekikara Cheese Flavor 75g,https://www.yamibuy.com/en/p/cheetose-flamin-hot-gekikara-cheese-75g/1017043051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FRITO LAY,Buy $150 get 1 free gift,,$1.99,,Cheetose Flamin Hot Gekikara Cheese Flavor 75g,Be the first!,Japan,
BINGGREA Crab Shape Snack Flamin Hot 70g,https://www.yamibuy.com/en/p/binggrea-crab-shape-snack-flamin-hot-70g/1017009761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BINGGRAE,Buy $150 get 1 free gift,55,$2.29,4 Options,BINGGREA Crab Shape Snack Flamin Hot 70g,55,Korea,4.6
Seaweed Rice Cracker 102g,https://www.yamibuy.com/en/p/want-want-seaweed-rice-cracker-102g/1017011231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,Buy $150 get 1 free gift,27,$2.59,4 Options,Seaweed Rice Cracker 102g,27,Taiwan,4.8
Swingchip Hot Peeper Flavor 124g,https://www.yamibuy.com/en/p/orion-swingchip-hot-peeper-flavor-124g/1017007051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,Buy $150 get 1 free gift,38,$4.39,,Swingchip Hot Peeper Flavor 124g,38,Korea,4.6
Corn Circle Cheese Flavor 75g,https://www.yamibuy.com/en/p/riska-corn-circle-cheese-flavor-75g/1017002461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,Buy $150 get 1 free gift,44,$2.29,2 Options,Corn Circle Cheese Flavor 75g,44,Japan,4.6
Sweet Potato Slices 300g,https://www.yamibuy.com/en/p/sweet-potato-slices-300g/1017039291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAOJIEKOU,Buy $150 get 1 free gift,40,$5.99,,Sweet Potato Slices 300g,40,China,4.7
Sweet Corn Puff 80g 0g Trans Fat,https://www.yamibuy.com/en/p/oishi-sweet-corn-puff-80g-0g-trans-fat/1017004291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,Buy $150 get 1 free gift,75,$2.99,2 Options,Sweet Corn Puff 80g 0g Trans Fat,75,China,4.7
Snack Hot Chicken Flavor 120g,https://www.yamibuy.com/en/p/samyang-snack-hot-chicken-flavor-120g/1017010641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMYANG,Buy $150 get 1 free gift,35,$1.49,,Snack Hot Chicken Flavor 120g,35,Korea,3.7
Grill A Corn Garlic Flavor 80g,https://www.yamibuy.com/en/p/four-seas-grill-a-corn-garlic-flavor-80g/1017003991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Four Seas,Buy $150 get 1 free gift,25,$2.99,5 Options,Grill A Corn Garlic Flavor 80g,25,China,4
O!Karto Cream & Cheese Flavor 50g,https://www.yamibuy.com/en/p/orion-o-karto-cream-cheese-flavor-50g/1017007561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,Buy $150 get 1 free gift,31,,2 Options,O!Karto Cream & Cheese Flavor 50g,31,Korea,4.8
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Potato Ring Cracker Sea Salt Flavor 78g,https://www.yamibuy.com/en/p/tohato-potato-ring-cracker-sea-salt-flavor-78g/1017000141,https://cdn.yamibuy.net/item/b2265b573795a843bdd22a58d0df831e_684x684.webp,TOHATO,Buy $150 get 1 free gift,19,$2.79,,Potato Ring Cracker Sea Salt Flavor 78g,19,Japan,4.7
O!Karto Cream & Cheese Flavor 50g,https://www.yamibuy.com/en/p/orion-o-karto-cream-cheese-flavor-50g/1017007561,https://cdn.yamibuy.net/item/630c99b33a4cbbcdd2ee10ce6c98fc14_684x684.webp,ORION,Buy $150 get 1 free gift,31,,2 Options,O!Karto Cream & Cheese Flavor 50g,31,Korea,4.8
Potato French Fries Tomato 40g,https://www.yamibuy.com/en/p/orion-potato-french-fries-tomato-40g/1017007931,https://cdn.yamibuy.net/item/00e94cd8ae574527e0ccf9128f7d309a_684x684.webp,ORION,Buy $150 get 1 free gift,27,$1.69,10 Options,Potato French Fries Tomato 40g,27,Korea,4.7
FRIED LAVER CRACKER HORSERADISH 60g,https://www.yamibuy.com/en/p/ohgiya-fried-laver-cracker-horseradish-100g/1017014411,https://cdn.yamibuy.net/item/c3f84162fc5514a0dd2ca127dbdb1421_684x684.webp,OHGIYA,Buy $150 get 1 free gift,14,$3.59,,FRIED LAVER CRACKER HORSERADISH 60g,14,Japan,4.6
Shrimp Cracker Spicy Sauce Flavor 75g,https://www.yamibuy.com/en/p/gochujang-shrimp-cracker-74g/1017037131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,Buy $150 get 1 free gift,7,,,Shrimp Cracker Spicy Sauce Flavor 75g,7,Korea,5
LONELY GOD BBQ Flavor Potato Twists 70g,https://www.yamibuy.com/en/p/want-want-lonely-god-bbq-flavor-potato-twists-70g/1017009891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,Buy $150 get 1 free gift,15,$1.99,3 Options,LONELY GOD BBQ Flavor Potato Twists 70g,15,Taiwan,3.7
Potato Stix Honey 70g,https://www.yamibuy.com/en/p/orion-potato-stix-honey-70g/1017004521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,Buy $150 get 1 free gift,18,$2.59,10 Options,Potato Stix Honey 70g,18,Korea,4.2
Spicy Rice Cake Sticks 110g,https://www.yamibuy.com/en/p/haitai-spicy-rice-cake-sticks-110g/1017003261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,32,$1.39,2 Options,Spicy Rice Cake Sticks 110g,32,Korea,4.2
Corn Cracher Singapore Bak Kut The Flavor 55g,https://www.yamibuy.com/en/p/corn-cracher-singapore-bak-kut-the-flavor-79g/1017043081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,1,,,Corn Cracher Singapore Bak Kut The Flavor 55g,1,Japan,4
Potato Cube 10pc,https://www.yamibuy.com/en/p/premium-potato-jaga-pirika-10pc/1017038171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,6,$19.99,,Potato Cube 10pc,6,Japan,5
GUAI GUAI Corn Cracker Milk Caramel Flavor 52g,https://www.yamibuy.com/en/p/guai-guai-corn-cracker-milk-caramel-flavor-52g/1017014131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KWAN,Buy $150 get 1 free gift,8,$1.29,3 Options,GUAI GUAI Corn Cracker Milk Caramel Flavor 52g,8,Taiwan,4.6
Potato Stax Lime Flavor 104g,https://www.yamibuy.com/en/p/lay-s-potato-stax-lime-flavor-104g/1017013351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,Buy $150 get 1 free gift,27,$3.29,10 Options,Potato Stax Lime Flavor 104g,27,China,4.9
Matcha Caramel Corn Cracker 77g,https://www.yamibuy.com/en/p/matcha-caramel-corn-77g/1017038311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,Buy $150 get 1 free gift,1,$2.49,,Matcha Caramel Corn Cracker 77g,1,Japan,5
Potato French Fries Honey 40g,https://www.yamibuy.com/en/p/orion-potato-french-fries-honey-40g/1017007921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,Buy $150 get 1 free gift,14,$1.69,10 Options,Potato French Fries Honey 40g,14,Korea,4.7
Crispy Squid 60g,https://www.yamibuy.com/en/p/crispy-squid-60g/1017038021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MONORI,Buy $150 get 1 free gift,10,$7.69,,Crispy Squid 60g,10,Indonesia,4.3
Snack Box,https://www.yamibuy.com/en/p/snack-box/1017037601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,Buy $150 get 1 free gift,2,$58.86,,Snack Box,2,N/A,5
CORN CHO Corn Puff Cheese Flavor 66g,https://www.yamibuy.com/en/p/crown-corn-cho-corn-puff-cheese-flavor-66g/1017006491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,Buy $150 get 1 free gift,37,$1.79,2 Options,CORN CHO Corn Puff Cheese Flavor 66g,37,Korea,4.3
BBQ Flavor Corn Snack 72g,https://www.yamibuy.com/en/p/lotte-bbq-flavor-corn-snack-72g/1017003891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,Buy $150 get 1 free gift,11,$1.69,6 Options,BBQ Flavor Corn Snack 72g,11,Korea,3.7
Cheese Rice Cracker 6pcs,https://www.yamibuy.com/en/p/echigo-seika-cheese-rice-cracker-6pcs/1017001661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ECHIGO SEIKA,Buy $150 get 1 free gift,38,$5.69,,Cheese Rice Cracker 6pcs,38,Japan,4.5
Calbee Potato Crisp Wasabi Salt 115g,https://www.yamibuy.com/en/p/calbee-potato-crisp-wasabi-salt-115g/1017043241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,1,$4.59,,Calbee Potato Crisp Wasabi Salt 115g,1,Japan,4
Ribbed Cracklings In Old Fashioned Salt & Vinegar 50g,https://www.yamibuy.com/en/p/oishi-ribbed-cracklings-in-old-fashioned-salt-vinegar-50g/1017003821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,Buy $150 get 1 free gift,37,$0.69,,Ribbed Cracklings In Old Fashioned Salt & Vinegar 50g,37,China,3.9
Brown Sugar Snow Rice Crackers 162g,https://www.yamibuy.com/en/p/brown-sugar-snow-rice-crackers-162g/1017040981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,yifen,Buy $150 get 1 free gift,2,$5.69,,Brown Sugar Snow Rice Crackers 162g,2,China,4
Shrimp Chins Snack Tom Yum Flavor,https://www.yamibuy.com/en/p/shrimp-chins-snack-tom-yum-flavor-kabuto/1017038521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KABUTO,Buy $150 get 1 free gift,5,,3 Options,Shrimp Chins Snack Tom Yum Flavor,5,Korea,4
Cheese Popcorn Snack 255g,https://www.yamibuy.com/en/p/cheese-popcorn-snack-255g/1017036991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,Buy $150 get 1 free gift,5,$3.29,,Cheese Popcorn Snack 255g,5,Korea,5
Noodle Tomato Flavor 46g (Yamibuy will not participate in One more pack event),https://www.yamibuy.com/en/p/mofashi-noodle-tomato-flavor-46g-yamibuy-will-not-participate-in-one-more-pack-event/1017004131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MOFASHI,Buy $150 get 1 free gift,1,$0.99,,Noodle Tomato Flavor 46g (Yamibuy will not participate in One more pack event),1,China,3
Rice Stick Seaweed Flavor 300g,https://www.yamibuy.com/en/p/super-power-stick-seaweed-300g/1017037971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,Buy $150 get 1 free gift,6,$3.99,2 Options,Rice Stick Seaweed Flavor 300g,6,N/A,4.8
Honey Flavored Twist Snack 75g,https://www.yamibuy.com/en/p/nongshim-honey-flavored-twist-snack-75g/1017001071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,Buy $150 get 1 free gift,28,$1.49,,Honey Flavored Twist Snack 75g,28,Korea,4.4
Wheat Cracker Egg & Spicy Crawfish Flavor 40g,https://www.yamibuy.com/en/p/master-kong-wheat-cracker-egg-amp-tomato-flavor-45g/1017002451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,Buy $150 get 1 free gift,6,$0.99,,Wheat Cracker Egg & Spicy Crawfish Flavor 40g,6,China,3.8
Broccoli Bites Everything Bagel 40g,https://www.yamibuy.com/en/p/broccoli-bites-everything-bagel-40g/1017042381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RHYTHM,Buy $150 get 1 free gift,2,$4.99,,Broccoli Bites Everything Bagel 40g,2,United States,4.5
Potato Flavored Snack 55g,https://www.yamibuy.com/en/p/nongshim-potato-flavored-snack-55g/1017001091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,Buy $150 get 1 free gift,7,$1.49,,Potato Flavored Snack 55g,7,Korea,4
TicTac Snacks Original 90g,https://www.yamibuy.com/en/p/dua-kelinci-tictac-snacks-original-90g/1017003681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DUA KELINCI,Buy $150 get 1 free gift,25,$1.69,,TicTac Snacks Original 90g,25,Indonesia,4.5
Poteko Norishio 71g,https://www.yamibuy.com/en/p/poteko-norishio-71g/1017041821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,Buy $150 get 1 free gift,1,$2.29,,Poteko Norishio 71g,1,Japan,5
Kappaebisen Tokumori Bag 185g,https://www.yamibuy.com/en/p/kappaebisen-tokumori-bag-185g/1017041791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,,$4.39,,Kappaebisen Tokumori Bag 185g,Be the first!,Japan,
Brown Rice Crunch Gold 100g,https://www.yamibuy.com/en/p/brown-rice-crunch-gold-100g/1017037441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,Buy $150 get 1 free gift,4,$1.69,,Brown Rice Crunch Gold 100g,4,Korea,4.8
Petit Potato Wasabi Flavor 43g,https://www.yamibuy.com/en/p/petit-potato-wasabi-flavor-43g/1017038951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,2,$1.49,,Petit Potato Wasabi Flavor 43g,2,Japan,4
Wheat Crisps Barbecue 113g,https://www.yamibuy.com/en/p/wheat-crisps-barbecue/1017037161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,Buy $150 get 1 free gift,2,$2.29,3 Options,Wheat Crisps Barbecue 113g,2,China,5
Golden Sweet Corn 60g,https://www.yamibuy.com/en/p/regent-regent-golden-sweet-corn-60g/1017003831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,REGENT,Buy $150 get 1 free gift,26,$0.99,,Golden Sweet Corn 60g,26,Philippine,4.3
Rice Cracker Snack 4pcs,https://www.yamibuy.com/en/p/tohato-precure-snack-4pcs/1017039221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,Buy $150 get 1 free gift,,$2.59,,Rice Cracker Snack 4pcs,Be the first!,Japan,
Stax Original Flavor 104g,https://www.yamibuy.com/en/p/lay-s-stax-original-flavor-104g/1017003881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,Buy $150 get 1 free gift,18,$3.29,10 Options,Stax Original Flavor 104g,18,China,4.4
Rice Cracker Seaweed Flavor 99g,https://www.yamibuy.com/en/p/rice-cracker-seaweed-bakauke-aonori-99g/1017039091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KURIYAMA AJIMURASAKI,Buy $150 get 1 free gift,1,$3.99,,Rice Cracker Seaweed Flavor 99g,1,Japan,4
Rice Cracker 600g,https://www.yamibuy.com/en/p/scorched-rice-with-rice-bran-600g/1017039851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHILKAB,Buy $150 get 1 free gift,,$6.99,,Rice Cracker 600g,Be the first!,Korea,
Yam Thin Sheet Salted Egg Flavor 90g,https://www.yamibuy.com/en/p/koushuiwa-yam-thin-sheet-salted-egg-flavor-90g/1017015111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOUSHUIWA,Buy $150 get 1 free gift,26,$3.09,3 Options,Yam Thin Sheet Salted Egg Flavor 90g,26,China,4
Crispy Dongzao 90g,https://www.yamibuy.com/en/p/crispy-dongzao-90g/1017036651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,Buy $150 get 1 free gift,,$6.99,,Crispy Dongzao 90g,2,China,5
Crunchy Rice Snack 500g,https://www.yamibuy.com/en/p/crunchy-rice-candy-500g/1017036591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHIMAGUAN,Buy $150 get 1 free gift,,$4.59,,Crunchy Rice Snack 500g,5,China,5
Shrimp Crackers Pepper Flavor 80g,https://www.yamibuy.com/en/p/chinchin-shrimp-crackers-rattan-pepper-flavor-80g/1017035941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHINCHIN,Buy $150 get 1 free gift,,$1.99,6 Options,Shrimp Crackers Pepper Flavor 80g,5,Taiwan,4.4
CHUNGUANG Coconut Round Durian Flavor 120g,https://www.yamibuy.com/en/p/chunguang-coconut-round-durian-flavor-120g/1017035761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,Buy $150 get 1 free gift,,$3.99,,CHUNGUANG Coconut Round Durian Flavor 120g,9,China,4.3
Osakana Polinky Assari Shio 44g,https://www.yamibuy.com/en/p/koikeya-osakana-polinky-assari-shio-44g/1017035721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,Buy $150 get 1 free gift,,$2.29,,Osakana Polinky Assari Shio 44g,1,Japan,3
"Flavored Broad Bean Green Tea, 500g",https://www.yamibuy.com/en/p/flavored-broad-bean-green-tea/1017035421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DIEHUAPAI,Buy $150 get 1 free gift,,$4.79,,"Flavored Broad Bean Green Tea, 500g",3,China,5
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sweet Potato Flavor Cookie 80g,https://www.yamibuy.com/en/p/kameda-happy-turn-yakiimo-80g/1017034941,https://cdn.yamibuy.net/item/4163f79a945909626c12ccca2516b1ab_684x684.webp,KAMEDA,Buy $150 get 1 free gift,,$3.99,,Sweet Potato Flavor Cookie 80g,4,Japan,4.8
Stick Nori Spicy 100g,https://www.yamibuy.com/en/p/koikeya-stick-nori-karamucho-spicy-nori-99g/1017034931,https://cdn.yamibuy.net/item/d77621456b79b23bc6ca70313c42239b_684x684.webp,KOIKEYA,Buy $150 get 1 free gift,,,,Stick Nori Spicy 100g,5,Japan,4.8
Italian Mixed Vegetable Soup 80g,https://www.yamibuy.com/en/p/italian-mixed-vegetable-soup-80g/1149007921,https://cdn.yamibuy.net/item/2daa431b821c25a5a95496c7323ecfe7_684x684.webp,CALBEE,Buy $150 get 1 free gift,,$2.59,,Italian Mixed Vegetable Soup 80g,Be the first!,Japan,
Yam Crisp Cumin Flavor 60g,https://www.yamibuy.com/en/p/bestore-yam-crisp-cumin-flavor-60g/1017034551,https://cdn.yamibuy.net/item/fb61bbb082ba65c680f402292ed23d08_684x684.webp,BESTORE,Buy $150 get 1 free gift,,,,Yam Crisp Cumin Flavor 60g,27,China,4.8
HJ Peanuts Pop Highland Barley 286g,https://www.yamibuy.com/en/p/hj-peanuts-pop-highland-barley-286g/1017033621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUIJIFOOD,Buy $150 get 1 free gift,,$2.69,,HJ Peanuts Pop Highland Barley 286g,2,China,4.5
JACK’N JILL Chicken With Chilli OilI Flavor 95g,https://www.yamibuy.com/en/p/calbee-chicken-with-chilli-oili-flavour-95g/1017032871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JANE JANE,Buy $150 get 1 free gift,,,,JACK’N JILL Chicken With Chilli OilI Flavor 95g,16,Taiwan,4.1
Big Shrimp 120g,https://www.yamibuy.com/en/p/big-shrip-120g/1017032281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BEATLES,Buy $150 get 1 free gift,,$4.99,,Big Shrimp 120g,1,China,5
Crispy Palm Noodle Snack Cumin Barbecue Flavor 26g,https://www.yamibuy.com/en/p/yalan-crispy-palm-cumin-barbecue-flavor-26g/1017032071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YALAN,Buy $150 get 1 free gift,,$0.29,8 Options,Crispy Palm Noodle Snack Cumin Barbecue Flavor 26g,23,China,4.3
Fresh Shrimp Strips Spicy Flavor 90g,https://www.yamibuy.com/en/p/oishi-fresh-shrimp-strips-spicy-flavor-95g-childhood-memories/1017031831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,Buy $150 get 1 free gift,,,,Fresh Shrimp Strips Spicy Flavor 90g,6,China,4.7
Multigrain Fruit Seaweed Flavor 160g,https://www.yamibuy.com/en/p/milaotou-multigrain-fruit-seaweed-flavor-160g/1017031591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MILAOTOU,Buy $150 get 1 free gift,,$2.99,,Multigrain Fruit Seaweed Flavor 160g,22,China,4.9
Shrimp Sticks 20g *40,https://www.yamibuy.com/en/p/mimi-world-shrimp-sticks-20g-40/1017031471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIMI WORLD,Buy $150 get 1 free gift,,$6.99,,Shrimp Sticks 20g *40,14,China,4.8
Rice Cracker Seafood Flavor 72g,https://www.yamibuy.com/en/p/xiaowangzi-rice-cracker-seafood-flavor-72g/1017030771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,Buy $150 get 1 free gift,,$1.19,,Rice Cracker Seafood Flavor 72g,7,China,4.3
Rice Cracker Vegetable Flavor 72g,https://www.yamibuy.com/en/p/xiaowangzi-rice-cracker-vegetable-flavor-72g/1017030761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,Buy $150 get 1 free gift,,$1.19,,Rice Cracker Vegetable Flavor 72g,6,China,4.7
Rice Cracker Scallion Flavor 72g,https://www.yamibuy.com/en/p/xiaowangzi-rice-cracker-scallion-flavor-72g/1017030741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,Buy $150 get 1 free gift,,$1.19,,Rice Cracker Scallion Flavor 72g,7,China,4.9
Corn Bar Corn Pottage Flavor  15pc 105g,https://www.yamibuy.com/en/p/pop-smile-corn-bar-corn-pottage-flavor-105g/1017030611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POP-SMILE,Buy $150 get 1 free gift,,,,Corn Bar Corn Pottage Flavor  15pc 105g,18,Taiwan,4.7
Brown Suger Bubble Milk Tea Flavor 80g,https://www.yamibuy.com/en/p/pop-smile-brown-suger-bubble-milk-tea-flavor-80g/1017030601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POP-SMILE,Buy $150 get 1 free gift,,$2.99,,Brown Suger Bubble Milk Tea Flavor 80g,118,Taiwan,4.5
Corn Strips Original Flavor 35g,https://www.yamibuy.com/en/p/calbee-corn-strips-35g/1017030541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,Buy $150 get 1 free gift,,$2.99,2 Options,Corn Strips Original Flavor 35g,Be the first!,Japan,
LABrown Rice Rolls Yolk Flavor 180g,https://www.yamibuy.com/en/p/layifen-brown-rice-rolls-yolk-flavor-180g/1016061771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,yifen,Buy $150 get 1 free gift,,$4.39,,LABrown Rice Rolls Yolk Flavor 180g,9,China,4.3
Koloko Pea Crackers Wasabi 140g,https://www.yamibuy.com/en/p/koloko-pea-crackers-wasabi/1017028771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIANHWA,Buy $150 get 1 free gift,,$3.39,7 Options,Koloko Pea Crackers Wasabi 140g,5,Taiwan,3.8
