Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3,Field4
Potato Farm Hokkaido Premium Potato Chips Jaga Pokkuru 18g*10 Packs,https://www.yamibuy.com/en/p/calbee-potato-farm-hokkaido-premium-potato-18g-10-packs/1017000911,https://cdn.yamibuy.net/item/0f227d07740c5e06624815b5cd6e81ca_684x684.webp,CALBEE,103,,$17.99,$20.99,15% OFF,Potato Farm Hokkaido Premium Potato Chips Jaga Pokkuru 18g*10 Packs,104,Japan,Japan,4.8
Spicy Rice Cake Sticks Snack 230g,https://www.yamibuy.com/en/p/haitai-spicy-sindangdong-rice-cake-sticks-snack-230g/1017003341,https://cdn.yamibuy.net/item/f9fed38f559b20205875c47d5325339e_684x684.webp,HAITAI,301,$3.49,,,,Spicy Rice Cake Sticks Snack 230g,302,Korea,Korea,4.5
CALBEE MY POTE GARLIC HERB BUTTR 60g,https://www.yamibuy.com/en/p/calbee-my-pote-garlic-herb-buttr-60g/1017042901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,18,$1.49,,,,CALBEE MY POTE GARLIC HERB BUTTR 60g,18,,Japan,4.4
Rich Cut Chili Chips 54g (New and old packaging randomly sent),https://www.yamibuy.com/en/p/koikeya-rich-cut-chili-chips-54g/1017000791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,199,,$1.89,$2.29,18% OFF,Rich Cut Chili Chips 54g (New and old packaging randomly sent),200,Japan,Japan,4.6
Soybean Roll 14pc 6.35oz,https://www.yamibuy.com/en/p/soybean-roll-14pc-6-35oz/1149014301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DRAGONFLY BRAND,1,$5.99,,,,Soybean Roll 14pc 6.35oz,1,,China,5
GGE Baked Rice Snack Chocolate Flavor 45g,https://www.yamibuy.com/en/p/weilih-gge-baked-rice-snack-chocolate-flavor-45g/1017000261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,200,$1.89,,,,GGE Baked Rice Snack Chocolate Flavor 45g,200,Taiwan,Taiwan,4.7
Sour Cream Onion Chips 47g,https://www.yamibuy.com/en/p/max-sour-cream-onion-chips-47g/1017044501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,5,$1.99,,,,Sour Cream Onion Chips 47g,5,,China,4.4
Potato Chips Sweet Basil Flavor 50g,https://www.yamibuy.com/en/p/potato-chips-sweet-basil-flavor-50g/1017037841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,13,,$1.99,$2.49,21% OFF,Potato Chips Sweet Basil Flavor 50g,13,,China,4.4
PANPAN Wheat Crunch Spicy Chicken Flavor 105g,https://www.yamibuy.com/en/p/panpan-wheat-crunch-spicy-chicken-flavor-105g/1017008301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASIA FOODS,161,$1.89,,,,PANPAN Wheat Crunch Spicy Chicken Flavor 105g,162,China,China,4.7
MY POTE Potato Chips Onion Soup 60g,https://www.yamibuy.com/en/p/calbee-my-pote-potato-chips-onion-soup-60g/1017037531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,40,$1.49,,,,MY POTE Potato Chips Onion Soup 60g,40,,Japan,4.2
Potato Chips Tomato Flavor 90g,https://www.yamibuy.com/en/p/lay-s-potato-chips-tomato-flavor-90g/1017045391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$3.79,,,,Potato Chips Tomato Flavor 90g,Be the first!,,China,
JagaRico Potato Stick Sukiyaki Flavor 52g,https://www.yamibuy.com/en/p/jagarico-potato-stick-sukiyaki-flavor-52g/1017038331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,47,$2.09,,,,JagaRico Potato Stick Sukiyaki Flavor 52g,47,,Japan,4.9
Stax Original Flavor 90g,https://www.yamibuy.com/en/p/stax-original-flavor-90g/1017044411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$3.29,,,,Stax Original Flavor 90g,Be the first!,,China,
GGE Soy Sauce Ramen Wheat Cracker 80g,https://www.yamibuy.com/en/p/weilih-good-good-eat-soy-sauce-ramen-wheat-cracker-80g-random-delivery-of-2-packaging/1017000221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,135,$1.89,,,,GGE Soy Sauce Ramen Wheat Cracker 80g,135,Taiwan,Taiwan,4.7
Potato Chips BBQ Flavor 47g,https://www.yamibuy.com/en/p/max-bbq-prik-zab-zeed-47g/1017044511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,4,$1.99,,,,Potato Chips BBQ Flavor 47g,4,,China,4.2
Mimi Crab Flavored Chips 10 Packs 180g,https://www.yamibuy.com/en/p/aishang-mimi-crab-flavored-chips-10-packs-180g/1017009671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,aishang,132,$2.49,,,,Mimi Crab Flavored Chips 10 Packs 180g,132,China,China,4.6
【Editor's Pick】Kettle Chips Light Salt Flavor 150g*1 & Black Pepper Flavor 150g*1,https://www.yamibuy.com/en/p/editor-s-pick-kettle-chips-light-salt-flavor-150g-1-black-pepper-flavor-150g-1/1017045691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,9,,$5.99,$9.39,37% OFF,【Editor's Pick】Kettle Chips Light Salt Flavor 150g*1 & Black Pepper Flavor 150g*1,9,,Japan,4.64
Shrimp Chips Sriracha Mayo 94g,https://www.yamibuy.com/en/p/shrimp-chips-sriracha-mayo-94g/1017044471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,1,$2.29,,,,Shrimp Chips Sriracha Mayo 94g,1,,Japan,5
【Editor's Pick】Hot Snacks,https://www.yamibuy.com/en/p/editor-s-pick-hot-snacks/1017044421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,$20.99,$21.99,5% OFF,【Editor's Pick】Hot Snacks,Be the first!,MALA Flavor,Japan,
MY POTE White Truffle Potato Chips 60g,https://www.yamibuy.com/en/p/my-pote-white-truffle-potato-chips-60g/1017045381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$1.99,,,,MY POTE White Truffle Potato Chips 60g,Be the first!,,Japan,
MY POTE Potato Chips Himalayan Pink Salt 60g,https://www.yamibuy.com/en/p/my-pote-potato-chips-himalayan-pink-salt-60g/1017037541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,42,$1.49,,,,MY POTE Potato Chips Himalayan Pink Salt 60g,42,,Japan,4.4
No Preservatives Firm Ferme Tofu 349g,https://www.yamibuy.com/en/p/morinaga-no-preservatives-firm-ferme-tofu-349g/1021009021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,122,$1.69,,,,No Preservatives Firm Ferme Tofu 349g,122,Firm Tofu,Japan,4.7
Umaibo Corn Cracker Cheese Flavor 30 Pieces English Version,https://www.yamibuy.com/en/p/riska-umaibo-corn-cracker-cheese-flavor-10-pieces-english-version/1017009851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,17,,$6.69,$7.99,17% OFF,Umaibo Corn Cracker Cheese Flavor 30 Pieces English Version,17,Japan,Japan,4.9
Japanese Shrimp Cracker 2.92oz,https://www.yamibuy.com/en/p/mugen-ebi/1017044751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEDA,1,$3.49,,,,Japanese Shrimp Cracker 2.92oz,1,,Japan,5
Turtle Chip Choco Churos Flavor 160g,https://www.yamibuy.com/en/p/turtle-chip-choco-churos-flavor-160g/1017042561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,4,$4.39,,,,Turtle Chip Choco Churos Flavor 160g,4,,Korea,4.8
Stax Cucumber Flavor 104g,https://www.yamibuy.com/en/p/lay-s-stax-cucumber-flavor-104g/1017003871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,244,$3.29,,,,Stax Cucumber Flavor 104g,244,China,China,4.7
Clover Chips BBQ Flavor 145g,https://www.yamibuy.com/en/p/clover-chips-bbq-flavor-145g/1017043871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LESLIE'S,,$2.29,,,,Clover Chips BBQ Flavor 145g,Be the first!,,Philippine,
Potato Chips  Tomato Flavor 122g,https://www.yamibuy.com/en/p/potato-chips-tomato-flavor-122g/1017042411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,V-loong,,$2.99,,,,Potato Chips  Tomato Flavor 122g,Be the first!,,China,
Rice Crackers Bites Original Flavor  3.5oz,https://www.yamibuy.com/en/p/ww-rice-crackers-bites-original-3-5oz/1017043481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,1,,$1.99,$2.29,14% OFF,Rice Crackers Bites Original Flavor  3.5oz,1,,Taiwan,5
Salted Egg Yolk Fish Skin Crisps 105g,https://www.yamibuy.com/en/p/salted-egg-yolk-fish-skin-crisps-105g/1017043751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Duck,,,$7.99,$9.99,21% OFF,Salted Egg Yolk Fish Skin Crisps 105g,Be the first!,,Singapore,
Super Potato Chips Sour Cream & Onion 1.98oz,https://www.yamibuy.com/en/p/super-potato-sour-cream-onion/1017044741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$2.49,,,,Super Potato Chips Sour Cream & Onion 1.98oz,Be the first!,,Japan,
Konjac Liangpi Low Calorie 0 Fat 220g,https://www.yamibuy.com/en/p/konjac-liangpi-low-calorie-0-fat-220g/1149014281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,,$3.79,,,,Konjac Liangpi Low Calorie 0 Fat 220g,Be the first!,,China,
LESLIE'S Banana Thins Honey Dipped 100g,https://www.yamibuy.com/en/p/leslie-s-banana-thins-honey-dipped-100g/1017043891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LESLIE'S,1,$1.99,,,,LESLIE'S Banana Thins Honey Dipped 100g,1,,Philippine,5
Rice Stick Seafood Flavor 75g,https://www.yamibuy.com/en/p/rice-stick-seafood-flavor-75g/1017043961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,1,$2.09,,,,Rice Stick Seafood Flavor 75g,1,,Japan,5
Konjac Vegetarian Hairy Belly Low Calorie 0 Fat 220g,https://www.yamibuy.com/en/p/konjac-vegetarian-hairy-belly-low-calorie-0-fat-220g/1149014271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,,$3.79,,,,Konjac Vegetarian Hairy Belly Low Calorie 0 Fat 220g,Be the first!,,China,
Egg Great Original Flavor 180g,https://www.yamibuy.com/en/p/egg-great-original-flavor-180g/1017044031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZSXX,,$3.49,,,,Egg Great Original Flavor 180g,Be the first!,,China,
BBQ Potato Straw Chips Tomato Flavor 80g,https://www.yamibuy.com/en/p/bbq-potato-straw-chips-tomato-flavor-80g/1017044721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKA,,$4.69,,,,BBQ Potato Straw Chips Tomato Flavor 80g,Be the first!,,Taiwan,
Jaga Chocolate Potato Chips 40g,https://www.yamibuy.com/en/p/jaga-chocolate-potato-chips-40g/1017037861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,17,$2.49,,,,Jaga Chocolate Potato Chips 40g,17,,Japan,4.6
Rice Crackers Bites Spicy Flavor  3.5oz,https://www.yamibuy.com/en/p/ww-rice-crackers-bites-spicy-3-5oz/1017043491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,1,,$1.59,$2.29,31% OFF,Rice Crackers Bites Spicy Flavor  3.5oz,1,,Taiwan,5
Orion Turtle Chips Flamin Lime,https://www.yamibuy.com/en/p/orion-turtle-chips-flamin-lime/1017044661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,,$4.89,,,,Orion Turtle Chips Flamin Lime,Be the first!,,Korea,
【Editor's Pick】Asian Salsa & Chips,https://www.yamibuy.com/en/p/asian-salsa-chips/1017044141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,$6.99,$7.99,13% OFF,【Editor's Pick】Asian Salsa & Chips,Be the first!,,N/A,
MIZUHO Mini Wasabi Rice Crackers 90g,https://www.yamibuy.com/en/p/mizuho-mini-wasabi-rice-crackers-90g/1017002101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIZUHO,2,$1.99,,,,MIZUHO Mini Wasabi Rice Crackers 90g,2,,Japan,5
Sapporo Corn Senbei Grilled 6pcs,https://www.yamibuy.com/en/p/sapporo-corn-senbei-grilled-6pcs/1017039391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOSHIMI,6,$14.99,,,,Sapporo Corn Senbei Grilled 6pcs,6,,Japan,4.8
Baked Potato Slim 80g,https://www.yamibuy.com/en/p/haitai-baked-potato-slim-80g/1017010681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,137,$1.89,,,,Baked Potato Slim 80g,137,Japan,Korea,4.5
Rice Cracker Soft Salad New 139g,https://www.yamibuy.com/en/p/rice-cracker-soft-salad-new-145g/1017044641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAMEDA,,$3.99,,,,Rice Cracker Soft Salad New 139g,Be the first!,,Japan,
Potato Chips Fleur De Sel Flavor 100g TW,https://www.yamibuy.com/en/p/potato-chips-fleur-de-sel-flavor-100g-tw/1017045491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,,$3.99,,,,Potato Chips Fleur De Sel Flavor 100g TW,Be the first!,,Taiwan,
Conch Shape Snack 300g,https://www.yamibuy.com/en/p/conch-shape-snack-300g/1017044611,https://cdn.yamibuy.net/item/4ee44306cfd25e30f26b2fe02f4d13a9_684x684.webp,MIRAE BAKERY,,$3.99,,,,Conch Shape Snack 300g,Be the first!,,Korea,
Clover Chips Cheese Flavor 145g,https://www.yamibuy.com/en/p/clover-chips-cheese-flavor-145g/1017043861,https://cdn.yamibuy.net/item/cf17acab9f004bf635a03bec409b0393_684x684.webp,LESLIE'S,1,$1.99,,,,Clover Chips Cheese Flavor 145g,1,,Philippine,5
Potato Chips Crispy Grilled Fish Flavor 70g,https://www.yamibuy.com/en/p/potato-chips-crispy-grilled-fish-flavor-70g/1017040911,https://cdn.yamibuy.net/item/f0e97455fee523319476b99ab5d451ac_684x684.webp,Lay's,,$2.49,,,,Potato Chips Crispy Grilled Fish Flavor 70g,Be the first!,,China,
Korean Snack Puffed Star Snack Macaroni 297g,https://www.yamibuy.com/en/p/korean-snack-puffed-star-snack-macaroni-297g/1017044781,https://cdn.yamibuy.net/item/296dc4599f29e552af8572a3e9ac26f5_684x684.webp,ASSI BRAND,,$8.19,,,,Korean Snack Puffed Star Snack Macaroni 297g,Be the first!,,Korea,
Rick Cracker-Yuzu Flavor 80g,https://www.yamibuy.com/en/p/rick-cracker-yuzu-flavor-79g/1017044571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$2.49,,,,Rick Cracker-Yuzu Flavor 80g,Be the first!,,Korea,
Shrimp Snack Cheese Flavor,https://www.yamibuy.com/en/p/marco-polo-shrimp-snacks-cheese-usa/1017043741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,marco polo,,$1.59,,,,Shrimp Snack Cheese Flavor,Be the first!,,Indonesia,
Puffed Grain Snack-Round-Small 100g,https://www.yamibuy.com/en/p/puffed-grain-snack-round-small-100g/1017044581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$3.69,,,,Puffed Grain Snack-Round-Small 100g,Be the first!,,Korea,
【Hnamatsuri Limited Edition】Baked Rice Cracker 50g,https://www.yamibuy.com/en/p/hinamatsuri-hina-arare-baked-rice-cracker-50g/1017044561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BEFCO,,$3.49,,,,【Hnamatsuri Limited Edition】Baked Rice Cracker 50g,Be the first!,,Japan,
Korean Oranda Snack 300g,https://www.yamibuy.com/en/p/traditional-snack-oranda-300g/1017044591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,$3.99,,,,Korean Oranda Snack 300g,Be the first!,,N/A,
Oishi Seaweed Flavor Cracker 80g,https://www.yamibuy.com/en/p/oishi-snacks-80g/1017045581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,,,$3.99,$4.39,10% OFF,Oishi Seaweed Flavor Cracker 80g,Be the first!,,China,
Japanese Traditional Seaweed Rice Cracker 85g,https://www.yamibuy.com/en/p/shirakiku-japanese-traditional-seaweed-rice-cracker-85g/1017000481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIRAKIKU,53,$2.99,,,,Japanese Traditional Seaweed Rice Cracker 85g,53,Japan,Japan,3.9
GGE Wheat Cracker Original Ramen Flavor 80g,https://www.yamibuy.com/en/p/weilih-good-good-eat-wheat-cracker-original-ramen-flavor-80g-random-delivery-of-2-packaging/1017000241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILIH,84,$1.89,,,,GGE Wheat Cracker Original Ramen Flavor 80g,84,Taiwan,Taiwan,4.44
Chocolate  Brownie Crispy 90g,https://www.yamibuy.com/en/p/chocolate-brownie-crispy-90g/1017045161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BRUNO,,$2.99,,,,Chocolate  Brownie Crispy 90g,Be the first!,,Japan,
Shrimp Snack Original Flavor 70g,https://www.yamibuy.com/en/p/chip-origina-70g/1017043271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,marco polo,,$1.59,,,,Shrimp Snack Original Flavor 70g,Be the first!,,Indonesia,
ANPANMAN KOUYA TOFU,https://www.yamibuy.com/en/p/anpanman-kouya-tofu/1149016251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MISUZU,,$4.99,,,,ANPANMAN KOUYA TOFU,Be the first!,,Japan,
Bino 4 Strip Tasty Salt,https://www.yamibuy.com/en/p/bino-4-strip-tasty-salt/1017044081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,,$2.39,,,,Bino 4 Strip Tasty Salt,Be the first!,,Japan,
Sweet Potato Crispy Crunch-Plum Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-plum-flavor-150g/1017039741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YINGBO,,$7.69,,,,Sweet Potato Crispy Crunch-Plum Flavor 150g,Be the first!,,Taiwan,
Konjac Noodles Low Calorie 0 Fat 220g,https://www.yamibuy.com/en/p/konjac-noodles-low-calorie-0-fat-220g/1149014261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,,$3.79,,,,Konjac Noodles Low Calorie 0 Fat 220g,Be the first!,,China,
Puffed Corn 14.1oz,https://www.yamibuy.com/en/p/puffed-corn-l-14-1oz/1017044831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Arirang,,$8.69,,,,Puffed Corn 14.1oz,Be the first!,,Korea,
Potato Chips TW Popcorn Chicken Flavor 100g,https://www.yamibuy.com/en/p/potato-chips-tw-popcorn-chicken-flavor-100g/1017045501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,,$3.99,,,,Potato Chips TW Popcorn Chicken Flavor 100g,Be the first!,,Taiwan,
Egg Great With Add Calcium 180g,https://www.yamibuy.com/en/p/egg-great-with-add-calcium-180g/1017044041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZSXX,1,$3.49,,,,Egg Great With Add Calcium 180g,1,,China,5
Karamucho Hot Chili Potato Sticks 40g,https://www.yamibuy.com/en/p/koikeya-karamucho-hot-chili-potato-sticks-40g/1017002301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,86,$1.89,,,,Karamucho Hot Chili Potato Sticks 40g,86,Japan,Japan,4.6
Japanese Pride Potato Vege Flavor 63g,https://www.yamibuy.com/en/p/japanese-pride-potato-vege-flavor-63g/1017013761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,,$3.29,,,,Japanese Pride Potato Vege Flavor 63g,1,Japan,Japan,5
Fried Paste 150g,https://www.yamibuy.com/en/p/fried-paste-150g/1017045621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,$3.69,,,,Fried Paste 150g,Be the first!,,N/A,
Orio Turtle Chips--Sweet Corn Flavor 560g,https://www.yamibuy.com/en/p/orio-turtle-chips-sweet-corn-flavor-560g/1017044671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,,$18.99,,,,Orio Turtle Chips--Sweet Corn Flavor 560g,Be the first!,,Korea,
No Preservatives Extra Firm Extra Ferme Tofu 349g,https://www.yamibuy.com/en/p/morinaga-no-preservatives-extra-firm-extra-ferme-tofu-349g/1021009011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,62,$1.69,,,,No Preservatives Extra Firm Extra Ferme Tofu 349g,62,Traditional Tofu,Japan,4.6
Spicy Seaweed Chips 57g,https://www.yamibuy.com/en/p/koikeya-spicy-seaweed-chips-57g/1017000771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,55,,$1.99,$2.29,14% OFF,Spicy Seaweed Chips 57g,55,Japan,Japan,4.8
JAGABEE KETCHUP 3P 90g,https://www.yamibuy.com/en/p/jagabee-ketchup-3p-90g/1148015241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,8,$3.69,,,,JAGABEE KETCHUP 3P 90g,8,China,Japan,4.1
Peanut Butter Brownie Crispy 90g,https://www.yamibuy.com/en/p/peanut-butter-brownie-crispy-90g/1017045171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BRUNO,,$2.99,,,,Peanut Butter Brownie Crispy 90g,Be the first!,,Japan,
Mocha Brownie Crispy 90g,https://www.yamibuy.com/en/p/mocha-brownie-crispy-90g/1017045181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BRUNO,,$2.99,,,,Mocha Brownie Crispy 90g,Be the first!,,Japan,
Potato Chips BBQ Flavor 100g,https://www.yamibuy.com/en/p/chips-bbq-flavor-100g/1017037501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Zidi Potato,14,$2.99,,,,Potato Chips BBQ Flavor 100g,14,BBQ Flavor,China,4.8
Potato Chips Black Pepper & Chili Flavor 100g,https://www.yamibuy.com/en/p/potato-chips-black-pepper-chili-flavor-100g/1017045481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,,$3.99,,,,Potato Chips Black Pepper & Chili Flavor 100g,Be the first!,,Taiwan,
Vegetable Chips Barbecue 142g,https://www.yamibuy.com/en/p/vegetable-chips-barbecue-142g/1017045531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PULP PANTRY,,$5.69,,,,Vegetable Chips Barbecue 142g,Be the first!,,United States,
Potato Chips BBQ Flavor 122g,https://www.yamibuy.com/en/p/potato-chips-bbq-flavor-122g/1017042421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,V-loong,,$2.99,,,,Potato Chips BBQ Flavor 122g,Be the first!,,China,
Ya Potato Spicy Crayfish Flavor 70g,https://www.yamibuy.com/en/p/ya-potato-spicy-crayfish-flavor-70g/1017045431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,,$3.29,,,,Ya Potato Spicy Crayfish Flavor 70g,Be the first!,,Korea,
Potato Chips Sauerkraut Flavor 28g,https://www.yamibuy.com/en/p/potato-chips-sauerkraut-flavor-28g/1017040701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,22,$2.49,,,,Potato Chips Sauerkraut Flavor 28g,22,,China,4.5
Koikoya Potato Chips Hot Chili Seaweed Flavor,https://www.yamibuy.com/en/p/koikoya-potato-chips-hot-chili-seaweed-flavor/1017041621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,3,$5.29,,,,Koikoya Potato Chips Hot Chili Seaweed Flavor,3,,Japan,5
Seaweed&Salt Potato Chips,https://www.yamibuy.com/en/p/calbee-seaweed-salt-potato-chips/1017000521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,48,,$2.19,$2.49,13% OFF,Seaweed&Salt Potato Chips,48,Japan,Japan,4.7
Crispy Ramen Snack Yakisoba Flavor 74g,https://www.yamibuy.com/en/p/crispy-ramen-snack-74g/1017039011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BABYSTAR,6,$1.69,,,,Crispy Ramen Snack Yakisoba Flavor 74g,6,,Japan,4.5
Potato Chips Lemon Flavor 42g,https://www.yamibuy.com/en/p/potato-chips-lemon-42g/1017037051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,1,$1.99,,,,Potato Chips Lemon Flavor 42g,1,,China,5
Korean Rice Snack 8.8oz,https://www.yamibuy.com/en/p/korean-rice-snack-8-8oz/1017044801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Arirang,,$6.99,,,,Korean Rice Snack 8.8oz,Be the first!,,Korea,
Jagabee Lightly Salted 3p 3.18oz,https://www.yamibuy.com/en/p/jagabee-lightly-salted-3p-3-18oz/1017041031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,2,$3.89,,,,Jagabee Lightly Salted 3p 3.18oz,2,,Japan,5
Sweet Potato Crispy Crunch-Original Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-original-flavor-150g/1017039731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YINGBO,,$7.69,,,,Sweet Potato Crispy Crunch-Original Flavor 150g,Be the first!,,Taiwan,
Konjac Silk Knot Low Calorie 0 Fat 220g,https://www.yamibuy.com/en/p/konjac-silk-knot-low-calorie-0-fat-220g/1149014251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MR FANG'S STORE,,$3.79,,,,Konjac Silk Knot Low Calorie 0 Fat 220g,Be the first!,,China,
Sweet Potato Crispy Crunch-Pepper Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-pepper-flavor-150g/1017039751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YINGBO,,$7.69,,,,Sweet Potato Crispy Crunch-Pepper Flavor 150g,Be the first!,,Taiwan,
Barley Snack 150g,https://www.yamibuy.com/en/p/barley-snack-150g/1017042471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,5,$2.29,,,,Barley Snack 150g,Be the first!,,Korea,4.8
