Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3,Field4
Chip Star Original Flavor 115g,https://www.yamibuy.com/en/p/nabisco-chip-star-original-flavor-115g/1017001991,https://cdn.yamibuy.net/item/dacf0d7533f4e18ceee4415c80904ffc_684x684.webp,NABISCO,8,$4.39,,,,Chip Star Original Flavor 115g,8,Japan,Japan,4.9
Garlic Shrimp Chips 82g,https://www.yamibuy.com/en/p/garlic-shrimp-chips-82g/1017037211,https://cdn.yamibuy.net/item/4af21b0d8c0a7bb14f672b74bf9c4e85_684x684.webp,Good Life Finute,3,$3.99,,,,Garlic Shrimp Chips 82g,3,Garlic Flavor,Korea,5
Crunchy Rice Rolls 100g,https://www.yamibuy.com/en/p/assi-brand-crunchy-rice-rolls-100g/1017007991,https://cdn.yamibuy.net/item/ed70f7c81c92725ea92516133986941d_684x684.webp,ASSI BRAND,9,$1.79,,,,Crunchy Rice Rolls 100g,9,Korea,Korea,4.1
95℃ Salted Fries (18g x 5 packages),https://www.yamibuy.com/en/p/cadina-95-salted-fries-18g-x-5-packages/1017006531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CADINA,21,$5.99,,,,95℃ Salted Fries (18g x 5 packages),21,,Taiwan,4.7
Original Flavor Corn Snack 72g,https://www.yamibuy.com/en/p/lotte-original-flavor-corn-snack-72g/1017003861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,2,$1.69,,,,Original Flavor Corn Snack 72g,2,Korea,Korea,3
Pride Potato Chips Kobe Beef 58g,https://www.yamibuy.com/en/p/pride-potato-kobe-beef-58g/1017040541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,1,$2.39,,,,Pride Potato Chips Kobe Beef 58g,1,,Japan,5
Edamame Chips 48g,https://www.yamibuy.com/en/p/edamame-chips-48g/1017036751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,7-11,,$2.79,,,,Edamame Chips 48g,8,,Korea,4.8
Popcorn 68g,https://www.yamibuy.com/en/p/egg-corn-68g/1017036621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$1.19,,,,Popcorn 68g,29,,China,4.9
Taro Chips Lime Flavor 60g,https://www.yamibuy.com/en/p/lay-s-taro-chips-qinxue-lime-flavor-60g/1017036261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$2.19,,,,Taro Chips Lime Flavor 60g,94,,China,4.7
Tofu Skin Curd 400g,https://www.yamibuy.com/en/p/daheyuan-tofu-skin-curd-400g/1149008711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Daheyuan,,$8.99,,,,Tofu Skin Curd 400g,4,,China,5
JIANSHU French Fries Sweet and Spicy Grilled Shrimp Flavor 40g,https://www.yamibuy.com/en/p/jianshu-french-fries-sweet-and-spicy-grilled-shrimp-40g/1017035971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,White Elephant,,,$1.79,$1.89,6% OFF,JIANSHU French Fries Sweet and Spicy Grilled Shrimp Flavor 40g,30,Sweet & Spicy Grilled Shrimp Flavor,China,4.8
"Coconut Chips Mango Flavor, 60g",https://www.yamibuy.com/en/p/chunguang-chunguang-coconut-chips-60g-mango/1017035791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,,$2.69,,,,"Coconut Chips Mango Flavor, 60g",10,,China,4.5
CHUNGUANG Coconut Round Original Flavor 120g,https://www.yamibuy.com/en/p/chunguang-coconut-round-original-flavor-120g/1017035771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,,$3.99,,,,CHUNGUANG Coconut Round Original Flavor 120g,12,,China,4.8
Konjac Tofu 350g,https://www.yamibuy.com/en/p/lesu-konjac-tofu-350g/1019060561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LESU,,$1.49,,,,Konjac Tofu 350g,25,,China,4.9
"Flavored Broad Bean Seaweed, 500g",https://www.yamibuy.com/en/p/flavored-broad-bean-seaweed/1017035431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DIEHUAPAI,,$4.79,,,,"Flavored Broad Bean Seaweed, 500g",6,,China,4.7
"Flavored Broad Bean Crab Roe, 500g",https://www.yamibuy.com/en/p/flavored-broad-bean-crab-roe/1017035411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DIEHUAPAI,,$4.79,,,,"Flavored Broad Bean Crab Roe, 500g",5,,China,4.4
Original Potato Chips 850.5g,https://www.yamibuy.com/en/p/cape-cod-original-potato-chips-850-5g/1017035251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CAPE COD,,$4.99,,,,Original Potato Chips 850.5g,1,,China,5
Snacks Variety Box,https://www.yamibuy.com/en/p/want-want-snacks-variety-box/1017035191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,,,$15.99,$19.69,19% OFF,Snacks Variety Box,Be the first!,,Taiwan,
Taiwan Rice Cracker Black Rice Flavor 305g,https://www.yamibuy.com/en/p/puyi-taiwan-rice-cracker-black-rice-flavor-305g/1017035141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PUYI,,$1.79,,,,Taiwan Rice Cracker Black Rice Flavor 305g,11,,China,4.5
Taiwan Rice Crisp Original 305g,https://www.yamibuy.com/en/p/puyi-taiwan-rice-crisp-original-305g/1017035131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PUYI,,$1.79,,,,Taiwan Rice Crisp Original 305g,19,,China,4.7
Potato Chips Yakitomorokoshi Butter Flavor 50g,https://www.yamibuy.com/en/p/yamayoshi-potato-chips-yakitomorokoshi-butter-50g/1017034971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YAMAYOSHI,,$2.19,,,,Potato Chips Yakitomorokoshi Butter Flavor 50g,4,,Japan,5
Saya Green Pea Crisps 70g,https://www.yamibuy.com/en/p/calbee-saya-green-pea-crisps-70g/1017034901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$1.79,,,,Saya Green Pea Crisps 70g,10,,Japan,4.9
Yam Chips Salted Rib Flavor 90g,https://www.yamibuy.com/en/p/lay-s-yam-chips-salted-rib-flavor-90g/1017033941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$2.99,,,,Yam Chips Salted Rib Flavor 90g,22,,China,4.6
Pride Potato Shodoshima Olive,https://www.yamibuy.com/en/p/koikeya-pride-potato-shodoshima-olive/1017033721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,,$2.49,,,,Pride Potato Shodoshima Olive,6,,Japan,4.7
HJ Multiple Peanuts Pop Rice 286g,https://www.yamibuy.com/en/p/hj-multiple-peanuts-pop-rice-286g/1017033641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUIJIFOOD,,$2.69,,,,HJ Multiple Peanuts Pop Rice 286g,3,,China,5
Golden Fried Crab Flavor Potato Chips 135g,https://www.yamibuy.com/en/p/lay-s-golden-fried-crab-flavor-potato-chips-135g/1017033311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$3.59,,,,Golden Fried Crab Flavor Potato Chips 135g,3,,China,5
MIX Spicy Tasty Stick 60g,https://www.yamibuy.com/en/p/vfoods-mix-spicy-tasty-stick-60g/1017032941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VFOODS,,,$0.99,$1.29,24% OFF,MIX Spicy Tasty Stick 60g,30,Spicy Flavor,Thailand,4.7
New Orlean Spicy 55g,https://www.yamibuy.com/en/p/calbee-new-orlean-spicy-55g/1017032931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$2.29,,,,New Orlean Spicy 55g,9,,Japan,4.2
Potato Chips Cumin BBQ Flavour 52g,https://www.yamibuy.com/en/p/calbee-potato-chips-cumin-bbq-flavour-52g/1017032891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JANE JANE,,,$2.99,$3.29,10% OFF,Potato Chips Cumin BBQ Flavour 52g,13,Cumin Flavor,Taiwan,4.7
Spicy Popcorn Snack 110g,https://www.yamibuy.com/en/p/jayone-spicy-popcorn-snack-110g/1017032601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$1.69,,,,Spicy Popcorn Snack 110g,9,,Korea,4.6
PIKKARA Salty Taste Japanese Snack 55g,https://www.yamibuy.com/en/p/pikkara/1017030951,https://cdn.yamibuy.net/item/4ebba0d5b4de19f62e5148cba5d0ba7f_684x684.webp,BOURBON,,$2.09,,,,PIKKARA Salty Taste Japanese Snack 55g,4,,Japan,4.5
NIORTH SEA  Fish Chips Coconut Flavor  22g,https://www.yamibuy.com/en/p/niorth-sea-fish-chips-coconut-22g/1017030921,https://cdn.yamibuy.net/item/b85f539926f667765cd52c0f83f2f2c5_684x684.webp,NORTH SEA,,,$1.59,$1.79,12% OFF,NIORTH SEA  Fish Chips Coconut Flavor  22g,15,,Taiwan,4.2
Corn Chips Sea Salt Flavor 35g,https://www.yamibuy.com/en/p/dongxiaojie-corn-chips-sea-salt-flavor-35g/1017030701,https://cdn.yamibuy.net/item/319fb173613171ad30a55a13ed124ff8_684x684.webp,DONGXIAOJIE,,$1.29,,,,Corn Chips Sea Salt Flavor 35g,9,Sea Salt Flavor,China,4.2
French Fries Lake's Salt and Seaweed Flavor 90g,https://www.yamibuy.com/en/p/pop-smile-french-fries-lake-s-salt-and-seaweed-flavor-90g/1017030661,https://cdn.yamibuy.net/item/332078b3573244ea8298a6f6f5f5d85a_684x684.webp,POP-SMILE,,$2.49,,,,French Fries Lake's Salt and Seaweed Flavor 90g,11,,Taiwan,4.5
Potato Chips Chicken Flavor 80g,https://www.yamibuy.com/en/p/pop-smile-potato-chips-chicken-flavour-80g/1017030651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POP-SMILE,,,$2.09,$2.29,9% OFF,Potato Chips Chicken Flavor 80g,18,,Taiwan,4.7
Corn Cracker Fried Garlic Flavor 80g,https://www.yamibuy.com/en/p/calbee-corn-cracker-fried-garlic-79g/1017030401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$2.49,,,,Corn Cracker Fried Garlic Flavor 80g,Be the first!,Fried Garlic Flavor,Japan,4.8
GRILL A CORN Lobster in supreme soup flavor 80g,https://www.yamibuy.com/en/p/calbee-corn-cracker-hot-79g/1017030371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$2.49,,,,GRILL A CORN Lobster in supreme soup flavor 80g,12,Lobster in supreme soup flavor,Japan,4.8
Potato Deep Ridge Chips Pepper Chicken Flavor 40g,https://www.yamibuy.com/en/p/lay-s-potato-chipspepper-chicken-ridge/1017030211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$1.99,,,,Potato Deep Ridge Chips Pepper Chicken Flavor 40g,3,,China,5
Crunchy Cube  (Yogurt) 40g,https://www.yamibuy.com/en/p/omg-crunchy-cube-yogurt-40g/1017030181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OMG,,$1.89,,,,Crunchy Cube  (Yogurt) 40g,11,Yogurt Flavor,Taiwan,4
Crunchy Cube Chocolate Flavor 40g,https://www.yamibuy.com/en/p/omg-crunchy-cube-chocolate-40g/1017030171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OMG,,$1.89,,,,Crunchy Cube Chocolate Flavor 40g,13,Chocolate Flavor,Taiwan,4.7
Puffed Rice Mustard Flavor 100g,https://www.yamibuy.com/en/p/captain-danny-puffed-rice-mustard-100g/1017030131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CAPTAIN DANNY,,$5.49,,,,Puffed Rice Mustard Flavor 100g,4,Mustard Flavor,Taiwan,5
Puffed Rice Strawberry Flavor 100g,https://www.yamibuy.com/en/p/captain-danny-puffed-rice-strawberry-100g/1017030111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CAPTAIN DANNY,,$5.49,,,,Puffed Rice Strawberry Flavor 100g,5,Strawberry Flavor,Taiwan,4.6
GRILL A CORN HOT & SPICY 80g,https://www.yamibuy.com/en/p/calbee-grill-a-corn-hot-spicy-20-2-8-z/1017029921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,$1.99,$2.29,14% OFF,GRILL A CORN HOT & SPICY 80g,54,Spicy Flavor,Japan,4.9
Honmorokoshi Corn Puff 45g,https://www.yamibuy.com/en/p/tohato-honmorokoshi-yasashii-shio-aji/1017029851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,,$2.29,,,,Honmorokoshi Corn Puff 45g,1,,Japan,5
WW Red Quinoa Rice Crackers 90g,https://www.yamibuy.com/en/p/ww-red-quinoa-rice-crackers-90g/1017029471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,,,$1.69,$1.99,16% OFF,WW Red Quinoa Rice Crackers 90g,6,,Taiwan,3.8
Popcorn Cinema artificially hot chicken flavored 35g,https://www.yamibuy.com/en/p/shirakiku-popcorn-cinema-hot-spicy-sk-35g/1017029381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIRAKIKU,,$2.19,,,,Popcorn Cinema artificially hot chicken flavored 35g,9,Artificially hot chicken flavored,Japan,4.7
GUAI GUAI Corn Snack Ccoconut Flavor 80g,https://www.yamibuy.com/en/p/kwan-corn-snack-coconut-80g/1016060711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KWAN,,$2.69,,,,GUAI GUAI Corn Snack Ccoconut Flavor 80g,2,,Taiwan,5
Rice Crackers Seaweed 43g,https://www.yamibuy.com/en/p/oh-ma-grain-rice-crackers-seaweed-43g/1017029091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OH MA GRAIN,,$1.09,,,,Rice Crackers Seaweed 43g,8,Seaweed Flavor,United States,4.4
MATON Casava Chips Cheese 75g,https://www.yamibuy.com/en/p/maton-casava-chips-cheese-75g/1017029081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MATOH,,$1.39,,,,MATON Casava Chips Cheese 75g,5,Cheese Flavor,Indonesia,4.4
Matball Snack Butter Garlic Flavor 120g,https://www.yamibuy.com/en/p/snack-matball-butter-garlic/1017028971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,$2.99,,,,Matball Snack Butter Garlic Flavor 120g,23,,Korea,4.4
Corn Sticks Hot&Sour 60g,https://www.yamibuy.com/en/p/cheetos-corn-sticks-hot-sour-60g/1017028861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Cheetos,,$1.49,,,,Corn Sticks Hot&Sour 60g,73,Hot & Sour,China,4.4
Rice Cracker Shrimp 80g,https://www.yamibuy.com/en/p/ikedaya-rice-cracker-shrimp-76-5/1017028421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IKEDAYA,,$2.59,,,,Rice Cracker Shrimp 80g,17,,Japan,4.1
Wang Chang Gu-Sesamen Snack 275g,https://www.yamibuy.com/en/p/samyang-wang-chang-gu-sesamen-snack-275g/1017028171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMYANG,,$3.39,,,,Wang Chang Gu-Sesamen Snack 275g,7,,Korea,4.4
Shrimp Fries Cheese Flavor 80g,https://www.yamibuy.com/en/p/lobster-with-big-eyes-shrimp-fries-cheese-flavor-80g/1017027941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dayanxia,,$3.99,,,,Shrimp Fries Cheese Flavor 80g,22,Cheese Flavor 80g,Taiwan,4.6
AJIZUKUSHI Cracker 178g,https://www.yamibuy.com/en/p/wakabato-ajizukushi-cracker-180g/1017027921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WAKABATO,,$4.29,,,,AJIZUKUSHI Cracker 178g,4,,Japan,4.8
Shrimp Flavored Chip Garlic Flavor 56g,https://www.yamibuy.com/en/p/jayone-shrimp-flavored-chip-garlic-flavor-58g/1017027701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,,$1.79,$1.89,6% OFF,Shrimp Flavored Chip Garlic Flavor 56g,42,,Korea,4.7
Rice Stick Sesame Flavor 400g,https://www.yamibuy.com/en/p/milaotou-rice-stick-sesame-flavor-400g/1017027541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MILAOTOU,,$4.39,,,,Rice Stick Sesame Flavor 400g,23,Rice Stick Sesame Flavor 400g,China,4.8
Rice Stick Peanut Flavor 400g(Random new and old packaging),https://www.yamibuy.com/en/p/milaotou-rice-stick-peanut-flavor-400g/1017027521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MILAOTOU,,$4.39,,,,Rice Stick Peanut Flavor 400g(Random new and old packaging),22,Rice Stick Peanut Flavor 400g,China,4.6
Crispy Roll Cream Cheese Flavor 80g,https://www.yamibuy.com/en/p/neo-crispy-roll-cream-cheese-flavor-80g/1017027491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NEO,,$2.29,,,,Crispy Roll Cream Cheese Flavor 80g,49,Cream Cheese Flavor 80g,Korea,4.9
Crispy Roll Vanilla Flavor 80g,https://www.yamibuy.com/en/p/neo-crispy-roll-vanilla-flavor-80g/1017027481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NEO,,$2.29,,,,Crispy Roll Vanilla Flavor 80g,21,Vanilla Flavor 80g,Korea,4.6
Cuttlefish Snack Family Pack 260g,https://www.yamibuy.com/en/p/nongshim-cuttlefish-snack-family-pack-260g/1017027431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,,$5.99,,,,Cuttlefish Snack Family Pack 260g,1,,Korea,5
Cuttlefish Snack 55g,https://www.yamibuy.com/en/p/nongshim-cuttlefish-snack-55g/1017027421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,,$1.49,,,,Cuttlefish Snack 55g,11,,Korea,4.7
Cho Chung U-Gua Rice Snack Family Pack 290g,https://www.yamibuy.com/en/p/nongshim-cho-chung-u-gua-rice-snack-family-pack-290g/1017027351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,,,$5.49,$5.99,9% OFF,Cho Chung U-Gua Rice Snack Family Pack 290g,6,,Korea,5
WL Spicy Potato Chips 40g,https://www.yamibuy.com/en/p/wl-spicy-potato-chips-40g/1017027291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILONG,,$2.89,,,,WL Spicy Potato Chips 40g,3,,China,4.3
Hot & Spicy Flavor 68g,https://www.yamibuy.com/en/p/doritos-cheese-flavor-68g/1017027261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Doritos,,,$1.99,$2.99,34% OFF,Hot & Spicy Flavor 68g,42,Hot & Spicy 68g,China,4.6
Lays' Potato Avocado Chips Wasabi Flavor 90g,https://www.yamibuy.com/en/p/lays-potato-avocado-chips-wasabi-flavor-90g/1017027091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$2.99,,,,Lays' Potato Avocado Chips Wasabi Flavor 90g,20,Avocado Flavor,China,4.2
Potato Chips Fried Crab Flavor 70g,https://www.yamibuy.com/en/p/lays-potato-chips-fried-crab-flavor-70g/1017026951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,$2.29,$2.49,9% OFF,Potato Chips Fried Crab Flavor 70g,115,China,China,4.7
Lays' Potato Chips Grilled Eel Flavor 70g,https://www.yamibuy.com/en/p/lays-potato-chips-grilled-eel-flavor-70g/1017026941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,$2.29,$2.49,9% OFF,Lays' Potato Chips Grilled Eel Flavor 70g,13,China,China,4.4
Potato Chips Seaweed Flavor 318g,https://www.yamibuy.com/en/p/lz-potato-chips-seaweed-flavor/1017026901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LZ,,$6.59,,,,Potato Chips Seaweed Flavor 318g,7,China,China,3.1
GANYUAN Pea Original 285g,https://www.yamibuy.com/en/p/ganyuan-pea-original-285g/1017026711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAM YUEN,,,$3.69,$3.89,6% OFF,GANYUAN Pea Original 285g,51,China,China,4.7
Potato Chips Cherry Blossom Flavor Limited Edition 65g,https://www.yamibuy.com/en/p/lay-s-potato-chips-cherry-blossom-flavor-limited-edition-65g/1017025931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,$2.29,$2.49,9% OFF,Potato Chips Cherry Blossom Flavor Limited Edition 65g,13,China,China,2.8
Yum Chips Tomato Beef Flavor 90g,https://www.yamibuy.com/en/p/aiyomi-yum-chips-tomato-beef-flavor-90g/1017024711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AIYOMI,,$2.59,,,,Yum Chips Tomato Beef Flavor 90g,16,China,China,3.4
Baked Potato Chips Vegetable Flavor 56g,https://www.yamibuy.com/en/p/xiaowangzi-baked-potato-chips-vegetable-flavor-56g/1017024521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,,$2.79,,,,Baked Potato Chips Vegetable Flavor 56g,1,Vegetable Flavor,China,5
Baked Potato Chips Spicy Flavor 56g,https://www.yamibuy.com/en/p/xiaowangzi-baked-potato-chips-spicy-flavor-56g/1017024511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,,$2.79,,,,Baked Potato Chips Spicy Flavor 56g,3,Spicy Flavor,China,4
Baked Potato Chips Spicy Flavor 90g,https://www.yamibuy.com/en/p/xiaowangzi-baked-potato-chips-spicy-flavor-90g/1017024441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOWANGZI,,$3.29,,,,Baked Potato Chips Spicy Flavor 90g,9,China,China,4.7
Potato Chips Japenese Salad Flavor 70g,https://www.yamibuy.com/en/p/orion-potato-chips-japenese-salad-flavor-70g/1017022991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,,$2.69,,,,Potato Chips Japenese Salad Flavor 70g,7,China,Korea,4.7
"Potato Chips BBQ Flavor, 70g",https://www.yamibuy.com/en/p/lay-s-potato-chips-bbq-flavor-70g/1017022721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,$2.29,$2.49,9% OFF,"Potato Chips BBQ Flavor, 70g",30,China,China,4.7
Potato Chips Pure Spicy Flavor 70g,https://www.yamibuy.com/en/p/lay-s-potato-chips-pure-spicy-flavor-70g/1017022711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,$2.29,$2.49,9% OFF,Potato Chips Pure Spicy Flavor 70g,36,China,China,4.7
Organic Crunchy Rice Rolls Apple Cinnamon Flavor 59g,https://www.yamibuy.com/en/p/jayone-organic-crunchy-rice-rolls-apple-cinnamon-flavor-59g/1017022371,https://cdn.yamibuy.net/item/35b45d2744bb568bc214500475942317_684x684.webp,JAYONE,,$2.59,,,,Organic Crunchy Rice Rolls Apple Cinnamon Flavor 59g,1,Korea,Korea,5
Sakura Shrimps Craker Shrimp Flavor 16g*20pcs,https://www.yamibuy.com/en/p/haoyudao-sakura-shrimps-craker-shrimp-flavor-16g-20pcs/1017021631,https://cdn.yamibuy.net/item/4f101f75ed0862ff9c6bd9951b33c379_684x684.webp,HAOYUDAO,,$6.49,,,,Sakura Shrimps Craker Shrimp Flavor 16g*20pcs,2,China,China,4.5
LONELY GOD Potato Rice Chips BBQ Flavor 70g,https://www.yamibuy.com/en/p/want-want-lonely-god-potato-rice-chips-bbq-flavor-70g/1017021591,https://cdn.yamibuy.net/item/2ccf2a66164661fbab0bc0466c3041b1_684x684.webp,WANT WANT,,$1.99,,,,LONELY GOD Potato Rice Chips BBQ Flavor 70g,4,China,Taiwan,3.2
French Fries Tomato Flavor 100g,https://www.yamibuy.com/en/p/cuishengsheng-french-fries-tomato-flavor-100g/1017021461,https://cdn.yamibuy.net/item/cd13706f64e44ecdf1630ae1ff49802d_684x684.webp,CUISHENGSHENG,,$3.69,,,,French Fries Tomato Flavor 100g,3,China,China,4.7
Rice Pie Classic Original Flavor 228g,https://www.yamibuy.com/en/p/nida-rice-pie-classic-original-flavor-228g/1017021361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Nida,,$2.49,,,,Rice Pie Classic Original Flavor 228g,4,China,China,4.2
Yam Chips Egg Yolk Flavor 35g,https://www.yamibuy.com/en/p/aishang-yam-chips-egg-yolk-flavor-35g/1017020621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,aishang,,$0.89,,,,Yam Chips Egg Yolk Flavor 35g,3,China,China,4.3
Potato Chips BBQ Flavor 50g,https://www.yamibuy.com/en/p/oishi-potato-chips-bbq-flavor-50g/1017020521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,,$2.19,,,,Potato Chips BBQ Flavor 50g,42,China,China,4.8
Sour Cream & Onion Flavor Banana Chips 45g,https://www.yamibuy.com/en/p/hom-sour-cream-onion-flavor-banana-chips-45g/1017020251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOM,,$2.79,,,,Sour Cream & Onion Flavor Banana Chips 45g,20,Thailand,Thailand,4.5
Potato Chips Crab Curry Flavour Chips 52g,https://www.yamibuy.com/en/p/tasto-potato-chips-crab-curry-flavour-chips-52g/1017020191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TASTO,,$2.39,,,,Potato Chips Crab Curry Flavour Chips 52g,24,Thailand,Thailand,4.2
Baked Crispy Coconut Chips 84g,https://www.yamibuy.com/en/p/jans-baked-crispy-coconut-chips-84g/1017019461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JANS,,$2.59,,,,Baked Crispy Coconut Chips 84g,3,Vietnam,Indonesia,4.3
Yam Chips Snacks Tomato Flavor 100g,https://www.yamibuy.com/en/p/yumei-yam-chips-snacks-tomato-flavor-100g/1017019081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,,$1.69,,,,Yam Chips Snacks Tomato Flavor 100g,71,China,China,4
Potato Chips Sea Salt with Black Peeper Flavor 70g,https://www.yamibuy.com/en/p/lay-s-potato-chips-sea-salt-with-black-peeper-flavor-70g/1017018671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,$2.29,$2.49,9% OFF,Potato Chips Sea Salt with Black Peeper Flavor 70g,Be the first!,China,China,4.5
Rice Cracker Seaweed Flavor 150g,https://www.yamibuy.com/en/p/weilong-rice-cracker-seaweed-flavor-150g/1017017581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEILONG,,$3.99,,,,Rice Cracker Seaweed Flavor 150g,1,China,China,5
