Title,Title_link,Thumbnail,brand-title,Price,comment-star__count,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
White Rabbit Candy Flavored Milk 200ml,https://www.yamibuy.com/en/p/big-rabbit-milk-200ml/1020048311?scene=item_search.result&bu_type=search&module_name=input&index=1&content=candy,https://cdn.yamibuy.net/item/596eb5cda17010a0e96418628845759c_684x684.webp,WHITE RABBIT,,107,White Rabbit Candy Flavored Milk 200ml,$2.29,$2.89,107,China,4.5
Assorted Peanut Crisp Candy 328g,https://www.yamibuy.com/en/p/hsufuchi-assorted-peanut-crisp-candy-328g/1018002791?scene=item_search.result&bu_type=search&module_name=input&index=2&content=candy,https://cdn.yamibuy.net/item/e36b298eea2a65b67336feea6828570d_684x684.webp,HSUFUCHI,$6.59,69,Assorted Peanut Crisp Candy 328g,,,69,Taiwan,4.9
UHA Gummy Candy Green Grape Flavor 48g,https://www.yamibuy.com/en/p/uha-taste-sugar-kololo-green-grape-48g/1018002271?scene=item_search.result&bu_type=search&module_name=input&index=3&content=candy,https://cdn.yamibuy.net/item/e7de085d2596e7bb21135db6a4a129a8_684x684.webp,UHA,$2.99,80,UHA Gummy Candy Green Grape Flavor 48g,,,80,Japan,4.8
Japanese Lipstick Shaped Candy Gift Box 6 Flavors,https://www.yamibuy.com/en/p/japanese-lipstick-shaped-candy-gift-box-6-flavors/1018048301?scene=item_search.result&bu_type=search&module_name=input&index=4&content=candy,https://cdn.yamibuy.net/item/73ff643283ba793588fd376bc9fee377_684x684.webp,eitaro,$69.99,7,Japanese Lipstick Shaped Candy Gift Box 6 Flavors,,,7,China,5
Mikakutang Soda Flavour Soft Candy 40g,https://www.yamibuy.com/en/p/mikakutang-soda-flavour-soft-candy-40g/1018042481?scene=item_search.result&bu_type=search&module_name=input&index=5&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$2.49,2,Mikakutang Soda Flavour Soft Candy 40g,,,2,Japan,4
Nobel Super Soda Candy 84g,https://www.yamibuy.com/en/p/nobel-super-soda-candy-84g/1018044961?scene=item_search.result&bu_type=search&module_name=input&index=6&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBEL,$3.29,,Nobel Super Soda Candy 84g,,,Be the first!,Japan,
Strawberry Shake Candy 4.2oz,https://www.yamibuy.com/en/p/strawberry-shake-candy-4-2oz/1018047471?scene=item_search.result&bu_type=search&module_name=input&index=7&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,$2.29,1,Strawberry Shake Candy 4.2oz,,,1,Indonesia,5
X'mas Party Hard Candy 13g,https://www.yamibuy.com/en/p/x-mas-party-stick-candy-13g/1018044861?scene=item_search.result&bu_type=search&module_name=input&index=8&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WONDERLAND,$1.29,,X'mas Party Hard Candy 13g,,,Be the first!,Japan,
WENHEYOU CINNAMON OIL CANDY,https://www.yamibuy.com/en/p/wenheyou-cinnamon-oil-candy/1018047291?scene=item_search.result&bu_type=search&module_name=input&index=9&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WENHEYOU,$5.69,,WENHEYOU CINNAMON OIL CANDY,,,Be the first!,China,
Hinamatsuri -Flower Soft Candy Box 22pcs,https://www.yamibuy.com/en/p/hinamatsuri-flower-soft-candy-box-22pcs/1018047901?scene=item_search.result&bu_type=search&module_name=input&index=10&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HANANOYA,,,Hinamatsuri -Flower Soft Candy Box 22pcs,$16.99,$18.99,Be the first!,Japan,
CHUNGUANG Coconut Candy228g,https://www.yamibuy.com/en/p/chunguang-coconut-candy228g/1018001381?scene=item_search.result&bu_type=search&module_name=input&index=11&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,$3.99,,CHUNGUANG Coconut Candy228g,,,Be the first!,China,
White Rabbit Candy Flavored Milk 200ml*6pk,https://www.yamibuy.com/en/p/big-white-rabbit-milk-200ml-6pk/1020048501?scene=item_search.result&bu_type=search&module_name=input&index=12&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WHITE RABBIT,,65,White Rabbit Candy Flavored Milk 200ml*6pk,$12.99,$17.34,65,China,4.7
Gold Throat Candy Tablet Golden Ginger 15g,https://www.yamibuy.com/en/p/gold-throat-candy-tablet-golden-ginger-15g/1018047161?scene=item_search.result&bu_type=search&module_name=input&index=13&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASAHI,,,Gold Throat Candy Tablet Golden Ginger 15g,$3.49,$3.89,Be the first!,Japan,
"Hi-Chew Assorted Fruit Candy 300g (Mango, Grape, Green Apple, Strawberry)",https://www.yamibuy.com/en/p/hi-chew-assorted-fruit-candy-300g-mango-grape-green-apple-strawberry/1018049291?scene=item_search.result&bu_type=search&module_name=input&index=14&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$5.99,,"Hi-Chew Assorted Fruit Candy 300g (Mango, Grape, Green Apple, Strawberry)",,,Be the first!,Japan,
Hi-Chew Chewy Candy Kiwi Flavor 50g,https://www.yamibuy.com/en/p/hi-chew-stick-kiwi-flavor-50g/1018049341?scene=item_search.result&bu_type=search&module_name=input&index=15&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,,Hi-Chew Chewy Candy Kiwi Flavor 50g,$1.09,$1.29,Be the first!,Japan,
Gummy Candy Orange Flavor 51g,https://www.yamibuy.com/en/p/gummy-kajyu-unshu-mikan-51g/1018037951?scene=item_search.result&bu_type=search&module_name=input&index=16&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$1.59,27,Gummy Candy Orange Flavor 51g,,,27,Japan,4.9
Vanilla Shake Candy 4.2oz,https://www.yamibuy.com/en/p/vanilla-shake-candy-4-2oz/1018047491?scene=item_search.result&bu_type=search&module_name=input&index=17&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,$2.29,,Vanilla Shake Candy 4.2oz,,,Be the first!,Indonesia,
Hi-Chew Sweet and Sour Chewy Candy 360g,https://www.yamibuy.com/en/p/sweet-and-sour-360g/1018049321?scene=item_search.result&bu_type=search&module_name=input&index=18&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$5.99,,Hi-Chew Sweet and Sour Chewy Candy 360g,,,Be the first!,Japan,
Brown Sugar Dried Plum Candy 160g,https://www.yamibuy.com/en/p/brown-sugar-dried-plum-candy-160g/1018049391?scene=item_search.result&bu_type=search&module_name=input&index=19&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGUAN,$4.39,,Brown Sugar Dried Plum Candy 160g,,,Be the first!,China,
Nanguo Ginger Coconut Candy 200g,https://www.yamibuy.com/en/p/nanguo-ginger-coconut-candy-200g/1018047331?scene=item_search.result&bu_type=search&module_name=input&index=20&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,$3.29,,Nanguo Ginger Coconut Candy 200g,,,Be the first!,China,
Hi-Chew Sweet and Sour Watermelon Chewy Candy 50g,https://www.yamibuy.com/en/p/hi-chew-sweet-and-sour-watermelon-50g/1018049361?scene=item_search.result&bu_type=search&module_name=input&index=21&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.19,,Hi-Chew Sweet and Sour Watermelon Chewy Candy 50g,,,Be the first!,Japan,
Hinamatsuri -Flower Candy Bag 70g,https://www.yamibuy.com/en/p/hinamatsuri-flower-candy-bag-70g/1018047881?scene=item_search.result&bu_type=search&module_name=input&index=22&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HANANOYA,$10.49,,Hinamatsuri -Flower Candy Bag 70g,,,Be the first!,Japan,
Lobster Crisp Candy 300g,https://www.yamibuy.com/en/p/lobster-crisp-candy-300g/1018049401?scene=item_search.result&bu_type=search&module_name=input&index=23&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Miss Ma,$4.49,,Lobster Crisp Candy 300g,,,Be the first!,China,
Classic Coconut Candy 250g,https://www.yamibuy.com/en/p/classic-coconut-candy-250g/1018048801?scene=item_search.result&bu_type=search&module_name=input&index=24&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,$3.89,,Classic Coconut Candy 250g,,,Be the first!,China,
Mixed Fruit Flavor Candy with Real Fruit 2.82oz,https://www.yamibuy.com/en/p/hi-chew-plus-fruit-mix-bag-2-82oz/1018038971?scene=item_search.result&bu_type=search&module_name=input&index=25&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,10,Mixed Fruit Flavor Candy with Real Fruit 2.82oz,$2.19,$2.49,10,Japan,4.7
MIKAKUTO TOKUNO Milk Candy 83g,https://www.yamibuy.com/en/p/mikakuto-tokuno-milk-candy-bag/1018029101?scene=item_search.result&bu_type=search&module_name=input&index=26&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$4.59,53,MIKAKUTO TOKUNO Milk Candy 83g,,,53,Japan,4.9
Chocolate Gummy Candy Mixed Fruits Flavor 81g,https://www.yamibuy.com/en/p/meiji-chocolate-gummy-candy-mixed-fruits-flavor-81g/1018000221?scene=item_search.result&bu_type=search&module_name=input&index=27&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$4.49,25,Chocolate Gummy Candy Mixed Fruits Flavor 81g,,,25,Japan,4.6
【Hnamatsuri Limited Edition】Ramune Soda Fizzy Candy 4g,https://www.yamibuy.com/en/p/hinamatsuri-ramune-soda-fizzy-candy-4g/1018047831?scene=item_search.result&bu_type=search&module_name=input&index=28&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUPPYRAMUNE,$3.99,,【Hnamatsuri Limited Edition】Ramune Soda Fizzy Candy 4g,,,Be the first!,Japan,
Chocolate Shake Candy 4.2oz,https://www.yamibuy.com/en/p/chocolate-shake-candy-4-2oz/1018047481?scene=item_search.result&bu_type=search&module_name=input&index=29&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Milkita,$2.29,,Chocolate Shake Candy 4.2oz,,,Be the first!,Indonesia,
Choco Sticks-Popping Candy 144g,https://www.yamibuy.com/en/p/choco-sticks-popping-candy-144g/1016097441?scene=item_search.result&bu_type=search&module_name=input&index=30&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$5.99,1,Choco Sticks-Popping Candy 144g,,,1,N/A,5
Gummy Candy Grape Flavor 50g,https://www.yamibuy.com/en/p/fettuccine-gummy-grape-48g/1018041081?scene=item_search.result&bu_type=search&module_name=input&index=31&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,$1.99,2,Gummy Candy Grape Flavor 50g,,,2,Japan,5
Guava Flavored Candy  350g,https://www.yamibuy.com/en/p/guava-flavored-candy-350g/1018048791?scene=item_search.result&bu_type=search&module_name=input&index=32&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HONGYUAN,$3.29,,Guava Flavored Candy  350g,,,Be the first!,China,
【Editors' Pick】Super Instant Coffe Latte Variety Pack (Soymilk and Candy Flavored Milk),https://www.yamibuy.com/en/p/editors-pick-super-instant-coffe-latte-variety-pack-soymilk-and-candy-flavored-milk/1020066301?scene=item_search.result&bu_type=search&module_name=input&index=33&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$39.99,,【Editors' Pick】Super Instant Coffe Latte Variety Pack (Soymilk and Candy Flavored Milk),,,Be the first!,N/A,
Hi-Chew Japanese Fruit Candy Fruit Combos Mix Tropical Flavors 85g,https://www.yamibuy.com/en/p/sensationally-chewy-japanese-fruit-candy-fruit-combos-mix-tropical-flavors-85g/1018049301?scene=item_search.result&bu_type=search&module_name=input&index=34&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.99,,Hi-Chew Japanese Fruit Candy Fruit Combos Mix Tropical Flavors 85g,,,Be the first!,Japan,
Whistle Candy Tablet Family Assort 110g,https://www.yamibuy.com/en/p/whistle-candy-tablet-family-assort-110g/1018047231?scene=item_search.result&bu_type=search&module_name=input&index=35&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CORIS,$5.89,,Whistle Candy Tablet Family Assort 110g,,,Be the first!,Japan,
Hi-Chew Tropical Mix Chewy Candy 360g,https://www.yamibuy.com/en/p/hi-chew-tropical-mix-chewy-candy-360g/1018049311?scene=item_search.result&bu_type=search&module_name=input&index=36&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$6.49,,Hi-Chew Tropical Mix Chewy Candy 360g,,,Be the first!,Japan,
Sumiyaki Coffee Candy 228g,https://www.yamibuy.com/en/p/sumiyaki-coffee-candy-228g/1018048811?scene=item_search.result&bu_type=search&module_name=input&index=37&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,$3.89,,Sumiyaki Coffee Candy 228g,,,Be the first!,China,
Gummy Candy Peach Flavor 50g,https://www.yamibuy.com/en/p/fettuccine-gummy-peach-48g/1018041091?scene=item_search.result&bu_type=search&module_name=input&index=38&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,$1.99,9,Gummy Candy Peach Flavor 50g,,,9,Japan,4.8
Coconut Candy 200g,https://www.yamibuy.com/en/p/coconut-candy-200g/1018048281?scene=item_search.result&bu_type=search&module_name=input&index=39&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,$3.29,,Coconut Candy 200g,,,Be the first!,China,
Chocolate Gummy Candy Strawberry Flavor 81g,https://www.yamibuy.com/en/p/meiji-chocolate-gummy-candy-strawberry-flavor-81g/1018000011?scene=item_search.result&bu_type=search&module_name=input&index=40&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$4.69,24,Chocolate Gummy Candy Strawberry Flavor 81g,,,24,Japan,4.7
Hi-chew 3 Flavor Yogurt Mix Soft Candy 90g,https://www.yamibuy.com/en/p/morinaga-hi-chew-3-flavor-yogurt-mix-soft-candy-90g/1018021131?scene=item_search.result&bu_type=search&module_name=input&index=41&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,9,Hi-chew 3 Flavor Yogurt Mix Soft Candy 90g,$2.29,$2.39,9,Japan,4.7
KASUGAI Candy Peach Cream Frappe Flavor 76g,https://www.yamibuy.com/en/p/kasugai-candy-peach-cream-frappe-flavor-76g-12/1018048131?scene=item_search.result&bu_type=search&module_name=input&index=42&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,$3.29,,KASUGAI Candy Peach Cream Frappe Flavor 76g,,,Be the first!,Japan,
Mini Socks Gifts with Apple Flavor Gummy Candy 8pcs 32g,https://www.yamibuy.com/en/p/apple-mini-socks-8-gifts-32g/1018044781?scene=item_search.result&bu_type=search&module_name=input&index=43&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEART,$9.79,1,Mini Socks Gifts with Apple Flavor Gummy Candy 8pcs 32g,,,1,Japan,5
Chocolate Gummy Candy Muscat Flavor 81g,https://www.yamibuy.com/en/p/meiji-chocolate-gummy-candy-muscat-flavor-81g/1018004771?scene=item_search.result&bu_type=search&module_name=input&index=44&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$4.49,49,Chocolate Gummy Candy Muscat Flavor 81g,,,49,Japan,4.9
Premium Milk Candy Tea Flavor 66g,https://www.yamibuy.com/en/p/kanro-premium-milk-candy-tea-flavor-70g/1018003011?scene=item_search.result&bu_type=search&module_name=input&index=45&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KANRO,$3.59,12,Premium Milk Candy Tea Flavor 66g,,,12,Japan,4.7
Gummy Candy Orange Flavor 20g,https://www.yamibuy.com/en/p/gummy-candy-orange-flavor-20g/1018049201?scene=item_search.result&bu_type=search&module_name=input&index=46&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,$0.49,,Gummy Candy Orange Flavor 20g,,,Be the first!,Taiwan,
KASUGAI Candy Caramel Cream Frappe Flavor 76g,https://www.yamibuy.com/en/p/kasugai-candy-caramel-cream-frappe-flavor-76g-12/1018048141?scene=item_search.result&bu_type=search&module_name=input&index=47&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,$3.29,,KASUGAI Candy Caramel Cream Frappe Flavor 76g,,,Be the first!,Japan,
Probiotics Soft Candy 50g,https://www.yamibuy.com/en/p/nyusankin-soft-ame-50g/1018045641?scene=item_search.result&bu_type=search&module_name=input&index=48&content=candy,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEIKA FOODS,$1.99,2,Probiotics Soft Candy 50g,,,2,Japan,5
,,,,,,,,,,,
Lipton Tea Candy 61g,https://www.yamibuy.com/en/p/lipton-tea-candy-61g/1018043021,https://cdn.yamibuy.net/item/966eeb0902c84b6b1066e3bd1960abd0_684x684.webp,KASUGAI,$3.19,2,Lipton Tea Candy 61g,,,2,Japan,5
Ejiao Gummy Candy  60Pcs,https://www.yamibuy.com/en/p/ejiao-gummy-candy-60pcs/1018044651,https://cdn.yamibuy.net/item/1435de2a917d6caf8bff327e231d0e82_684x684.webp,DEEJ,$12.99,4,Ejiao Gummy Candy  60Pcs,,,4,China,4.8
Mixed Candy 96g,https://www.yamibuy.com/en/p/mixed-candy-96g/1018049381,https://cdn.yamibuy.net/item/5e838052f3575ca370d5ca0535c98816_684x684.webp,OISHI,,,Mixed Candy 96g,$2.29,$2.69,Be the first!,China,
Candy-Green Tea Flavor 100g,https://www.yamibuy.com/en/p/candy-green-tea-flavor-100g/1018047961,https://cdn.yamibuy.net/item/89cfd6dc59a7206b735a38c1329b75ed_684x684.webp,Mammos,$2.29,,Candy-Green Tea Flavor 100g,,,Be the first!,Korea,
Mango Soft Candy 50g,https://www.yamibuy.com/en/p/uha-mango-soft-candy-50g/1018008231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$1.99,9,Mango Soft Candy 50g,,,9,Japan,4.3
Crunch Milk Candy 51.2g,https://www.yamibuy.com/en/p/fujiya-crunch-milk-candy-51-2g/1018034051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,$2.29,18,Crunch Milk Candy 51.2g,,,18,Japan,4.7
Hokkaido Milk Candy 120g,https://www.yamibuy.com/en/p/fujiya-hokkaido-milk-candy-120g/1018000391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,$2.99,33,Hokkaido Milk Candy 120g,,,33,Japan,4.4
Charcoal Roasted Coffee Candy 200g,https://www.yamibuy.com/en/p/nanguo-charcoal-roasted-coffee-candy-200g/1018031551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,$2.59,17,Charcoal Roasted Coffee Candy 200g,,,17,China,4.6
【Hnamatsuri Limited Edition】Mochi Candy Gift Bag 70g,https://www.yamibuy.com/en/p/hinamatsuri-girls-candy-bag-70g/1018047871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HANANOYA,$10.49,,【Hnamatsuri Limited Edition】Mochi Candy Gift Bag 70g,,,Be the first!,Japan,
Candy Bag Flower Pattern 150g,https://www.yamibuy.com/en/p/taiki-hana-komon-candy-bag-150g/1018043711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAIKI,$3.99,9,Candy Bag Flower Pattern 150g,,,9,Japan,4.7
Coffee Candy 120g,https://www.yamibuy.com/en/p/kopiko-coffee-candy-120g/1018026131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,$0.99,9,Coffee Candy 120g,,,9,Indonesia,5
Hi-Chew Soft Candy Mixed Berry Flavor 90g,https://www.yamibuy.com/en/p/hi-chew-berry-mix-90g/1018041021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,9,Hi-Chew Soft Candy Mixed Berry Flavor 90g,$2.29,$2.49,9,Japan,5
Ginger Coconut Candy 200g,https://www.yamibuy.com/en/p/ginger-coconut-candy-200g/1018048821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUN GUANG,$3.89,,Ginger Coconut Candy 200g,,,Be the first!,China,
Mixed Flavor Candy 480g,https://www.yamibuy.com/en/p/seika-foods-trio-480g/1018033411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEIKA FOODS,$13.99,8,Mixed Flavor Candy 480g,,,8,Japan,4.4
Popping Candy Macaron Biscuits Cream Flavor 133g,https://www.yamibuy.com/en/p/aji-133g/1016095511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AJI,$3.49,1,Popping Candy Macaron Biscuits Cream Flavor 133g,,,1,China,5
HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 50g,https://www.yamibuy.com/en/p/hi-chew-soft-chewy-fruit-candy-green-apple-50g/1018038511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.29,1,HI-CHEW Soft Chewy Fruit Candy Green Apple Flavor 50g,,,1,Japan,5
Mint Candy Honey Mellon Flavor 15g,https://www.yamibuy.com/en/p/candy-kakao-friends-honey-mint-0-53oz/1018039981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKAO Friends,$3.29,4,Mint Candy Honey Mellon Flavor 15g,,,4,Korea,3.5
Candy with Strawberry filling 70g,https://www.yamibuy.com/en/p/pine-konayuki-nodoame-ichigo-69g/1018034881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PINE,$2.99,2,Candy with Strawberry filling 70g,,,2,Japan,4.5
Matcha Candy 95g,https://www.yamibuy.com/en/p/ameyasan-matcha-candy-100g/1018002131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AMEYASAN,$3.89,12,Matcha Candy 95g,,,12,Japan,4.1
CANDY IMPACT MINTS 0.53OZ,https://www.yamibuy.com/en/p/candy-kakao-friends-impact-mints-0-53oz/1018039971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKAO Friends,$3.29,2,CANDY IMPACT MINTS 0.53OZ,,,2,Korea,4
Soft Candy 4 Flavor 100g,https://www.yamibuy.com/en/p/uha-soft-candy-4-flavor-100g/1018008171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$2.99,60,Soft Candy 4 Flavor 100g,,,60,Japan,4.8
Candy Bag 150g,https://www.yamibuy.com/en/p/taiki-miyako-candy-bag-150g/1018043701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAIKI,$3.99,1,Candy Bag 150g,,,1,Japan,5
2 in 1 Mixed Fruit Candy 11.65oz,https://www.yamibuy.com/en/p/hi-chew-fruit-combo-11-65oz/1018038961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$6.49,4,2 in 1 Mixed Fruit Candy 11.65oz,,,4,Japan,5
Gummy Candy 100% Fruit Juice (mango) 150g,https://www.yamibuy.com/en/p/twin-rabbit-gummy-candy-100-fruit-juice-mango-150g/1018013091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TWIN RABBIT,$2.39,6,Gummy Candy 100% Fruit Juice (mango) 150g,,,6,United States,3.5
Lucky Candy 368g,https://www.yamibuy.com/en/p/lucky-candy-368g/1018037051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,$4.68,4,Lucky Candy 368g,,,4,Hong Kong,5
Queen Milk Candy 70g,https://www.yamibuy.com/en/p/jyoo-no-milk-70g/1018045391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,$3.49,2,Queen Milk Candy 70g,,,2,Japan,5
Hi-chew Superfruits Mix Candy 90g,https://www.yamibuy.com/en/p/morinaga-hi-chew-superfruits-mix-90g/1018026791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$2.29,26,Hi-chew Superfruits Mix Candy 90g,,,Be the first!,Japan,4.9
Salt Sport Candy 79g,https://www.yamibuy.com/en/p/salt-sport-candy-80g/1018041301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PINE,,2,Salt Sport Candy 79g,$1.50,$2.99,2,Japan,5
Cappuccino Candy 120g,https://www.yamibuy.com/en/p/kopiko-cappuccino-candy-120g/1018026141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,$0.99,7,Cappuccino Candy 120g,,,7,Indonesia,5
Peppermint Candy 140g,https://www.yamibuy.com/en/p/crown-candy-peppermint/1018030001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,$1.99,8,Peppermint Candy 140g,,,8,Korea,4.4
Soft Candy 2 Soda Flavor 100g,https://www.yamibuy.com/en/p/uha-soft-candy-2-soda-flavor-100g/1018008181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$2.89,39,Soft Candy 2 Soda Flavor 100g,,,39,Japan,4.8
Extra Concentrated Salted Milk Candy 80g,https://www.yamibuy.com/en/p/extra-concentrated-salted-milk-candy-72g/1018042501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$4.59,3,Extra Concentrated Salted Milk Candy 80g,,,3,Japan,5
Hi-chew 3 Flavor Tropical Mix Soft Candy 100g,https://www.yamibuy.com/en/p/morinaga-hi-chew-3-flavor-tropical-mix-soft-candy-100g/1018003891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$2.49,14,Hi-chew 3 Flavor Tropical Mix Soft Candy 100g,,,14,Japan,4.9
Hi-chew 3 Flavor Soft Candy 100g,https://www.yamibuy.com/en/p/morinaga-hi-chew-3-flavor-soft-candy-100g/1018003871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$2.49,22,Hi-chew 3 Flavor Soft Candy 100g,,,22,Japan,4.8
Popping Candy Macaron Biscuits Matcha Flavor 133g,https://www.yamibuy.com/en/p/popping-candy-macaron-biscuits-matcha-flavor-133g/1016095491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AJI,$3.49,,Popping Candy Macaron Biscuits Matcha Flavor 133g,,,Be the first!,China,
Mint Candy Orange Flavor TUBE 15g,https://www.yamibuy.com/en/p/candy-kakao-friends-orangge-0-53oz/1018040001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKAO Friends,$3.29,3,Mint Candy Orange Flavor TUBE 15g,,,3,Korea,4.7
Mutenka Lemonade Candy 90g,https://www.yamibuy.com/en/p/mutenka-lemonade-90g/1020059521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOBLE,$2.89,1,Mutenka Lemonade Candy 90g,,,1,Japan,4
