Title,Title_link,Thumbnail,brand-title,Price,comment-star__count,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
Mixed Fruit Soft Candy 50g,https://www.yamibuy.com/en/p/bourbon-mixed-fruit-soft-candy-50g/1018008291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,$1.49,3,Mixed Fruit Soft Candy 50g,,,3,Japan,4
Cloudy Cotton Candy- Lichi Oolong 30g,https://www.yamibuy.com/en/p/cloudy-cotton-candy-lichi-oolong-30g/1018036151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIANGUOZI,$2.99,1,Cloudy Cotton Candy- Lichi Oolong 30g,,,1,Taiwan,5
Ichigo Strawberry Candy 65g,https://www.yamibuy.com/en/p/sakuma-ichigo-strawberry-candy-65g/1018021911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAKUMA,$3.99,1,Ichigo Strawberry Candy 65g,,,1,Japan,4
Vanilla Coffee Candy (Jar) 450g,https://www.yamibuy.com/en/p/esprezzo-vanilla-coffee-candy-jar-450g/1018029851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ESPREZZO,,,Vanilla Coffee Candy (Jar) 450g,$5.29,$6.29,Be the first!,Indonesia,
Soft Tribute Candy 192g,https://www.yamibuy.com/en/p/soft-tribute-candy-192g/1018035801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHENG ZU,$14.99,,Soft Tribute Candy 192g,,,Be the first!,Taiwan,
Japanese Hard Candy,https://www.yamibuy.com/en/p/item/1016084351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YBC,$4.99,,Japanese Hard Candy,,,Be the first!,Japan,
Soft Matcha Candy 40g,https://www.yamibuy.com/en/p/sugimotoya-soft-matcha-candy-40g/1016003201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUGIMOTOYA,$2.29,24,Soft Matcha Candy 40g,,,24,Japan,4.1
Rock Candy 400g,https://www.yamibuy.com/en/p/red-plum-rock-candy-yellow-400g/1148006791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RED PLUM,$1.79,,Rock Candy 400g,,,Be the first!,China,
Popin' Cookin'Kit Soft Donuts DIY Candy 41g,https://www.yamibuy.com/en/p/kracie-popin-cookin-kit-soft-donuts-diy-candy-41g/1027004101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kracie,,7,Popin' Cookin'Kit Soft Donuts DIY Candy 41g,$3.99,$4.99,7,Japan,5
Hawthorn Candy 500g,https://www.yamibuy.com/en/p/hong-luo-foods-hawthorn-candy-500g/1019006941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HONG LUO FOODS,$7.29,100,Hawthorn Candy 500g,,,100,China,3.3
Hawthorn Candy  250g,https://www.yamibuy.com/en/p/bestore-hawthorn-candy-250g/1019015751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,$3.39,5,Hawthorn Candy  250g,,,5,China,4.4
Rock Candy Lump (Yellow) 400g,https://www.yamibuy.com/en/p/nanmenqiao-rock-candy-lump-yellow-400g/1148003971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANMENQIAO,$2.49,36,Rock Candy Lump (Yellow) 400g,,,36,China,4.9
Pujiang Rice Flower Candy 420g,https://www.yamibuy.com/en/p/puyi-pujiang-rice-flower-candy-420g/1017035151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PUYI,$1.99,27,Pujiang Rice Flower Candy 420g,,,27,China,4.9
Yogurt Jelly Candy Peach Flavor 50g,https://www.yamibuy.com/en/p/paldo-jelly-yogurt-peach-50g/1018033061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,$1.49,109,Yogurt Jelly Candy Peach Flavor 50g,,,109,Korea,4.7
NINJIOM Herbal Candy Lemongrass 60g,https://www.yamibuy.com/en/p/ninjiom-herbal-candy-lemongrass-60g/1030005111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,$3.99,2,NINJIOM Herbal Candy Lemongrass 60g,,,2,Hong Kong,3
Nougat Candy Combo,https://www.yamibuy.com/en/p/red-bean-dining-candy-combo/1016077991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Red Bean Dining,,,Nougat Candy Combo,$64.99,$66.99,Be the first!,Taiwan,
Rock Candy Hawthorn 100g,https://www.yamibuy.com/en/p/bestore-rock-candy-hawthorn-100g/1019030241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,$2.29,1,Rock Candy Hawthorn 100g,,,1,China,5
HONEY LOQUAT CANDY 178g,https://www.yamibuy.com/en/p/prince-of-peace-honey-loquat-candy-178g/1030004511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PRINCE OF PEACE,$5.50,4,HONEY LOQUAT CANDY 178g,,,4,United States,5
Blueberry Eye Candy 80g,https://www.yamibuy.com/en/p/blueberry-eye-candy-80g/1030042571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PINE,$3.69,1,Blueberry Eye Candy 80g,,,1,Japan,4
Sweet Potato Soft Candy 98g,https://www.yamibuy.com/en/p/satsukoro-koro-98g/1016082061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SONGWAI,$2.69,4,Sweet Potato Soft Candy 98g,,,4,Japan,4.5
BLOOMING Small Lump Candy 400g,https://www.yamibuy.com/en/p/blooming-small-lump-candy-400g/1021012811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,$1.69,49,BLOOMING Small Lump Candy 400g,,,49,N/A,4.7
Gelatin Candy 180g,https://www.yamibuy.com/en/p/wugu-mofang-gelatin-candy-180g/1030028231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WUGU MOFANG,$21.99,22,Gelatin Candy 180g,,,22,China,4.6
Brown Candy In Pieces 400g,https://www.yamibuy.com/en/p/south-word-brand-brown-candy-in-pieces-400g/1021014141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SOUTH WORD BRAND,$1.99,16,Brown Candy In Pieces 400g,,,16,China,4.9
Xiao Zi Shi Guang Hawthorn Candy Cake 150g,https://www.yamibuy.com/en/p/konsam-xiao-zi-shi-guang-hawthorn-candy-cake-150g/1019007311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KONSAM,$2.39,35,Xiao Zi Shi Guang Hawthorn Candy Cake 150g,,,35,China,4.7
Peanut Candy Original Flavor 150g,https://www.yamibuy.com/en/p/item/1019053231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,$2.99,19,Peanut Candy Original Flavor 150g,,,19,China,4.9
Dragon's Beard Candy Strawberry Flavor 50g,https://www.yamibuy.com/en/p/bao-shi-long-dragon-s-beard-candy-strawberry-flavor-50g/1016080211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAO SHI LONG,$1.29,11,Dragon's Beard Candy Strawberry Flavor 50g,,,11,China,4.5
NINJIOM Herbal Throat Relief Candy Super Mint 60g,https://www.yamibuy.com/en/p/ninjiom-herbal-candy-super-mint-60g/1030000761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,$3.99,2,NINJIOM Herbal Throat Relief Candy Super Mint 60g,,,2,Hong Kong,5
Rock Candy-Red 400g,https://www.yamibuy.com/en/p/red-plum-rock-candy-white-400g/1148006781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RED PLUM,$1.69,3,Rock Candy-Red 400g,,,3,China,5
Rock Candy 400g,https://www.yamibuy.com/en/p/red-plum-rock-candy-400g/1148006751,https://cdn.yamibuy.net/item/ef034985bef6147288428e0f62a09e18_684x684.webp,RED PLUM,$1.79,1,Rock Candy 400g,,,1,China,5
American Ginseng Root Candy 170g,https://www.yamibuy.com/en/p/prince-of-peace-american-ginseng-root-candy-170g/1030000631,https://cdn.yamibuy.net/item/2fe4b7268bd544430750dfae1a54075e_684x684.webp,PRINCE OF PEACE,$3.50,7,American Ginseng Root Candy 170g,,,7,United States,3.9
Plum Candy 140g,https://www.yamibuy.com/en/p/fubo-special-plum-candy-140g/1019064491,https://cdn.yamibuy.net/item/c37c331fcdf962d87bc4d857dde9958e_684x684.webp,FuBo,$6.99,,Plum Candy 140g,,,Be the first!,Taiwan,
Throat Refreshing Herbal Drops Candy Apple (Stick) 39g,https://www.yamibuy.com/en/p/nobel-hachimitsu-apple-throat-candy-stick-39g/1030038141,https://cdn.yamibuy.net/item/005c6c2e72ee20afbf26fffd1014a07c_684x684.webp,RYUKAKUSAN,$2.19,,Throat Refreshing Herbal Drops Candy Apple (Stick) 39g,,,Be the first!,Japan,
NINJIOM Herbal Candy Tangerine Lemon 60g,https://www.yamibuy.com/en/p/ninjiom-herbal-candy-tangerine-lemon-60g/1030000781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,$3.99,12,NINJIOM Herbal Candy Tangerine Lemon 60g,,,12,Hong Kong,5
Dragon Beard Candy 200g,https://www.yamibuy.com/en/p/dragon-beared-candy-200g/1016080761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GONYUFANG,$5.99,6,Dragon Beard Candy 200g,,,6,China,5
Rock Candy Lump (White) 400g,https://www.yamibuy.com/en/p/nanmenqiao-rock-candy-lump-white-400g/1148003961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANMENQIAO,$2.49,30,Rock Candy Lump (White) 400g,,,30,China,4.9
ANYTIME Milk & Mint Candy 74g,https://www.yamibuy.com/en/p/lotte-anytime-milk-mint-candy-74g/1018006001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,,20,ANYTIME Milk & Mint Candy 74g,$2.99,$3.39,20,Korea,4.8
Coconut Soft Candy Jelly 95g,https://www.yamibuy.com/en/p/coconut-stuffing-jelly-95g/1019066611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NANGUO,$2.09,12,Coconut Soft Candy Jelly 95g,,,12,China,4.8
Lumo Candy-yellow 340g,https://www.yamibuy.com/en/p/red-plum-lumo-candy-yellow-340g/1148006771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RED PLUM,$1.79,1,Lumo Candy-yellow 340g,,,1,China,5
Rock Candy Yellow Lump 400g,https://www.yamibuy.com/en/p/south-word-brand-rock-candy-yellow-lump-400g/1021014121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SOUTH WORD BRAND,$1.49,36,Rock Candy Yellow Lump 400g,,,36,China,4.9
NINJIOM Herbal Throat Relief Candy Ume Plum 60g,https://www.yamibuy.com/en/p/ninjiom-herbal-candy-ume-plum-60g/1030000771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,$3.99,20,NINJIOM Herbal Throat Relief Candy Ume Plum 60g,,,20,Hong Kong,4.5
WEI CHER Black Date And Walnut Soft Nougat Candy 120g,https://www.yamibuy.com/en/p/wei-cher-black-date-and-walnut-soft-nougat-candy-120g/1018013381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHERCHER,$4.99,25,WEI CHER Black Date And Walnut Soft Nougat Candy 120g,,,25,China,4.1
Peanut Candy 150g,https://www.yamibuy.com/en/p/item/1019053241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,$2.99,16,Peanut Candy 150g,,,16,China,4.6
Walnut & Date Pastille candy Gift box 500g,https://www.yamibuy.com/en/p/walnut-date-pastille-candy-gift-box-500g/1016058361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHERRY GRANDFATHER,$22.99,8,Walnut & Date Pastille candy Gift box 500g,,,8,Taiwan,5
Herbal Throat Relief Candy Stick Pack Honey 1.4 oz 10pcs,https://www.yamibuy.com/en/p/ryukakusan-herbal-throat-candy-stick-pack-honey-1-4-oz-10pcs/1030029691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,$2.19,10,Herbal Throat Relief Candy Stick Pack Honey 1.4 oz 10pcs,,,10,Japan,4.7
Nut Candy 308g,https://www.yamibuy.com/en/p/nut-candy-318g/1019053911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGLAOWU,$8.29,4,Nut Candy 308g,,,4,China,5
Throat Refreshing Herbal Drops Candy 120MAX (Bag) 88g,https://www.yamibuy.com/en/p/throat-candy-120max-bag/1030038091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,$5.99,1,Throat Refreshing Herbal Drops Candy 120MAX (Bag) 88g,,,1,Japan,5
Lumo Candy-White 340g,https://www.yamibuy.com/en/p/red-plum-lumo-candy-white-340g/1148006761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RED PLUM,$1.79,,Lumo Candy-White 340g,,,Be the first!,China,
"Candy Cute Pendant, Patterns Ship Randomly",https://www.yamibuy.com/en/p/candy-cute-pendant-patterns-ship-randomly/1028207001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINISO,,,"Candy Cute Pendant, Patterns Ship Randomly",$6.29,$8.99,Be the first!,China,
NIANCIAN Herbal Candy,https://www.yamibuy.com/en/p/niancian-herbal-candy/1030000011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,$3.99,7,NIANCIAN Herbal Candy,,,7,Hong Kong,4.6
Dragon's Beard Candy Osmanthus Flavor 50g,https://www.yamibuy.com/en/p/dragon-s-beard-candy-osmanthus-flavor-50g/1016080221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAO SHI LONG,$1.29,10,Dragon's Beard Candy Osmanthus Flavor 50g,,,10,China,4.5
Honey Loquat Almond Pear Flavored Candy 76g,https://www.yamibuy.com/en/p/prince-of-peace-honey-loquat-almond-pear-flavored-candy-76g/1030002411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PRINCE OF PEACE,$2.50,6,Honey Loquat Almond Pear Flavored Candy 76g,,,6,United States,4.8
Rock Candy Yellow Lump 454g,https://www.yamibuy.com/en/p/rock-candy-yellow-lump-454g/1148012171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SOUTH WORD BRAND,$2.79,5,Rock Candy Yellow Lump 454g,,,5,China,4.8
Dragon's Beard Candy Vanilla Flavor 50g,https://www.yamibuy.com/en/p/dragon-s-beard-candy-vanilla-flavor-50g/1016088951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAO SHI LONG,$1.29,8,Dragon's Beard Candy Vanilla Flavor 50g,,,8,China,3.6
NINJIOM Herbal Candy Apple Longan 60g,https://www.yamibuy.com/en/p/ninjiom-herbal-candy-apple-longan-60g/1030000791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NIN JIOM,$3.99,4,NINJIOM Herbal Candy Apple Longan 60g,,,4,Hong Kong,5
Sakura Soft Candy Jelly 140g,https://www.yamibuy.com/en/p/flower-festival-sakura-agar-jelly-140g/1018039251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SONGWAI,$3.69,,Sakura Soft Candy Jelly 140g,,,Be the first!,Japan,
Throat Refreshing Herbal Drops Candy Kumquat 10pcs,https://www.yamibuy.com/en/p/hachimitu-kumquat-throat-candy/1030038101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,$2.19,1,Throat Refreshing Herbal Drops Candy Kumquat 10pcs,,,Be the first!,Japan,5
Japanese Kit Kat Coffee Chocolate Wafer 12pc,https://www.yamibuy.com/en/p/kitkat-coffee-chocolate-wafer-12pc/1018046381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,$6.99,6,Japanese Kit Kat Coffee Chocolate Wafer 12pc,,,6,Japan,4.5
Amywana bath candy 4 grain gift set gold,https://www.yamibuy.com/en/p/amywana-bath-candy-4-grain-gift-set-gold/3025048481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GPP,$11.22,,Amywana bath candy 4 grain gift set gold,,,Be the first!,Japan,
RYUKAKUSAN Candy Herb flavour 80g,https://www.yamibuy.com/en/p/ryukakusan-candy-herb-flavour-80g/3030057031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RYUKAKUSAN,$3.89,1,RYUKAKUSAN Candy Herb flavour 80g,,,1,Japan,5
Bonbon Selection 256g,https://www.yamibuy.com/en/p/bonbon-selection-256g/1018047441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAMADA,,3,Bonbon Selection 256g,$29.99,$32.99,3,Japan,5
Japanese Sake selection bonbon-L 193g,https://www.yamibuy.com/en/p/japanese-sake-selection-bonbon-l-193g/1018047401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAMADA,,,Japanese Sake selection bonbon-L 193g,$29.99,$32.99,Be the first!,Japan,
Adult premium bonbon 88g,https://www.yamibuy.com/en/p/adult-premium-bonbon-88g/1018047431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAMADA,$14.99,2,Adult premium bonbon 88g,,,2,Japan,5
Japanese Kit Kat 10 Limited Flavor Wafer 25pc,https://www.yamibuy.com/en/p/10-limited-flavor-wafer-christmas-package-25pc/1018046311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,,Japanese Kit Kat 10 Limited Flavor Wafer 25pc,$69.99,$79.99,Be the first!,Japan,
Hollow Milk Chocolate and Hazelnut Ornament 125g,https://www.yamibuy.com/en/p/ferero/1018047121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FERRERO,$6.99,1,Hollow Milk Chocolate and Hazelnut Ornament 125g,,,1,Canada,5
Valentine's Day Chocolate Box Blue Box,https://www.yamibuy.com/en/p/chocolate-c7/1018048641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,$15.99,,Valentine's Day Chocolate Box Blue Box,,,Be the first!,Japan,
Chocolate Choco Ball Box Morinaga 29g,https://www.yamibuy.com/en/p/chocolate-choco-ball-box-morinaga-29g/1018047991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,,Chocolate Choco Ball Box Morinaga 29g,$0.65,$1.29,Be the first!,Japan,
Angege Chocolate Box,https://www.yamibuy.com/en/p/chocolate-i26/1018048631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,$56.99,1,Angege Chocolate Box,,,1,Japan,5
Japanese Kit Kat Mont Blanc Flavor 12pc 118g,https://www.yamibuy.com/en/p/kit-kat-mont-blanc-flavor-12pc-4-5oz/1018045731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,$6.99,3,Japanese Kit Kat Mont Blanc Flavor 12pc 118g,,,3,Japan,4
Japanese Chocolate Gift Box 20pc,https://www.yamibuy.com/en/p/japanese-chocolate-gift-box-20pc/1018046931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Morozoff,$18.99,,Japanese Chocolate Gift Box 20pc,,,Be the first!,Japan,
Gold Coin Milk Chocolate,https://www.yamibuy.com/en/p/gold-coin-milk-chocolate/1018046951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FrankFord,,,Gold Coin Milk Chocolate,$19.88,$22.99,Be the first!,United States,
Angege Chocolate Box,https://www.yamibuy.com/en/p/chocolate-e13/1018048621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,$29.99,,Angege Chocolate Box,,,Be the first!,Japan,
Assorted Chocolate Set 8 Pcs,https://www.yamibuy.com/en/p/assorted-chocolate-set-8-pcs/1018048741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARY'S,$25.99,,Assorted Chocolate Set 8 Pcs,,,Be the first!,Japan,
Jujube Volcanic Bean and Bean Fruit 195g,https://www.yamibuy.com/en/p/jujube-volcanic-bean-and-bean-fruit-195g/1018045971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,$25.99,2,Jujube Volcanic Bean and Bean Fruit 195g,,,2,Taiwan,5
Cola & Soda Flavor Gummy 88g,https://www.yamibuy.com/en/p/cola-soda-gummy-88g/1018047261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$3.49,,Cola & Soda Flavor Gummy 88g,,,Be the first!,Japan,
valentines Chocolate,https://www.yamibuy.com/en/p/chocolate-d10/1018048701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,$22.99,,valentines Chocolate,,,Be the first!,Japan,
Chocolate Hi Milk 26pc 4.23oz,https://www.yamibuy.com/en/p/meiji-chocolate-hi-milk-26pc/1018033791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$3.49,51,Chocolate Hi Milk 26pc 4.23oz,,,51,Japan,4.8
Fettuccine Gummy Kiwi Pulp Flavor 47g,https://www.yamibuy.com/en/p/fettuccine-gummy-kiwi-pulp-flavor-47g/1018047181,https://cdn.yamibuy.net/item/3f250aef03136c508f89ae0480da2ba7_684x684.webp,BOURBON,$0.79,1,Fettuccine Gummy Kiwi Pulp Flavor 47g,,,1,Japan,5
Cosmic Chocolate Box,https://www.yamibuy.com/en/p/chocolate-d8/1018048601,https://cdn.yamibuy.net/item/db86d81d0d2d1e6dc1afc3b899c52af4_684x684.webp,Goncharoff,$22.99,,Cosmic Chocolate Box,,,Be the first!,Japan,
Truffe Cafe Milk 57g,https://www.yamibuy.com/en/p/truffe-cafe-milk-57g/1018046531,https://cdn.yamibuy.net/item/6b775d1f87f7ac573987ed983bd15ac5_684x684.webp,BOURBON,$2.39,1,Truffe Cafe Milk 57g,,,1,Japan,2
Melody Chocolate Box,https://www.yamibuy.com/en/p/chocolate-a6/1018048681,https://cdn.yamibuy.net/item/ff8745bf7d78ba599107b9cfd3e8346a_684x684.webp,Goncharoff,,1,Melody Chocolate Box,$15.99,$16.99,1,Japan,3
Kuromi Chocolate Box,https://www.yamibuy.com/en/p/chocolate-b6/1018048671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,,,Kuromi Chocolate Box,$15.99,$16.99,Be the first!,Japan,
Freeze Dried Whole Strawberry in chocolate  Milk Flavor 60g,https://www.yamibuy.com/en/p/freeze-dried-whole-strawberry-in-chocolate-milk-flavor-60g/1018038141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TYS,$3.99,31,Freeze Dried Whole Strawberry in chocolate  Milk Flavor 60g,,,31,China,4.5
Bear Collection Chocolate 7 Pcs 35g,https://www.yamibuy.com/en/p/bear-collection-chocolate-7-pcs-35g/1018048761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARY'S,,1,Bear Collection Chocolate 7 Pcs 35g,$10.99,$11.99,1,Japan,5
Truffe Milk Canache 57g,https://www.yamibuy.com/en/p/truffe-milk-canache-57g/1018046521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,$2.39,1,Truffe Milk Canache 57g,,,1,Japan,5
Melody Chocolate Box,https://www.yamibuy.com/en/p/chocolate-c10/1018048611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,$22.99,1,Melody Chocolate Box,,,1,Japan,5
Ring Gummy 202g,https://www.yamibuy.com/en/p/ring-gummy-202g/1018047251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,$6.99,,Ring Gummy 202g,,,Be the first!,Japan,
Chocolate Gift Box,https://www.yamibuy.com/en/p/chocolate-h20/1018048691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,$43.99,,Chocolate Gift Box,,,Be the first!,Japan,
Toffee nougat zipper bag 400g,https://www.yamibuy.com/en/p/toffee-nougat-zipper-bag-400g/1018045951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,$36.99,2,Toffee nougat zipper bag 400g,,,2,Taiwan,5
French Nougat 250g,https://www.yamibuy.com/en/p/french-nougat-250g/1018045961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,$25.99,2,French Nougat 250g,,,2,Taiwan,5
Bear Collection Chocolate 21 Pcs 88g,https://www.yamibuy.com/en/p/bear-collection-chocolate-21-pcs-88g/1018048771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARY'S,$27.99,,Bear Collection Chocolate 21 Pcs 88g,,,Be the first!,Japan,
French nougat zipper bag 400g,https://www.yamibuy.com/en/p/french-nougat-zipper-bag-400g/1018045941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,$34.99,1,French nougat zipper bag 400g,,,1,Taiwan,5
Ghana & Crunky Share Pack 137g,https://www.yamibuy.com/en/p/ghana-crunky-share-pack-137g/1018047311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,$6.49,,Ghana & Crunky Share Pack 137g,,,Be the first!,Japan,
Blueberry Ramune 50g,https://www.yamibuy.com/en/p/blueberry-ramune-50g/1018040301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,$1.99,1,Blueberry Ramune 50g,,,1,Japan,5
Small Petit Chocolate Set Valentines Edition 9pcs,https://www.yamibuy.com/en/p/royce-small-petit-chocolate-set-valentines-edition-9pcs/1018037361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,$15.99,2,Small Petit Chocolate Set Valentines Edition 9pcs,,,2,Japan,5
Ghana Whip Vanilla 57g,https://www.yamibuy.com/en/p/ghana-whip-vanilla-57g/1018047321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Japan,,2,Ghana Whip Vanilla 57g,$1.39,$1.49,2,Japan,4.5
Dark Chocolate 120g,https://www.yamibuy.com/en/p/black-chocolate-120g/1018045411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$5.49,,Dark Chocolate 120g,,,Be the first!,Japan,
Hi Milk Chocolate 120g,https://www.yamibuy.com/en/p/hi-milk-chocolate-120g/1018045401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,$5.49,,Hi Milk Chocolate 120g,,,Be the first!,Japan,
Look Aoi Hoseki 40g,https://www.yamibuy.com/en/p/look-aoi-hoseki-40g/1018046571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,$3.19,3,Look Aoi Hoseki 40g,,,3,Japan,4.3
HI-CHEW BAG SODA POP RAMUNE & COLA 80g,https://www.yamibuy.com/en/p/hi-chew-bag-soda-pop-ramune-cola-80g/1018049281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,$1.99,,HI-CHEW BAG SODA POP RAMUNE & COLA 80g,,,Be the first!,Japan,
Look 3 White Lovers  43g,https://www.yamibuy.com/en/p/look-3-white-lovers-43g/1018046551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,$1.89,2,Look 3 White Lovers  43g,,,2,Japan,5
