Title,Title_link,brand-title,Price,comment-star__count,Headline,Field1,Field2,Field3
WANTWANT Hot Kid Shelly Senbei Seaweed Flavor 350g,https://www.yamibuy.com/en/p/wantwant-hot-kid-shelly-senbei-seaweed-flavor-350g/1017019381,WANT WANT,$6.29,2,WANTWANT Hot Kid Shelly Senbei Seaweed Flavor 350g,2,Taiwan,5
Potato Chips Seaweed Flavor 70g,https://www.yamibuy.com/en/p/lay-s-potato-chips-seaweed-flavor-70g/1017022731,Lay's,,2,Potato Chips Seaweed Flavor 70g,2,China,5
Lay's Seaweed Flavor 50g,https://www.yamibuy.com/en/p/lay-s-nori-seaweed-flavor-49g/1017041941,Lay's,,22,Lay's Seaweed Flavor 50g,22,,4.9
Japanese Seaweed Rice Crackers 160g,https://www.yamibuy.com/en/p/want-want-japanese-seaweed-rice-crackers-160g/1017000981,WANT WANT,$3.29,231,Japanese Seaweed Rice Crackers 160g,231,China,4.8
Seaweed Saltine Cracker 140g,https://www.yamibuy.com/en/p/zhongxiang-seaweed-soda-cracker/1016000391,ZHONGXIANG,$2.59,15,Seaweed Saltine Cracker 140g,15,Taiwan,4.7
Hyal Cactus+Resurrection Plant+Seaweed Mask Nutri 11 Sheets +100ml,https://www.yamibuy.com/en/p/jm-solution-hyal-cactus-resurrection-plant-seaweed-mask-nutri-11-sheets-100ml/1127042761,JMsolution,,20,Hyal Cactus+Resurrection Plant+Seaweed Mask Nutri 11 Sheets +100ml,20,,5
LONELY GOD Japanese Seaweed Flavor Potato Twists 70g,https://www.yamibuy.com/en/p/want-want-lonely-god-japanese-seaweed-flavor-potato-twists-70g/1017007881,WANT WANT,$2.29,52,LONELY GOD Japanese Seaweed Flavor Potato Twists 70g,52,China,4.3
LONELY GOD Japanese Seaweed Flavor Potato Twists 42g,https://www.yamibuy.com/en/p/lonely-god-japanese-seaweed-flavor-potato-twists-42g/1017002361,WANT WANT,$1.49,112,LONELY GOD Japanese Seaweed Flavor Potato Twists 42g,112,Taiwan,4.5
Spicy Seaweed 80g,https://www.yamibuy.com/en/p/maladuona-spicy-seaweed-80g/1147002851,MALADUONA,,111,Spicy Seaweed 80g,111,,4.4
Seaweed Flavor Mini-Fried Dough Twist 100g,https://www.yamibuy.com/en/p/zhongwang-seaweed-flavor-mini-fried-dough-twist-100g/1017005451,ZHONGWANG,$1.79,55,Seaweed Flavor Mini-Fried Dough Twist 100g,55,,4.6
"Japanese Baked Cake Seaweed Flavor, 1PC",https://www.yamibuy.com/en/p/moranca-little-white-heart-japanese-baked-cake-pork-floss-flavor-2kg/1016077021,Moranca,$2.09,30,"Japanese Baked Cake Seaweed Flavor, 1PC",30,,4.7
Seaweed Knots Spicy Flavor 218g,https://www.yamibuy.com/en/p/seaweed-knots-spicy-flavor-218g/1147009601,DONGDONG,$3.49,22,Seaweed Knots Spicy Flavor 218g,22,,4.6
Japanese Seaweed Rice Cracker Family Size 450g,https://www.yamibuy.com/en/p/want-want-japanese-seaweed-rice-cracker-family-size-450g/1017001021,WANT WANT,$8.59,85,Japanese Seaweed Rice Cracker Family Size 450g,85,China,4.8
The Stone Pancakes Seaweed flavor 100g,https://www.yamibuy.com/en/p/the-stone-pancakes-seaweed-flavor-100g/1016080111,Red Gulin,,10,The Stone Pancakes Seaweed flavor 100g,10,Seaweed Flavor,4.7
French Fries Lake's Salt and Seaweed Flavor 90g,https://www.yamibuy.com/en/p/pop-smile-french-fries-lake-s-salt-and-seaweed-flavor-90g/1017030661,POP-SMILE,$2.49,11,French Fries Lake's Salt and Seaweed Flavor 90g,11,,4.5
Rice Crackers Seaweed 43g,https://www.yamibuy.com/en/p/oh-ma-grain-rice-crackers-seaweed-43g/1017029091,OH MA GRAIN,$1.09,8,Rice Crackers Seaweed 43g,8,Seaweed Flavor,4.4
"Flavored Broad Bean Seaweed, 500g",https://www.yamibuy.com/en/p/flavored-broad-bean-seaweed/1017035431,DIEHUAPAI,$4.79,6,"Flavored Broad Bean Seaweed, 500g",6,,4.7
Seaweed Soup Delicious Mi-Yok Guk 18g,https://www.yamibuy.com/en/p/ottogi-delicious-seaweed-soup-18g/1021003041,OTTOGI,$3.49,243,Seaweed Soup Delicious Mi-Yok Guk 18g,243,,4.8
Seaweed Crispy Biscuit 98g,https://www.yamibuy.com/en/p/a-po-seaweed-crispy-biscuit-500g/1016079791,DOCIM,,4,Seaweed Crispy Biscuit 98g,4,Seaweed Flavor,4.5
Potato Chips Seaweed Flavor 318g,https://www.yamibuy.com/en/p/lz-potato-chips-seaweed-flavor/1017026901,LZ,$6.59,7,Potato Chips Seaweed Flavor 318g,7,China,3.1
Peanut Toffee Seaweed 270g,https://www.yamibuy.com/en/p/lung-ching-peanut-toffee-seaweed-270g/1018031051,LUNG CHING,$5.99,,Peanut Toffee Seaweed 270g,Be the first!,Seaweed Flavor,
Brine Seaweed 700g,https://www.yamibuy.com/en/p/koushuiwa-brine-seaweed-700g/1021028061,KOUSHUIWA,$6.99,32,Brine Seaweed 700g,32,China,4.5
Koreabob Seaweed 40g,https://www.yamibuy.com/en/p/orion-koreabob-seaweed-40g/1016004331,ORION,$0.99,121,Koreabob Seaweed 40g,121,Korea,4.8
Salty Seaweed Flavor Mini-Fried Dough Twist 130g,https://www.yamibuy.com/en/p/zhongwang-salty-seaweed-flavor-mini-fried-dough-twist-130g/1017005701,ZHONGWANG,$1.69,70,Salty Seaweed Flavor Mini-Fried Dough Twist 130g,70,China,4.6
HIKARI MISO Enjuku Instant Miso Soup Wakame Seaweed 5.5oz,https://www.yamibuy.com/en/p/hikari-miso-enjuku-instant-miso-soup-wakame-seaweed-8pcs/1021008051,HIKARIMISO,$3.69,24,HIKARI MISO Enjuku Instant Miso Soup Wakame Seaweed 5.5oz,24,Japan,4.8
Instant Wakame Seaweed Soup 18g,https://www.yamibuy.com/en/p/kikkoman-wakame-seaweed-soup-18g/1147004511,KIKKOMAN,$2.99,3,Instant Wakame Seaweed Soup 18g,3,,5
Prince Noodle Seaweed Flavor 20packs,https://www.yamibuy.com/en/p/ve-wong-prince-noodle-seaweed-flavor-20packs/1017000561,VE WONG,$3.49,29,Prince Noodle Seaweed Flavor 20packs,29,Taiwan,4.8
Seaweed Crispy Seaweed Ramen  Chicken Flavor 360g 4Packs,https://www.yamibuy.com/en/p/tao-kae-noi-seaweed-crispy-seaweed-ramen-chicken-flavor-360g-4packs/1021059441,TAO KAE NOI,,33,Seaweed Crispy Seaweed Ramen  Chicken Flavor 360g 4Packs,33,Thailand,4.4
Mix Nori Seaweed Biscuit Sticks 60g,https://www.yamibuy.com/en/p/vfoods-mix-nori-seaweed-biscuit-sticks-60g/1017024891,VFOODS,,30,Mix Nori Seaweed Biscuit Sticks 60g,30,Thailand,4.3
Dried Seaweed Crisp Knot Spicy Flavor 160g,https://www.yamibuy.com/en/p/honlife-dried-seaweed-crisp-knot-spicy-flavor-160g/1147005051,HONLIFE,$3.29,28,Dried Seaweed Crisp Knot Spicy Flavor 160g,28,,4.7
GuoKui Seaweed Biscuit 70g,https://www.yamibuy.com/en/p/guokui-seaweed-biscuit-120g/1016094061,Agan,$5.99,,GuoKui Seaweed Biscuit 70g,Be the first!,,
ENLIEN Small Twist Seaweed Flavor 135g,https://www.yamibuy.com/en/p/enlien-small-twist-seaweed-135g/1017032971,EASE TASTE,$2.29,18,ENLIEN Small Twist Seaweed Flavor 135g,18,Seaweed Flavor,4.5
Seaweed with Pepper 80g,https://www.yamibuy.com/en/p/caihuaxiang-seaweed-with-pepper-80g/1021019101,CAIHUAXIANG,$0.79,22,Seaweed with Pepper 80g,22,Non-organic,3.9
Sour Noodle Soup with Seaweed and Shrimp 108g,https://www.yamibuy.com/en/p/gudasao-sour-noodle-soup-with-seaweed-and-shrimp-108g/1021078421,gudasao,$2.39,4,Sour Noodle Soup with Seaweed and Shrimp 108g,4,,3.8
Koloko Pea Crackers Seaweed Flavor 140g,https://www.yamibuy.com/en/p/koloko-pea-crackers-seaweed/1017028801,LIANHWA,,7,Koloko Pea Crackers Seaweed Flavor 140g,7,Nori,4.4
Seaweed Noodle Soup 45g,https://www.yamibuy.com/en/p/guangyou-seaweed-noodle-soup-45g/1021005451,GUANGYOU,$1.39,22,Seaweed Noodle Soup 45g,22,,4
"Baby Toddler DHA Teether Snack Seaweed Flavored Cracker, 12M+",https://www.yamibuy.com/en/p/baby-toddler-dha-teether-snack-seaweed-flavored-cracker-12m/1027032201,WAKODO,,,"Baby Toddler DHA Teether Snack Seaweed Flavored Cracker, 12M+",Be the first!,,
Riken Seaweed Soup Ramen,https://www.yamibuy.com/en/p/riken-seaweed-soup-ramen/1021084581,SANYO FOODS,$2.99,,Riken Seaweed Soup Ramen,Be the first!,,
PANPAN Seaweed Crunch Chicken Flavor 105g,https://www.yamibuy.com/en/p/panpan-seaweed-crunch-chicken-flavor-105g/1017008601,ASIA FOODS,,80,PANPAN Seaweed Crunch Chicken Flavor 105g,80,China,4.7
Taiwan Seaweed Soup 40g 5 Packets,https://www.yamibuy.com/en/p/haifusheng-taiwan-seaweed-soup-40g/1149001381,HAIFUSHENG,,22,Taiwan Seaweed Soup 40g 5 Packets,22,,4.6
MDQ-Toasted Bread Slice seaweed Flavor 185g,https://www.yamibuy.com/en/p/mdq-toasted-bread-slice-seaweed-flavor-185g/1016058561,MIDUOQI,,29,MDQ-Toasted Bread Slice seaweed Flavor 185g,29,,4.9
Pickled Pepper and Seaweed 60g,https://www.yamibuy.com/en/p/weijute-pickled-pepper-and-seaweed-60g/1021008701,WEIJUTE,$0.59,29,Pickled Pepper and Seaweed 60g,29,China,4.6
HIBI Seaweed Soy Sauce Rice Cracker 45g,https://www.yamibuy.com/en/p/hibi-japanese-seaweed-soy-sauce-rice-cracker-45g/1017000271,Japanese,$4.19,33,HIBI Seaweed Soy Sauce Rice Cracker 45g,Be the first!,Japan,4.5
BIBIGO SEAWEED SOUP 500g,https://www.yamibuy.com/en/p/bibigo-seaweed-soup-500g/1021037641,CHE IL JEDANG,,2,BIBIGO SEAWEED SOUP 500g,2,,4
LIOUCIOU FU WEI Handmade Twisted Roll Seaweed Flavor 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-seaweed-flavor-200g/1017009831,LIOUCIOUFUWEI,$3.89,14,LIOUCIOU FU WEI Handmade Twisted Roll Seaweed Flavor 200g,14,Taiwan,4.8
Seaweed Crisp Bamboo Shoots Spicy Flavor 160g,https://www.yamibuy.com/en/p/bestore-seaweed-crisp-bamboo-shoots-spicy-flavor-160g/1019021241,BESTORE,$3.49,16,Seaweed Crisp Bamboo Shoots Spicy Flavor 160g,16,China,4.6
Lay's-Potato Chips(Roasted seaweed) 104g x 24cans/cs,https://www.yamibuy.com/en/p/lay-s-potato-chips-roasted-seaweed-104g-x-24cans-cs/1017042981,Lay's,$3.99,2,Lay's-Potato Chips(Roasted seaweed) 104g x 24cans/cs,2,,4.5
TK FOOD Seaweed Thousand Layers Cookies 120g,https://www.yamibuy.com/en/p/tk-food-seaweed-thousand-layers-cookies-120g/1016002351,TKFOOD,$1.59,16,TK FOOD Seaweed Thousand Layers Cookies 120g,16,Taiwan,3.7
【Value Pack】MIX Biscuit Sticks Original Flavor 75g*2+Seaweed Flavor 75g*2+Bacon 75g*2,https://www.yamibuy.com/en/p/value-pack-vfoods-mix-biscuit-sticks-original-flavor-75g-2-seaweed-flavor-75g-2-bacon-75g-2/1017034181,VFOODS,,7,【Value Pack】MIX Biscuit Sticks Original Flavor 75g*2+Seaweed Flavor 75g*2+Bacon 75g*2,Be the first!,Thailand,4.7
Chinese Dough Twist Seaweed Flavor 280g,https://www.yamibuy.com/en/p/wolong-chinese-dough-twist-seaweed-flavor-280g/1017028641,WOLONG,,20,Chinese Dough Twist Seaweed Flavor 280g,20,Seaweed Flavor 280g,4.8
Potato Chips Seaweed Flavor 65g,https://www.yamibuy.com/en/p/natural-flavor-seaweed-flavor-65g/1017040071,Lay's,$2.29,14,Potato Chips Seaweed Flavor 65g,14,,4.7
Japanese Style Crackers Seaweed Flavor 50g,https://www.yamibuy.com/en/p/oishi-japanese-style-crackers-seaweed-flavor-50g/1017014041,OISHI,$1.59,2,Japanese Style Crackers Seaweed Flavor 50g,2,China,5
Twist Seaweed Flavor 160g,https://www.yamibuy.com/en/p/chenji-fine-twist-160g/1017034401,CHENJIWANGFU,$1.99,8,Twist Seaweed Flavor 160g,8,,4.9
Mushroom Crisp Seaweed Flavor 40g,https://www.yamibuy.com/en/p/guziguzi-mushroom-crisp-seaweed-flavor-40g/1016042751,GUZIGUZI,$3.69,8,Mushroom Crisp Seaweed Flavor 40g,8,China,4.9
Seaweed Soup With Seafood Flavor 62g,https://www.yamibuy.com/en/p/ayibo-seaweed-soup-with-seafood-flavor-62g/1147006441,AYIBO,,2,Seaweed Soup With Seafood Flavor 62g,2,,5
Seaweed with Red Chili 80g,https://www.yamibuy.com/en/p/caihuaxiang-seaweed-with-red-chili-80g/1021019111,CAIHUAXIANG,$0.79,16,Seaweed with Red Chili 80g,16,China,4.3
Petit Chips Seaweed Flavor 54g,https://www.yamibuy.com/en/p/petit-chips-seaweed-54g/1017039121,BOURBON,$1.69,1,Petit Chips Seaweed Flavor 54g,1,,5
Pop-Rice-Garlic Seaweed 50g,https://www.yamibuy.com/en/p/pop-rice-garlic-seaweed-50g/1017027871,NATURAL,$1.49,6,Pop-Rice-Garlic Seaweed 50g,6,,3.2
Sour Noodle Soup-Seaweed and Shrimp 110g,https://www.yamibuy.com/en/p/sour-noodle-soup-seaweed-and-shrimp-110g/1021082931,HESAI,$2.39,4,Sour Noodle Soup-Seaweed and Shrimp 110g,4,,5
【Value Set】Wheat Gluten Barbecue Flavor 80g*3+Spicy Flavor 80g*3+Spicy Seaweed 80g*3,https://www.yamibuy.com/en/p/value-set-maladuona-wheat-gluten-barbecue-flavor-80g-3-spicy-flavor-80g-3-spicy-seaweed-80g-3/1019055051,MALADUONA,,9,【Value Set】Wheat Gluten Barbecue Flavor 80g*3+Spicy Flavor 80g*3+Spicy Seaweed 80g*3,9,,3.6
KANGSHIFU Crispy Biscuit Toll(Seaweed) 384g,https://www.yamibuy.com/en/p/kangshifu-crispy-biscuit-toll-seaweed-384g/1017005641,MASTER KONG,$9.59,8,KANGSHIFU Crispy Biscuit Toll(Seaweed) 384g,8,,5
Ban Mee Noodle Kelp Seaweed 530g,https://www.yamibuy.com/en/p/mei-heong-yuen-ban-mee-kelp-seaweed-530g/1021068021,MEI HEONG YUEN,$4.99,4,Ban Mee Noodle Kelp Seaweed 530g,4,,3.8
Dried Mushroom Seaweed Flavor 50g,https://www.yamibuy.com/en/p/guxiangguxiang-dried-mushroom-seaweed-flavor-50g/1019045491,GuXiangGuXiang,$5.99,4,Dried Mushroom Seaweed Flavor 50g,4,Seaweed Flavor,4.5
【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,https://www.yamibuy.com/en/p/rice-cake-with-fish-cake-seaweed-roll-360g/1149011701,PMO,$5.99,,【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,Be the first!,,
XIAOWANGZ Rice Cracker (Seaweed Flavor) 308g,https://www.yamibuy.com/en/p/xiaowangz-rice-cracker-seaweed-flavor-308g/1017030781,XIAOWANGZI,$4.79,3,XIAOWANGZ Rice Cracker (Seaweed Flavor) 308g,3,,3
Spicy Seaweed 28g*20pcs,https://www.yamibuy.com/en/p/budaishixiong-spicy-seaweed-28g-20pcs/1021055931,BUDAISHIXIONG,$6.49,4,Spicy Seaweed 28g*20pcs,4,China,4
Seasoned Seaweed 3pk,https://www.yamibuy.com/en/p/sura-seasoned-seaweed-3pk/1148007081,SURA,$1.39,1,Seasoned Seaweed 3pk,1,,5
Seaweed Fish Pastry 144g,https://www.yamibuy.com/en/p/caiyu-crisp-seaweed-fish-144g/1016077341,SHENG ZU,$14.99,,Seaweed Fish Pastry 144g,Be the first!,,
Koreabob Seaweed 160g,https://www.yamibuy.com/en/p/orion-koreabob-seaweed-160g/1017013661,ORION,$3.59,26,Koreabob Seaweed 160g,26,Korea,4.8
Dried Seaweed Knot 200g,https://www.yamibuy.com/en/p/dried-seaweed-knot-200g/1147007321,CHANZUIBA,$3.14,2,Dried Seaweed Knot 200g,2,,5
Shelly Senbei Rice Crackers Seaweed 160g,https://www.yamibuy.com/en/p/want-want-hot-kid-shelly-senbei-rice-crackers-teriyaki-150g/1017022331,WANT WANT,,47,Shelly Senbei Rice Crackers Seaweed 160g,47,Seaweed 150g,4.8
Limited Seaweed Soda Cracker 310g,https://www.yamibuy.com/en/p/zhongxiang-limited-seaweed-soda-cracker-310g/1016000401,ZHONGXIANG,$5.29,49,Limited Seaweed Soda Cracker 310g,49,Taiwan,4.6
Seaweed Crispy Seaweed Ramen Creamy Tom Yum Goong Flavor  360g 4Packs,https://www.yamibuy.com/en/p/tao-kae-noi-seaweed-crispy-seaweed-ramen-creamy-tom-yum-goong-flavor-360g-4packs/1021059451,TAO KAE NOI,,42,Seaweed Crispy Seaweed Ramen Creamy Tom Yum Goong Flavor  360g 4Packs,42,Thailand,4.8
Seaweed Rice Cracker 102g,https://www.yamibuy.com/en/p/want-want-seaweed-rice-cracker-102g/1017011231,WANT WANT,$2.59,27,Seaweed Rice Cracker 102g,27,China,4.8
Dried Seaweed Crisp Hot and Sour Flavor 160g,https://www.yamibuy.com/en/p/honlife-dried-seaweed-crisp-hot-and-sour-flavor-160g/1147005061,HONLIFE,$2.99,41,Dried Seaweed Crisp Hot and Sour Flavor 160g,41,,4.7
Dried Seaweed Crisp Spicy Flavor 160g,https://www.yamibuy.com/en/p/honlife-dried-seaweed-crisp-spicy-flavor-160g/1147005041,HONLIFE,$3.29,30,Dried Seaweed Crisp Spicy Flavor 160g,30,,4.7
ZHONHGWANG Seaweed Flavor a Crisp Dough Twist 512g,https://www.yamibuy.com/en/p/zhonhgwang-seaweed-flavor-a-crisp-dough-twist-512g/1017018411,ZHONGWANG,$6.79,25,ZHONHGWANG Seaweed Flavor a Crisp Dough Twist 512g,25,China,4.5
Multigrain Fruit Seaweed Flavor 160g,https://www.yamibuy.com/en/p/milaotou-multigrain-fruit-seaweed-flavor-160g/1017031591,MILAOTOU,$2.99,22,Multigrain Fruit Seaweed Flavor 160g,22,,4.9
COOKIE Seaweed 400g,https://www.yamibuy.com/en/p/pacific-cookie-seaweed-400g/1016002601,PACIFIC,$4.69,12,COOKIE Seaweed 400g,12,China,4.1
Seaweed Flavor Craker 300g,https://www.yamibuy.com/en/p/bestore-seaweed-flavor-craker-300g/1016048421,BESTORE,$4.99,2,Seaweed Flavor Craker 300g,2,Seaweed Flavor,5
Rice Stick Seaweed Flavor 300g,https://www.yamibuy.com/en/p/super-power-stick-seaweed-300g/1017037971,OTHER BRANDS,$3.99,6,Rice Stick Seaweed Flavor 300g,6,,4.8
Potato Chips Seaweed Flavor 80g,https://www.yamibuy.com/en/p/pop-smile-potato-chips-seaweed-flavour-80g/1017030641,POP-SMILE,,8,Potato Chips Seaweed Flavor 80g,8,,3.9
Seaweed Flavored Cashew Nuts 45g,https://www.yamibuy.com/en/p/seaweed-flavored-cashew-nuts-45g/1019071391,yifen,$2.99,1,Seaweed Flavored Cashew Nuts 45g,1,,5
Rice Cracker Seaweed Flavor 99g,https://www.yamibuy.com/en/p/rice-cracker-seaweed-bakauke-aonori-99g/1017039091,KURIYAMA AJIMURASAKI,$3.99,1,Rice Cracker Seaweed Flavor 99g,1,,4
HongKong Style Fish Ball Spicy Flavor 90g,https://www.yamibuy.com/en/p/szgy-hongkong-style-fish-ball-spicy-90g-x-24bags-cs/1019076731,Shi Zai Guo Yin,$3.29,11,HongKong Style Fish Ball Spicy Flavor 90g,11,,4.9
Fishsnack Spicy Flavor Think 56.7g,https://www.yamibuy.com/en/p/north-sea-fishsnack-spicy-flavor-think-56-7g/1019027181,NORTH SEA,$2.69,16,Fishsnack Spicy Flavor Think 56.7g,16,China,4.8
Cheese In Kamaboko (Fish Cake) Chili 256g,https://www.yamibuy.com/en/p/cheese-in-kamaboko-chili-256g/1019077981,NATORI,,,Cheese In Kamaboko (Fish Cake) Chili 256g,Be the first!,,
"Little Fish Spicy Flavor, 5.29 oz",https://www.yamibuy.com/en/p/weilong-spicy-fish-spicy-snacks-in-hunan-150g/1019020281,WEILONG,,466,"Little Fish Spicy Flavor, 5.29 oz",466,China,4.7
Kimchi Chigae Tuna 150g,https://www.yamibuy.com/en/p/ottogi-kimchi-chigae-tuna-150g/1019008911,OTTOGI,,89,Kimchi Chigae Tuna 150g,89,Korea,4.6
Cheese Kamaboko 256g,https://www.yamibuy.com/en/p/cheese-kamaboko-256g/1019077971,NATORI,,,Cheese Kamaboko 256g,Be the first!,,
"Dried Squid Snack Spicy Flavor, 20g",https://www.yamibuy.com/en/p/bento-dried-squid-sweet-spicy-flavor-20g/1019010201,BENTO,$1.99,251,"Dried Squid Snack Spicy Flavor, 20g",251,Thailand,4.6
Roasted Pollock Fillets 170g,https://www.yamibuy.com/en/p/simply-seafoods-roasted-pollock-fillets-170g/1019030761,SIMPLY SEAFOODS,$8.49,80,Roasted Pollock Fillets 170g,80,China,4.5
YES SIR Crispy dried Shrimp-Hot spicy 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-shrimp-hot-spicy-25g/1019047611,XIAXIANSHENG,$4.39,24,YES SIR Crispy dried Shrimp-Hot spicy 25g,24,SICHUAN HOT-Spicy Flavor,4.6
TENGXIN FOODS Srab Sticker Crabmeat Flavor 300g,https://www.yamibuy.com/en/p/tengxin-foods-srab-sticker-crabmeat-flavor-240g/1019010301,HAIXIN,$6.89,80,TENGXIN FOODS Srab Sticker Crabmeat Flavor 300g,80,China,4.1
Fish Sausage With Cheese 90g,https://www.yamibuy.com/en/p/jayone-fish-meat-sausage-with-cheese-90g/1019013921,JAYONE,$2.29,416,Fish Sausage With Cheese 90g,416,Korea,4.4
Dried Squid Spicy Larb Flavor 20g,https://www.yamibuy.com/en/p/bento-squid-snack-spicy-larb-19g/1019056981,BENTO,$1.99,3,Dried Squid Spicy Larb Flavor 20g,3,,4.3
Deep-ocean Little Fish Sweet & Sour 48g,https://www.yamibuy.com/en/p/deep-ocean-little-fish-sweet-sour-48g/1019062901,JINZAI,,30,Deep-ocean Little Fish Sweet & Sour 48g,30,Sweet and Sour,4.6
Marinated Fish Pepper Flavor 240g,https://www.yamibuy.com/en/p/dongdong-marinated-fish-pepper-flavor-240g/1019026011,DONGDONG,$5.69,36,Marinated Fish Pepper Flavor 240g,36,China,4.7
Fried Salmon Fish Skin Spicy 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-spicy-100g/1019056141,FEILONG,$4.69,16,Fried Salmon Fish Skin Spicy 100g,16,Spicy Flavor,4.6
Dried Fish (Iwashikko) 37g,https://www.yamibuy.com/en/p/izumiya-dried-fish-iwashikko-37g/1019047331,IZUMIYA,$4.99,8,Dried Fish (Iwashikko) 37g,8,,4.6
Deep-ocean Little Fish Spicy 50g,https://www.yamibuy.com/en/p/deep-ocean-little-fish-spicy-50g/1019062871,JINZAI,$1.99,18,Deep-ocean Little Fish Spicy 50g,18,Spicy Flavor,4.7
Abalone in Scallop Sauce 260g,https://www.yamibuy.com/en/p/yuho-abalone-in-scallop-sauce-260g/1019056721,YUHO,,8,Abalone in Scallop Sauce 260g,8,,4.8
Marinated Fish Hot Salted Flavor 240g,https://www.yamibuy.com/en/p/dongdong-marinated-fish-hot-salted-flavor-240g/1019042261,DONGDONG,$5.69,22,Marinated Fish Hot Salted Flavor 240g,22,China,4.6
Dried Shredded Cod with Black Sesame 180g,https://www.yamibuy.com/en/p/dried-shredded-cod-with-black-sesame-180g/1019066431,DONGGANG,$10.99,,Dried Shredded Cod with Black Sesame 180g,Be the first!,,
SHANGHAI Smoked Fish Original Flavor 250g,https://www.yamibuy.com/en/p/shanghai-smoked-fish-original-flavor-250g/1019033711,LAO DU AGRICULTURE,$9.99,3,SHANGHAI Smoked Fish Original Flavor 250g,3,China,4.7
LXS Dried Spicy Squid Larvae 230g,https://www.yamibuy.com/en/p/lxs-dried-spicy-squid-larvae-230g/1019044601,LAOXIANSHENG,$11.59,22,LXS Dried Spicy Squid Larvae 230g,22,China,4.7
TENGXIN Crab Roll BBQ Flavor 360g,https://www.yamibuy.com/en/p/tengxin-crab-roll-bbq-flavor-360g/1019012141,HAIXIN,$5.99,31,TENGXIN Crab Roll BBQ Flavor 360g,31,China,4.1
Crispy Fried Fish Spicy Flavor 120g,https://www.yamibuy.com/en/p/bestore-fish-larvae-spicy-120g/1019015631,BESTORE,$4.89,21,Crispy Fried Fish Spicy Flavor 120g,21,China,4.1
LYF Crispy yellow croaker 125g,https://www.yamibuy.com/en/p/lyf-crispy-yellow-croaker-125g/1019047581,yifen,$3.99,12,LYF Crispy yellow croaker 125g,12,,3.8
LXS Dried Squid Shreds 68g,https://www.yamibuy.com/en/p/lxs-dried-squid-shreds-68g/1019044571,LAOXIANSHENG,$2.39,14,LXS Dried Squid Shreds 68g,14,China,4.7
ZHUAYUDEMAO Spicy Fish Snack (Tempeh) 80g,https://www.yamibuy.com/en/p/zhuayudemao-spicy-fish-snack-tempeh-80g/1019011001,DUO YOU DUO,$2.89,20,ZHUAYUDEMAO Spicy Fish Snack (Tempeh) 80g,20,China,4.3
HONG KONG UNCHI Fish Skin Chips Salted Egg Yolk Flavor 50g,https://www.yamibuy.com/en/p/item/1019047721,Hong Kong Un Chi,$5.79,24,HONG KONG UNCHI Fish Skin Chips Salted Egg Yolk Flavor 50g,24,Salted Egg Yolk Flavor,3.7
Stir Fried Marlin Fish Floss 250g,https://www.yamibuy.com/en/p/chien-jung-foods-stir-fried-marlin-fish-floss-250g/1019010211,CHIEN JUNG FOODS,$8.99,11,Stir Fried Marlin Fish Floss 250g,11,Taiwan,4.9
ROFEEL VIKE Little Yellow Croaker Hot 320g,https://www.yamibuy.com/en/p/rofeel-vike-little-yellow-croaker-hot-320g/1019012871,乐惠ROFEEL,$5.89,19,ROFEEL VIKE Little Yellow Croaker Hot 320g,19,China,4.7
Boss Shrimp Spiced Salt 18g,https://www.yamibuy.com/en/p/xiangzaibian-boss-shrimp-spiced-salt-18g/1019011761,XIANGZAIBIAN,$4.49,23,Boss Shrimp Spiced Salt 18g,23,Taiwan,4.1
HUAWEN Spiced Fish Snack Fermented Soybean Flavor 240g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-fermented-soybean-flavor-240g/1019013691,HUA WEN FOOD,$6.89,19,HUAWEN Spiced Fish Snack Fermented Soybean Flavor 240g,19,China,4.1
Laver Mustard Flavor 50bags,https://www.yamibuy.com/en/p/four-seas-laver-mustard-flavor-50bags/1019048421,Four Seas,,9,Laver Mustard Flavor 50bags,9,,5
Fish Ball -Spicy 100g,https://www.yamibuy.com/en/p/bestore-fish-ball-spicy-100g/1019015501,BESTORE,$3.49,7,Fish Ball -Spicy 100g,7,China,3.6
Canned Fresh Dace 184g,https://www.yamibuy.com/en/p/eagle-coin-canned-gold-metal-fresh-dace-184g/1019008621,EAGLE COIN,$4.59,13,Canned Fresh Dace 184g,13,China,3.8
Fish and Chesse Sausage Stick 3 each 81g,https://www.yamibuy.com/en/p/che-il-jedang-fish-and-chesse-sausage-stick-3-each-81g/1019022831,CHE IL JEDANG,$1.99,13,Fish and Chesse Sausage Stick 3 each 81g,13,Korea,3.8
Squid Hot Chicken Flavor 40g,https://www.yamibuy.com/en/p/samyang-squid-hot-chicken-flavor-40g/1019034501,SAMYANG,$3.29,6,Squid Hot Chicken Flavor 40g,6,Korea,4.5
Yesso Scallop Garlic100g,https://www.yamibuy.com/en/p/bestore-yesso-scallop-garlic100g/1019026531,BESTORE,,12,Yesso Scallop Garlic100g,12,China,4.2
