Product_Name,Brand,Option,Price,Reviews,Origin,Rate,Platform,Category
LianCheng Taro Chips-Salt 90g,Liancheng,No,7.99,0,Taiwan,4.0,Yami,Mochi
JIKAKU Red Bean Jelly -Matcha Flavor 150g,SUGIMOTOYA,No,2.49,20,Japan,4.0,Yami,Mochi
Strawberry Chewy Cookie Cubes,Yu Cake,6 Options,0.00,11,United States,4.8,Yami,Mochi
Chewy Cubes Hazelnut Choco Flavor,Yu Cake,6 Options,0.00,8,United States,4.9,Yami,Mochi
【Tea Meets Dessert】Green Tea 500ml+Osmanthus Flavor Rice Cake,OTHER BRANDS,No,0.00,0,Unclear,0.0,Yami,Mochi
Snowflakes Pastry Strawberry Flavor 180g,YO MAN,3 Options,3.99,1,Mainland China,5.0,Yami,Mochi
Egg Yolk Puff With Lotus Seed Paste,ONETANG,4 Options,9.99,2,Mainland China,5.0,Yami,Mochi
Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,MIGUDUO,No,3.99,4,Mainland China,3.2,Yami,Mochi
Red Bean Pastry Matcha Flavor 110g,IMURAYA,No,2.29,1,Japan,5.0,Yami,Mochi
Boba Milk Tea Pastry 1pc 58g,Quzile,No,2.69,19,Mainland China,4.5,Yami,Mochi
Slightly Hot Hills Pineapple Cake Oolong Tea Gift Box (2021 New Year Gift Box),SunnyHills,No,79.99,2,Taiwan,5.0,Yami,Mochi
Matcha Pineapple Cake 600g,Kaonuxu,8 Options,59.99,1,Taiwan,3.0,Yami,Mochi
"Mixed Flavor Pineapple Value Set (Pineapple*8 Biscuits*8Tea*4), 715g",Kaonuxu,8 Options,69.99,0,Taiwan,0.0,Yami,Mochi
Apple Cake 500g,SunnyHills,3 Options,43.99,1,Taiwan,5.0,Yami,Mochi
Pineapple Cake 500g,SunnyHills,3 Options,39.99,11,Taiwan,5.0,Yami,Mochi
Taiwan Red Quinoa Walnut Cake 252g,DJULIS,No,17.99,1,Taiwan,5.0,Yami,Mochi
Taiwan Pineapple Cake  150g,CHING TSE,No,10.99,7,Taiwan,5.0,Yami,Mochi
MITIAOXING Sachima Sesame Flavor 468g,MITIAOXIONG,No,3.49,9,Mainland China,4.0,Yami,Mochi
Sachima Grape Flavor 468g,MITIAOXIONG,No,3.49,8,Mainland China,4.8,Yami,Mochi
Kumquat Crackers gift box 26g*12,Fu Yishan,No,0.00,2,Taiwan,4.0,Yami,Mochi
Taiwan Banana Pastry Gift 50g*6,GOBUYCAKE,3 Options,0.00,4,Taiwan,5.0,Yami,Mochi
Biscuits BBQ Flavor 85g,MASTER KONG,No,1.49,12,Mainland China,4.5,Yami,Mochi
Sun Cake 5pcs 190g,CHEN YUN PAO CHUAN,9 Options,8.99,145,Taiwan,4.8,Yami,Mochi
Handmade Caramel Treat Nori Flavor 100g,CHING TSE,3 Options,11.99,5,Taiwan,4.6,Yami,Mochi
Durian Cake 250g,BAMBOO HOUSE,No,3.99,16,Taiwan,4.1,Yami,Mochi
Vegetable Biscuits 150g,SMILE SUN,5 Options,2.09,5,Taiwan,4.6,Yami,Mochi
High fiber biscuits 150g,SMILE SUN,5 Options,2.09,7,Taiwan,4.7,Yami,Mochi
Melon cake 200g,SMILE SUN,3 Options,2.99,0,Taiwan,0.0,Yami,Mochi
Unsweetened Pineapple Cake 150g,BAMBOO HOUSE,No,3.79,28,Taiwan,4.5,Yami,Mochi
Tarot Cake 300g,BAMBOO HOUSE,No,4.29,18,Taiwan,2.9,Yami,Mochi
Rice Cake Green Tea Flavor 10.5oz,HUAZHILIAN,4 Options,4.09,9,Mainland China,3.1,Yami,Mochi
Original Flavor Soft Flour Cake 960g,JINGYIZHEN,2 Options,9.99,0,Mainland China,0.0,Yami,Mochi
