Product_Name,Brand,Option,Price,Reviews,Origin,Rate,Platform,Category
Tai Mochi Mixed Mochi 450g,ROYAL FAMILY,5 Options,4.59,5,Taiwan,4.4,Yami,Mochi
"【2 Pack Value Set】Egg Yolk Puff with Chewy Mochi and Red Bean Paste, 330g 6pc *2",FORTUNE BAKERY,No,0.00,5,United States,4.4,Yami,Mochi
TK FOOD Red Bean Mochi 120g,TKFOOD,3 Options,2.49,16,Taiwan,4.2,Yami,Mochi
Sesame with Milk Mochi 150g,BAMBOO HOUSE,No,2.99,6,Taiwan,4.0,Yami,Mochi
Bubble Milk Tea Mochi 120g,ROYAL FAMILY,No,2.29,93,Taiwan,4.6,Yami,Mochi
YUKI/LOVE Mochi Roll Peanut Creamy 300g,YUKI&LOVE,5 Options,4.29,12,Taiwan,3.8,Yami,Mochi
YUKI/LOVE Japanese Mochi Mixed Flavor 300g,YUKI&LOVE,5 Options,3.99,6,Taiwan,3.5,Yami,Mochi
Mochi with Mango Flavor,APOJIADE,3 Options,3.59,4,Mainland China,5.0,Yami,Mochi
"CHEWY PUFF Mochi, Purple Yam and Rose 330g",FORTUNE BAKERY,5 Options,15.99,10,United States,4.9,Yami,Mochi
Japanese Red Bean Mochi ,ROYAL FAMILY,No,2.29,24,Taiwan,4.2,Yami,Mochi
Taro Japanese Mochi ,ROYAL FAMILY,No,2.29,16,Taiwan,4.4,Yami,Mochi
Mini Mixed Mochi Assortment 300g,ROYAL FAMILY,No,3.99,24,Taiwan,4.5,Yami,Mochi
Tai Mochi Sesame Mochi With Coconut Shred ,ROYAL FAMILY,5 Options,2.49,23,Taiwan,4.4,Yami,Mochi
Durian Mochi Cake,ROYAL FAMILY,No,2.99,13,Unclear,3.5,Yami,Mochi
TK FOOD Milk Mochi 150g,TKFOOD,3 Options,2.49,17,Taiwan,4.3,Yami,Mochi
BAMBOO HOUSE  Traditional Style Sesame Mochi 140g,XIAOSHANDENGLU,2 Options,1.99,22,Taiwan,4.5,Yami,Mochi
Gluten Free Mochi Cakes Taro ,ROYAL FAMILY,3 Options,2.49,18,Taiwan,4.1,Yami,Mochi
Mochi - Sesame & Wheat Cake (Kuro Goma Kinako) 139g,KUBOTA,No,3.59,8,Japan,4.1,Yami,Mochi
Small Mochi Red Bean 300g,BEAUTIFUL GIRL,4 Options,3.59,6,Taiwan,3.0,Yami,Mochi
Small Mochi Green Tea 300g,BEAUTIFUL GIRL,4 Options,3.59,4,Taiwan,4.0,Yami,Mochi
Small Mochi Fruit 300g,BEAUTIFUL GIRL,4 Options,3.59,1,Taiwan,5.0,Yami,Mochi
YUKI/LOVE Mochi Roll Red Bean Creamy 300g,YUKI&LOVE,5 Options,4.29,5,Taiwan,4.2,Yami,Mochi
TK FOOF Matcha Mochi 120g,TKFOOD,3 Options,2.49,12,Taiwan,4.0,Yami,Mochi
BAMBOO HOUSE Traditional Style Taro Mochi 140g,XIAOSHANDENGLU,2 Options,1.99,10,Taiwan,3.9,Yami,Mochi
BAMBOO HOUSE Traditional Style Red Bean Mochi 140g,XIAOSHANDENGLU,No,1.99,16,Taiwan,4.6,Yami,Mochi
Q-3-Mochi-Matcha Red Beanmilk Mochi Roll 150g,XIAOSHANDENGLU,No,2.99,14,Taiwan,4.2,Yami,Mochi
YUKI/LOVE Japan Mochi Assorted 450g,YUKI&LOVE,3 Options,4.29,0,Taiwan,0.0,Yami,Mochi
Sweet Bean Cake (Mochi Iri)  198g,TENKEI,No,4.99,5,Japan,4.2,Yami,Mochi
Mochi with Shredded Coco-nut Meat,APOJIADE,3 Options,3.59,7,Mainland China,4.7,Yami,Mochi
Mochi with Matcha Flavor,APOJIADE,3 Options,0.00,4,Mainland China,3.8,Yami,Mochi
Mochi Baked Cake 300g,SANWEISUWU,No,0.00,134,Mainland China,4.6,Yami,Mochi
Grilled Cold Noodles 615g,ZHUDAFU,2 Options,0.00,1358,Mainland China,4.7,Yami,Mochi
Chinese Style Noodle Value Pack 615g*3,ZHUDAFU,2 Options,0.00,132,Mainland China,4.6,Yami,Mochi
Golden Soup Chili Mochi Noodles with 5 Fresh Vegetables 287g,XIACHUFANG,No,3.99,56,Mainland China,4.4,Yami,Mochi
Seika Fluffy Mochi Black Sugar Kinako 4packs 56g,ECHIGO SEIKA,No,4.89,1,Japan,5.0,Yami,Mochi
Choco Matcha Mochi 7pcs 42g,TIROL,No,2.49,105,Japan,4.2,Yami,Mochi
Meijin Kinao Mochi 75g,FUNWARI,2 Options,0.00,77,Japan,4.7,Yami,Mochi
Biscuits Nature to me D Biscuits Mochi wheat 12pcs,MR.ITO,2 Options,0.00,0,Japan,5.0,Yami,Mochi
Red Bean Mochi Cake 300g,ROYAL FAMILY,No,6.39,91,Taiwan,4.3,Yami,Mochi
Green Tea Mochi Cake 300g,ROYAL FAMILY,No,6.19,52,Taiwan,4.3,Yami,Mochi
【Low Price Guarantee】[Combo] Japan Stainless Steel Waffle Hot Sandwich Baker Irons VWH-35B & KALUO Bakerking Mochi Waffle Mix 1kg,Vitantonio,5 Options,0.00,2,Japan,5.0,Yami,Mochi
Pure Mochi Yogurt 40g,SUGIMOTOYA,No,2.59,5,Japan,4.6,Yami,Mochi
Green Bean Mochi Cake 300g,ROYAL FAMILY,No,6.29,165,Taiwan,4.5,Yami,Mochi
Bakerking Snow Mochi Skin Powder/Snow Mochi Skin Powder (Steam Free) 1kg,KALUO,No,18.99,0,Mainland China,0.0,Yami,Mochi
Bakerking Mochi Waffle Mix 1kg,KALUO,No,19.99,0,Mainland China,0.0,Yami,Mochi
Mochi Bread Premix 500g,BAISHA,No,4.59,23,Mainland China,4.8,Yami,Mochi
Rose With Mochi Flower Cake 320g,HUAMUZI,7 Options,8.99,66,Mainland China,4.8,Yami,Mochi
Bakerking mochi powder mix 1kg,KALUO,No,25.99,0,Mainland China,0.0,Yami,Mochi
Mochi Yolk Pastry 8pcs,CHEN YUN PAO CHUAN,8 Options,0.00,4,Taiwan,5.0,Yami,Mochi
Pineapple Cake 190g,HSUFUCHI,4 Options,4.49,531,Taiwan,4.8,Yami,Mochi
Mixed Cake Gift Box 735g,Dao Xiang Cun,No,19.99,12,Mainland China,4.8,Yami,Mochi
Green Bean Mochi Cake 300g,ROYAL FAMILY,No,6.29,165,Taiwan,4.5,Yami,Mochi
Bakerking Snow Mochi Skin Powder/Snow Mochi Skin Powder (Steam Free) 1kg,KALUO,No,18.99,0,Mainland China,0.0,Yami,Mochi
Bakerking Mochi Waffle Mix 1kg,KALUO,No,19.99,0,Mainland China,0.0,Yami,Mochi
Mochi Bread Premix 500g,BAISHA,No,4.59,23,Mainland China,4.8,Yami,Mochi
Rose With Mochi Flower Cake 320g,HUAMUZI,7 Options,8.99,66,Mainland China,4.8,Yami,Mochi
Bakerking mochi powder mix 1kg,KALUO,No,25.99,0,Mainland China,0.0,Yami,Mochi
Mochi Yolk Pastry 8pcs,CHEN YUN PAO CHUAN,8 Options,0.00,4,Taiwan,5.0,Yami,Mochi
Pineapple Cake 190g,HSUFUCHI,4 Options,4.49,531,Taiwan,4.8,Yami,Mochi
Mixed Cake Gift Box 735g,Dao Xiang Cun,No,19.99,12,Mainland China,4.8,Yami,Mochi
Traditional Pastrty Gift Box 1140g,Dao Xiang Cun,No,30.99,11,Mainland China,4.7,Yami,Mochi
Pineapple Fortune Cake 3pcs,SunnyHills,No,22.99,0,Taiwan,4.8,Yami,Mochi
Lava Cake Egg Yolk Flavor 220g,AJI,3 Options,6.49,27,Mainland China,4.9,Yami,Mochi
Taiwan Specialties Pineapple Cakes 480g,ISABELLE,No,11.99,158,Taiwan,4.7,Yami,Mochi
Duen Tai Crystal Taro Cake 3/pk,Dunetai,No,13.99,7,Taiwan,4.9,Yami,Mochi
Brown Sugar Sachima Soft Flour Cake 505g,JINGYIZHEN,No,4.99,265,Mainland China,4.8,Yami,Mochi
Chibi Maruko Spring Festival Pastry Gift Box 36pcs 536g,Matchall,No,149.99,29,Mainland China,4.7,Yami,Mochi
Happiness Cake Gift Box 880g Style B,Dao Xiang Cun,No,26.99,5,Mainland China,5.0,Yami,Mochi
WuPaoChun Pineapple Cake 12pcs,WUPAOCHUN,No,0.00,3,Taiwan,4.7,Yami,Mochi
LAVA Cake Cheese Flavor 220g,AJI,3 Options,6.49,31,Mainland China,4.6,Yami,Mochi
Family Size Pastry Box 1380g,Dao Xiang Cun,No,95.99,1,Mainland China,5.0,Yami,Mochi
Pineapple Cake 227g,NICE CHOICE,No,1.99,1,Taiwan,5.0,Yami,Mochi
Tachia Master Taro Pastry 585g,TACHIA MASTER,No,48.99,3,Mainland China,5.0,Yami,Mochi
Happy Family Gift 731g,Dao Xiang Cun,No,18.99,1,Mainland China,5.0,Yami,Mochi
Pineapple Cake 45g*12,CHIA TE,No,39.99,4,Taiwan,5.0,Yami,Mochi
DXC Nuts Cake 880g,Dao Xiang Cun,No,18.99,4,Mainland China,5.0,Yami,Mochi
Taiwan Pineapple Cake 227g,NICE CHOICE,No,2.99,187,Taiwan,4.2,Yami,Mochi
Date Medlar Flour Cake 12 pack in 270g,BESTORE,No,3.59,25,Mainland China,4.3,Yami,Mochi
【Frozen】Sweet-Scented Osmanthus Rice Cake,QWYC,No,3.49,0,Mainland China,0.0,Yami,Mochi
Chia Te Pineapple Pastry 50g*6pcs,CHIA TE,No,22.99,2,Taiwan,5.0,Yami,Mochi
Wang Lai Cake New Year Gift Box 414g,SunnyHills,No,64.99,1,Taiwan,5.0,Yami,Mochi
Lunar New Year Gift Box,zhiweiguan,No,69.90,1,Mainland China,5.0,Yami,Mochi
Pineapple Paste Cake 300g,LAM SHENG KEE,3 Options,14.99,1,Taiwan,4.0,Yami,Mochi
Blueberry Cake 184g,ROYAL FAMILY,4 Options,0.00,19,Taiwan,4.3,Yami,Mochi
Chewy Cubes Pistachio Flavor,Yu Cake,No,0.00,2,United States,4.5,Yami,Mochi
Pineapple Cake 184g,ROYAL FAMILY,4 Options,2.79,22,Taiwan,4.4,Yami,Mochi
Black Sesame Cake 170g,NICE CHOICE,No,4.19,31,Taiwan,4.7,Yami,Mochi
Lunar New Year Gift Box,zhiweiguan,No,69.90,0,Mainland China,0.0,Yami,Mochi
Lunar New Year Gift Box,zhiweiguan,No,69.90,0,Mainland China,0.0,Yami,Mochi
Sugar Free Pineapple Cake 276g,ROYAL FAMILY,No,6.99,122,Taiwan,4.6,Yami,Mochi
Pineapple Pastry 7pcs,JJ BAKERY,No,14.99,31,United States,4.5,Yami,Mochi
Pea Cake 200g,GONYUFANG,No,5.99,5,Mainland China,5.0,Yami,Mochi
Dragon's Beard Candy Osmanthus Flavor 50g,BAO SHI LONG,2 Options,1.29,10,Mainland China,4.5,Yami,Mochi
Egg Flavor Soft Flour Cake 227g,NICE CHOICE,No,1.99,25,Taiwan,3.5,Yami,Mochi
Beijing Wheat Flour Cake 200g,GONYUFANG,No,5.99,5,Mainland China,4.0,Yami,Mochi
Snowflakes Pastry Cranberry Flavor 180g,YO MAN,3 Options,3.99,2,Mainland China,5.0,Yami,Mochi
Dragon's Beard Candy Vanilla Flavor 50g,BAO SHI LONG,No,1.29,8,Mainland China,3.6,Yami,Mochi
TAIWAN MIC'S Pineapple Cakes 6pc,MINCHER,No,1.99,11,Taiwan,3.5,Yami,Mochi
Japanese Milk Dessert Banana Flavour 330ml,DULIYOUHUO,3 Options,3.69,6,Mainland China,4.8,Yami,Mochi
Straberry Apple Cake 50g*6pcs,SunnyHills,No,0.00,1,Taiwan,5.0,Yami,Mochi
Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,MIGUDUO,No,3.99,6,Mainland China,2.8,Yami,Mochi
Egg Yolk Lotus Seed Paste 100g,zhiweiguan,No,7.69,31,Mainland China,4.7,Yami,Mochi
Egg Yolk Pastry Red Bean Paste 100g,zhiweiguan,No,7.69,23,Mainland China,4.5,Yami,Mochi
Pineapple Cake 16 Pieces 500g,SunnyHills,No,59.99,2,Taiwan,5.0,Yami,Mochi
Charcoal Pineapple Cake 600g,Kaonuxu,8 Options,59.99,2,Taiwan,5.0,Yami,Mochi
Mixed 3 Flavors Pineapple Cake Original + Charcoal + Matcha Flavor 600g,Kaonuxu,8 Options,59.99,2,Taiwan,5.0,Yami,Mochi
Egg Yolk Puff With Lotus Seed Paste 360g,SUNGIVEN FOODS,4 Options,0.00,70,Mainland China,4.7,Yami,Mochi
Egg Yolk Puff With Red Bean Paste 360g,SUNGIVEN FOODS,4 Options,0.00,83,Mainland China,4.7,Yami,Mochi
SUGAR & SPICE Toffee Nougat 250g International Version,Sugar & Spice,No,0.00,3,Taiwan,4.3,Yami,Mochi
Matcha Rice Cake 180g,MAEDA CONFECTIONERY,No,0.00,3,Japan,4.7,Yami,Mochi
Egg Yolk Biscuits 240g,MASTER KONG,No,4.39,0,Mainland China,4.4,Yami,Mochi
Mung Bean Pastry 3pcs 159g,CHEN YUN PAO CHUAN,9 Options,0.00,107,Taiwan,4.7,Yami,Mochi
Taiwan Pastry 3pcs,CHEN YUN PAO CHUAN,9 Options,6.59,8,Taiwan,4.4,Yami,Mochi
Black Gold Crisp 6pc 270g,YOUCHENGZHAI,No,22.99,12,Mainland China,4.5,Yami,Mochi
Egg soft cake 600g,SEA WOODS,No,5.59,1,Taiwan,4.0,Yami,Mochi
OEC almond pastry ,SMILE SUN,5 Options,3.29,3,Taiwan,5.0,Yami,Mochi
Almond biscuits 150g,SMILE SUN,5 Options,2.09,10,Taiwan,4.7,Yami,Mochi
Pineapple cake 200g,SMILE SUN,3 Options,2.99,13,Taiwan,4.3,Yami,Mochi
Salted Egg Yolk Flour Cakes 240g,JINGYIZHEN,No,4.09,32,Mainland China,3.9,Yami,Mochi
Black Sugar Cake 300g,ROYAL FAMILY,No,5.59,10,Taiwan,4.2,Yami,Mochi
Bubble Milk Tea Pineapple Cake 270g,XIAOSHANDENGLU,No,5.99,16,Taiwan,4.9,Yami,Mochi
Taiwan Brown sugar Flavored Biscuit 330g,TAIWANCHANGSONG,No,4.99,5,Taiwan,4.0,Yami,Mochi
Sesame Flour Soft Flour Cake 960g,JINGYIZHEN,2 Options,9.99,2,Mainland China,5.0,Yami,Mochi
Buckwheat Crispies 600g,PANDA,3 Options,4.99,5,Mainland China,4.4,Yami,Mochi
Nougat Biscuit Scallion Flavor 400g,Tang Shop,No,22.99,0,Taiwan,0.0,Yami,Mochi
Lunar New Year Gift Box,zhiweiguan,No,69.90,6,Mainland China,5.0,Yami,Mochi
Assorted Egg Yolk Pastry Gift Box 540g,SUNGIVEN FOODS,No,0.00,12,Mainland China,4.5,Yami,Mochi
Raisin Sesame Soft Flour Cake 227g,NICE CHOICE,No,1.99,42,Taiwan,4.3,Yami,Mochi
Din Tai Fung Golden Pineapple Cake 10/box 380g,DIN TAI FUNG,No,39.99,0,Taiwan,0.0,Yami,Mochi
Black Sugar Pearl Boba Pineapple Cake 450g,TIGER SUGAR,No,19.99,8,Taiwan,4.1,Yami,Mochi
Happiness Cake Gift Box 880g,Dao Xiang Cun,No,28.99,4,Mainland China,5.0,Yami,Mochi
Lunar New Year Gift Box,zhiweiguan,No,59.90,1,Mainland China,5.0,Yami,Mochi
Egg Yolk Puff With Red Bean Paste,ONETANG,4 Options,9.99,4,Mainland China,5.0,Yami,Mochi
Egg Yolk Puff With Matcha Paste,ONETANG,4 Options,9.99,5,Mainland China,4.8,Yami,Mochi
Milk Pudding Matcha Flavor 330ml,DULIYOUHUO,3 Options,3.69,7,Mainland China,3.7,Yami,Mochi
Mochimochi Chocola Sakura Matcha 87g,BOURBON,No,3.69,1,Japan,5.0,Yami,Mochi
Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,MIGUDUO,No,3.99,2,Mainland China,5.0,Yami,Mochi
Black Egg Yolk Pastry 1pc 58g,Quzile,No,2.69,14,Mainland China,4.4,Yami,Mochi
Original Flavor Pineapple Cake 600g,Kaonuxu,8 Options,0.00,1,Taiwan,4.0,Yami,Mochi
Mixed 2 Flavors Pineapple Original Flavor + Charcoal Flavor 600g,Kaonuxu,8 Options,59.99,1,Taiwan,5.0,Yami,Mochi
Egg Yolk Puff With Matcha Paste 360g,SUNGIVEN FOODS,4 Options,0.00,89,Mainland China,4.6,Yami,Mochi
Taiwan Red quinoa black sesame cake 252g,DJULIS,No,17.99,2,Taiwan,5.0,Yami,Mochi
Snowflake Nougat Biscuits  200g,GOBUYCAKE,No,0.00,1,Taiwan,5.0,Yami,Mochi
Strawberry Nougat  International Version,Sugar & Spice,No,31.49,3,Taiwan,5.0,Yami,Mochi
Apple Rice Cake,MAEDA CONFECTIONERY,No,0.00,2,Japan,5.0,Yami,Mochi
Strawberry Rice Cake,MAEDA CONFECTIONERY,No,0.00,0,Japan,0.0,Yami,Mochi
Durian Cake Gift Box 26g*12,Fu Yishan,No,0.00,5,Taiwan,4.8,Yami,Mochi
Strawberry Rice Cake,MAEDA CONFECTIONERY,No,0.00,0,Japan,0.0,Yami,Mochi
Durian Cake Gift Box 26g*12,Fu Yishan,No,0.00,5,Taiwan,4.8,Yami,Mochi
Peanut cake 50g*10,YEN SHIN FA COOKIES,No,36.99,7,Taiwan,3.6,Yami,Mochi
Almond Nougat 250g,XIAOSHANDENGLU,No,0.00,21,Taiwan,4.5,Yami,Mochi
Taro Pastry 3pcs 159g,CHEN YUN PAO CHUAN,9 Options,0.00,358,Taiwan,4.8,Yami,Mochi
Royal Tamba Cake 3pcs 159g,CHEN YUN PAO CHUAN,9 Options,6.59,311,Taiwan,4.8,Yami,Mochi
Mung Bean Pastry 150g 6pc,panxiangji,No,0.00,8,Mainland China,4.5,Yami,Mochi
Sweet Lotus Root 400g,zhiweiguan,No,6.99,50,Mainland China,3.7,Yami,Mochi
Handmade Caramel Treat Scallion and Garlic Flavor 100g,CHING TSE,3 Options,11.99,1,Taiwan,5.0,Yami,Mochi
Pineapple Cake 4 Flavors Original Mango Charcoal Matcha 12pc * 50g,Kaonuxu,8 Options,0.00,11,Taiwan,4.3,Yami,Mochi
Green Tea Cake 300g,ROYAL FAMILY,No,5.59,4,Taiwan,4.2,Yami,Mochi
Pie Cookies - Matcha 120g,ROYAL FAMILY,3 Options,2.49,28,Taiwan,4.0,Yami,Mochi
Rice Cake Fruit Flavor 300g,HUAZHILIAN,4 Options,4.09,4,Mainland China,1.0,Yami,Mochi
DXC Glutinous Rice Dumpling (Mixed) 328g,Dao Xiang Cun,No,5.49,55,Mainland China,4.0,Yami,Mochi
Sachima Soft Flour Cake Xylitol Flavor 454g,Dao Xiang Cun,3 Options,8.49,41,Mainland China,4.5,Yami,Mochi
Brown Sugar Crispies 600g,PANDA,3 Options,4.99,8,Mainland China,2.8,Yami,Mochi
Dragon Beard Candy 200g,GONYUFANG,No,5.99,6,Mainland China,5.0,Yami,Mochi
Mango Shortcake Sandwich 184g,HSUFUCHI,4 Options,3.69,25,Hong Kong,4.6,Yami,Mochi
Egg Flavor Soft Flour Cake 518g,JINGYIZHEN,4 Options,4.99,16,Mainland China,4.5,Yami,Mochi
JIKAKU Red Bean Jelly Original Flavor 150g,SUGIMOTOYA,No,2.49,15,Japan,4.2,Yami,Mochi
JIKAKU Red Bean Jelly -Chestnut Flavor,SUGIMOTOYA,No,2.49,9,Japan,4.1,Yami,Mochi
Pound Cake Selection 10pcs 270g,BOURBON,No,0.00,3,Japan,4.7,Yami,Mochi
Matcha Jelly 105g,IMURAYA,No,5.49,2,Japan,5.0,Yami,Mochi
Red Bead Dessert 150g,SUGIMOTOYA,No,4.19,1,Japan,3.0,Yami,Mochi
Soft Flour Cake Brown Sugar Flavor 469g,HSUFUCHI,No,0.00,9,Taiwan,4.4,Yami,Mochi
Cranberry Pastry 1pc 58g,Quzile,No,2.69,3,Mainland China,4.7,Yami,Mochi
Durian Pastry 1pc 58g,Quzile,No,2.69,17,Mainland China,4.5,Yami,Mochi
Taro Egg Yolk Pastry 1pc 58g,Quzile,No,2.69,26,Mainland China,4.5,Yami,Mochi
Pineapple Crisp Apple Crisp Gift Box (2021 New Year Gift Box) 250g+225g,SunnyHills,No,0.00,1,Taiwan,4.0,Yami,Mochi
Sweet Potato Cookies 300g,Liancheng,No,6.49,3,Taiwan,5.0,Yami,Mochi
Taiwan Red Quinoa Cakes Roselle 180g,DJULIS,No,13.99,8,Taiwan,4.8,Yami,Mochi
Bubble Tea Cake 30g*10pc,YEN SHIN FA COOKIES,No,0.00,2,Taiwan,5.0,Yami,Mochi
YEN SHIN FA  Pineapple Pastry 30g*10pc,YEN SHIN FA COOKIES,No,0.00,1,Taiwan,5.0,Yami,Mochi
YUKI & LOVE Pineapple Cake Boba Flavor 200g,YUKI&LOVE,No,3.59,20,Taiwan,4.2,Yami,Mochi
Egg Yolk Puff Rose Flavor 360g,panxiangji,No,0.00,6,Mainland China,5.0,Yami,Mochi
Salted Egg Yolk Pastry 3pcs 159g,CHEN YUN PAO CHUAN,9 Options,6.59,202,Taiwan,4.7,Yami,Mochi
Bubble milk tea cake 175g,SMILE SUN,No,4.19,3,Taiwan,4.7,Yami,Mochi
Strawberry cake 208g,SMILE SUN,3 Options,2.09,17,Taiwan,4.4,Yami,Mochi
Pineapple cake 208g,SMILE SUN,3 Options,2.09,14,Taiwan,4.4,Yami,Mochi
Strawberry cake 200g,SMILE SUN,3 Options,2.99,9,Taiwan,4.3,Yami,Mochi
BAMBOO HOUSE Pineapple Cake 300g,XIAOSHANDENGLU,No,4.29,12,Taiwan,4.3,Yami,Mochi
Bubble Milk Tea Pineapple Cake 270g【Use by 2021-03-06】,BAMBOO HOUSE,2 Options,0.00,142,Taiwan,4.0,Yami,Mochi
Pie Cookies - Banana 119g,ROYAL FAMILY,3 Options,2.49,20,Taiwan,4.5,Yami,Mochi
HSUFCHI Orange Crisp 184g,HSUFUCHI,No,3.69,4,Taiwan,3.8,Yami,Mochi
DXC Glutinous Rice Roll Mixed Flavor 328g,Dao Xiang Cun,No,5.99,209,Mainland China,4.4,Yami,Mochi
Rice Cake Red Bean Flavor 10.5oz,HUAZHILIAN,4 Options,4.09,3,Mainland China,3.7,Yami,Mochi
Original Flavor Crispies 600g,PANDA,3 Options,4.99,31,Mainland China,4.7,Yami,Mochi
Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,EMPEROR LOVE,No,24.99,0,Taiwan,0.0,Yami,Mochi
BAMBOO HOUSE Pineapple Cake 300g,XIAOSHANDENGLU,No,4.29,12,Taiwan,4.3,Yami,Mochi
Bubble Milk Tea Pineapple Cake 270g【Use by 2021-03-06】,BAMBOO HOUSE,2 Options,0.00,142,Taiwan,4.0,Yami,Mochi
Pie Cookies - Banana 119g,ROYAL FAMILY,3 Options,2.49,20,Taiwan,4.5,Yami,Mochi
HSUFCHI Orange Crisp 184g,HSUFUCHI,No,3.69,4,Taiwan,3.8,Yami,Mochi
DXC Glutinous Rice Roll Mixed Flavor 328g,Dao Xiang Cun,No,5.99,209,Mainland China,4.4,Yami,Mochi
Rice Cake Red Bean Flavor 10.5oz,HUAZHILIAN,4 Options,4.09,3,Mainland China,3.7,Yami,Mochi
Original Flavor Crispies 600g,PANDA,3 Options,4.99,31,Mainland China,4.7,Yami,Mochi
Nougat Candy Combo,Red Bean Dining,No,0.00,0,Taiwan,0.0,Yami,Mochi
Fulushouxi Gift Box 200g,Shendacheng,No,27.99,3,Mainland China,4.3,Yami,Mochi
Shishiruyi Gift Box 150g,Shendacheng,No,0.00,1,Mainland China,5.0,Yami,Mochi
Lava Cake Gift Box 90g,Shendacheng,No,11.99,11,Mainland China,4.0,Yami,Mochi
Egg Yolk Pastry 1pc 58g,Quzile,No,2.69,10,Mainland China,4.1,Yami,Mochi
Seaweed Fish Pastry 144g,SHENG ZU,No,14.99,0,Taiwan,0.0,Yami,Mochi
Mango Pineapple Cake 600g,Kaonuxu,8 Options,59.99,0,Taiwan,0.0,Yami,Mochi
Yuzu Apple Cake 6pcs 300g,SunnyHills,3 Options,33.99,1,Taiwan,5.0,Yami,Mochi
Egg Yolk Puff With Durian Paste 360g,SUNGIVEN FOODS,4 Options,0.00,42,Mainland China,4.5,Yami,Mochi
Matcha Nougat  180g International Version,Sugar & Spice,No,0.00,6,Taiwan,5.0,Yami,Mochi
French nougat 250g International Version,Sugar & Spice,No,0.00,3,Taiwan,4.3,Yami,Mochi
Grapefruit Cake Gift 50g*9,GOBUYCAKE,3 Options,0.00,8,Taiwan,3.0,Yami,Mochi
Watermelon Cake Gift 50g*9,GOBUYCAKE,3 Options,0.00,3,Taiwan,3.3,Yami,Mochi
Flaky Pastry With Yolk 3pcs 159g,CHEN YUN PAO CHUAN,9 Options,6.59,148,Taiwan,4.8,Yami,Mochi
Pomelo Cake 3pcs 159g,CHEN YUN PAO CHUAN,9 Options,0.00,32,Taiwan,4.3,Yami,Mochi
Handmade Caramel Treat Brown Sugar Flavor 100g,CHING TSE,3 Options,11.99,2,Taiwan,3.5,Yami,Mochi
TAIWAN Pineapple Cake 360g,MINCHER,2 Options,3.09,19,Taiwan,4.0,Yami,Mochi
TAIWAN Taro cake 360g,MINCHER,2 Options,3.09,19,Taiwan,3.8,Yami,Mochi
Raisin soft cake 600g,SEA WOODS,No,5.29,0,Taiwan,0.0,Yami,Mochi
OEC wheat pastry ,SMILE SUN,5 Options,2.99,6,Taiwan,4.7,Yami,Mochi
Melon cake 208g,SMILE SUN,3 Options,2.09,6,Taiwan,4.8,Yami,Mochi
Shao Xing Longan Cake 300g,ROYAL FAMILY,No,5.59,5,Taiwan,4.0,Yami,Mochi
BAMBOO HOUSE Taiwan Souvenir 327g,XIAOSHANDENGLU,No,5.29,9,Taiwan,3.8,Yami,Mochi
Rice Cake 144g,SHIAWASEDO,No,3.69,1,Japan,1.0,Yami,Mochi
Pie Cookies - Choco 120g,ROYAL FAMILY,3 Options,2.49,38,Taiwan,4.7,Yami,Mochi
Rice Cake Chestnut Flavor 10.5oz,HUAZHILIAN,4 Options,4.09,2,Mainland China,1.5,Yami,Mochi
DXC Pineapple Cake 400g,Dao Xiang Cun,No,9.99,3,Mainland China,3.7,Yami,Mochi
DXC Soft Flour Cake Original Flavor 454g,Dao Xiang Cun,3 Options,7.49,56,Mainland China,4.4,Yami,Mochi
Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,EMPEROR LOVE,No,24.99,0,Taiwan,0.0,Yami,Mochi
Salted Egg Yolk Pork Sung Chewy Cookie Cubes,Yu Cake,6 Options,0.00,57,United States,4.9,Yami,Mochi
Biscuit Avocado Flavor 160g,CHAOBAIWEI,2 Options,3.99,1,Mainland China,5.0,Yami,Mochi
Pineapple Sandwich Cookie 184g,HSUFUCHI,4 Options,3.69,80,Taiwan,4.6,Yami,Mochi
Chewy Cubes Fig Flavor,Yu Cake,6 Options,11.99,32,United States,4.9,Yami,Mochi
Pineapple Cake 250g,ROYAL FAMILY,No,5.49,16,Taiwan,4.2,Yami,Mochi
Chewy Cubes Oreo Flavor 180g,Yu Cake,No,12.99,2,United States,4.5,Yami,Mochi
Strawberry Shortcake Sandwich 184g,HSUFUCHI,4 Options,3.69,20,Taiwan,4.7,Yami,Mochi
Purple Sweet Patato Cake 300g,LAM SHENG KEE,3 Options,14.99,1,Taiwan,5.0,Yami,Mochi
Chewy Cubes Matcha Flavor,Yu Cake,6 Options,0.00,18,United States,4.9,Yami,Mochi
TAIWAN Taro Cakes 6Pc,MINCHER,No,1.99,16,Taiwan,3.3,Yami,Mochi
Dragon's Beard Candy Strawberry Flavor 50g,BAO SHI LONG,2 Options,1.29,11,Mainland China,4.5,Yami,Mochi
Sesame Glutinous Rice Dumpling (Bean) 360g,Dao Xiang Cun,No,9.99,6,Mainland China,3.3,Yami,Mochi
Whole Grain Wheat Cake 330g,TAIWAN NICE,No,4.59,21,Taiwan,3.8,Yami,Mochi
