Product_Name,Brand,Reviews,Price,Option,Rate,Origin,Platform,Category
Pea Cake 200g,GONYUFANG,5,5.99,No,5.0,Mainland China,Yami,Cake
TECHANG FOOD Tofu Cake Artificial Beef Flavor 115g,TE CHANG FOOD,16,1.69,No,3.9,Taiwan,Yami,Cake
Ohyes Premium Chocolate Coated Cake With Chocolate Filling 6Pcs,HAITAI,27,1.89,No,4.4,Korea,Yami,Cake
Warm Heart Cake 28g,Moranca,15,1.49,7 Options,4.3,Mainland China,Yami,Cake
Egg Flavor Soft Flour Cake 227g,NICE CHOICE,25,1.99,No,3.5,Taiwan,Yami,Cake
Dracula Yogurt Flavor Cake Cranberry Filling 135g,Dracula,18,3.59,No,4.9,Mainland China,Yami,Cake
Baked Soft Cake - Chestnut 198g,KUBOTA,20,4.29,8 Options,3.9,Japan,Yami,Cake
YANG HANG Fermented Bean Curd Cake 240g,YANGHANG,8,3.99,No,3.8,Mainland China,Yami,Cake
Mochi - Sesame & Wheat Cake (Kuro Goma Kinako) 139g,KUBOTA,8,3.59,No,4.1,Japan,Yami,Cake
DAXI Garlic Flavor Tofu Cake 150g,YUXIANG,13,1.49,5 Options,3.8,Taiwan,Yami,Cake
TECHANG FOOD Tofu Cake Spiced Flavor 110g,TE CHANG FOOD,12,1.79,No,4.7,Taiwan,Yami,Cake
Beijing Wheat Flour Cake 200g,GONYUFANG,5,5.99,No,4.0,Mainland China,Yami,Cake
Bubble Milk Tea Pineapple Cake 270g,XIAOSHANDENGLU,16,5.99,No,4.9,Taiwan,Yami,Cake
Almond Cake 226g,FRAGANCE,8,3.99,No,4.9,Hong Kong,Yami,Cake
Dracula Yogurt Flavor Cake Raisin Filling 135g,Dracula,11,3.59,No,4.0,Mainland China,Yami,Cake
Pineapple cake 200g,SMILE SUN,13,2.99,3 Options,4.3,Taiwan,Yami,Cake
Black Sugar Cake 300g,ROYAL FAMILY,10,5.59,No,4.2,Taiwan,Yami,Cake
Baked Cake Swiss Roll 12pc,DAISHO,9,6.99,No,3.6,Japan,Yami,Cake
PANPAN Swiss Roll Strawberry Flavor Roll Cake 200g,ASIA FOODS,2,2.59,No,4.5,Mainland China,Yami,Cake
Russia Cake 15pcs,NAKAYAMA,6,18.99,4 Options,4.3,Japan,Yami,Cake
Gateau Chocolate Cake 179g,MORINAGA,2,4.69,No,5.0,Japan,Yami,Cake
Seasonal French Rice Cake Gift Box,FUKUOKA,2,9.99,No,5.0,Japan,Yami,Cake
Matcha Layer Cake 12pc 288g,BAILEFEN,11,12.99,3 Options,3.4,Mainland China,Yami,Cake
"Moonlight Cream Filling Soft Cake, 6pcs",MORINAGA,3,5.49,No,4.7,Japan,Yami,Cake
Daliyuan Sha Si Ding Cake Lemon Flavor) 240g,DALIGROUP,0,4.69,No,0.0,Mainland China,Yami,Cake
Otona Puchi Basuku Chizu Cake 43g,BOURBON,4,2.29,No,4.8,Japan,Yami,Cake
【Frozen】Vege Fish Cake 170g,WANG FOOD,0,3.49,No,0.0,Korea,Yami,Cake
NANBEIFANG Cake Flour 500g,SUNRIGHT,0,2.99,No,0.0,Taiwan,Yami,Cake
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,KOTOBUKI AZUKI,3,5.59,No,2.3,Japan,Yami,Cake
【Frozen】Sliced Rice Cake 650g,WANG FOOD,0,3.49,No,0.0,Korea,Yami,Cake
【Frozen】Rose Cake 420g,Dao Xiang Cun,1,7.99,No,4.0,Mainland China,Yami,Cake
Charcoal Pineapple Cake 600g,Kaonuxu,2,59.99,8 Options,5.0,Taiwan,Yami,Cake
Mixed 3 Flavors Pineapple Cake Original + Charcoal + Matcha Flavor 600g,Kaonuxu,2,59.99,8 Options,5.0,Taiwan,Yami,Cake
Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,MIGUDUO,6,3.99,No,2.8,Mainland China,Yami,Cake
Egg soft cake 600g,SEA WOODS,1,5.59,No,4.0,Taiwan,Yami,Cake
Coconut Flavor Swiss Roll Cake 24pcs,OTHER BRANDS,3,4.69,4 Options,4.0,Unclear,Yami,Cake
Sesame Flour Soft Flour Cake 960g,JINGYIZHEN,2,9.99,2 Options,5.0,Mainland China,Yami,Cake
MEIHUASIANG Brown Sugar Rice Cake 480g,MEI HUA SIANG,6,3.59,7 Options,4.7,Taiwan,Yami,Cake
Macaron Cake Matcha Flavor 126g,JINSIBO,0,4.69,No,0.0,Mainland China,Yami,Cake
Sachima Soft Flour Cake Xylitol Flavor 454g,Dao Xiang Cun,40,8.49,3 Options,4.5,Mainland China,Yami,Cake
Half Baked Soy Milk Mini Cake 190g,CHIKODO,82,6.99,No,4.4,Mainland China,Yami,Cake
Korean Style Chestnut Osmanthus Cake 190g,zhiweiguan,67,8.69,No,4.6,Mainland China,Yami,Cake
Mung Bean Cake Cranberry Flavor 190g,zhiweiguan,67,7.79,4 Options,4.7,Mainland China,Yami,Cake
Rice Cake Original 500g,LIUFU,5,3.99,No,5.0,Mainland China,Yami,Cake
Yun Cake 100g,SNACK LAB,45,2.49,No,4.8,Mainland China,Yami,Cake
Sliced Rice Cake 600g,OTHER BRANDS,19,3.59,No,4.8,Unclear,Yami,Cake
DXC Flower Cake Rose Flavor 8pc 400g,Dao Xiang Cun,31,19.99,No,4.7,Mainland China,Yami,Cake
Cake Powder 500g,BAISHA,14,2.39,No,4.9,Mainland China,Yami,Cake
Duran Cake 300g,DAIXIANGYUAN,56,5.25,No,4.4,Mainland China,Yami,Cake
Flower Cake-Rose Flavor 210g,XIANGGUAN,38,3.69,4 Options,4.7,Mainland China,Yami,Cake
Banana Cake 15pcs 450g,SENYOU,47,5.39,No,4.0,Mainland China,Yami,Cake
Daoxiangcun Beijing Wheat Flour Cake 360g,Su Zhou Daoxiangcun,8,8.99,2 Options,3.2,Mainland China,Yami,Cake
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,zhoujimeishi,44,2.99,No,3.1,Mainland China,Yami,Cake
SANKIO Sweetheart Cake 300g,真的好,10,3.49,No,3.4,Mainland China,Yami,Cake
【Hot & New】Rice Cake Original Flavor50g,BEIFU,7,1.49,No,3.9,Mainland China,Yami,Cake
Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,NESTLE,7,6.99,19 Options,4.7,Japan,Yami,Cake
Hot & Spicy Rice Cake 120g,Young Mi,16,2.69,No,4.2,Korea,Yami,Cake
Pineapple Cake Box 16pc,HSINTUNGYANG,0,14.99,No,0.0,Taiwan,Yami,Cake
Wheat Germ Honey Cake 300g,ORGANIC CHATEAU,27,11.99,No,4.6,Taiwan,Yami,Cake
Fish Tofu Cake-Spicy 85g,YANTING FISHERMAN,30,2.29,No,4.5,Mainland China,Yami,Cake
Hsin Tung Yang Bubble Milk Tea Cake 250g,HSINTUNGYANG,2,10.99,2 Options,5.0,Taiwan,Yami,Cake
Red Bean Rice Cake 4 pc,wufangzhai,10,9.99,2 Options,4.9,Mainland China,Yami,Cake
Red Bean Paste Cake 8pcs 208g,SENJUAN,1,7.99,No,2.0,Japan,Yami,Cake
Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,O-mac,26,0.99,3 Options,4.4,Malaysia,Yami,Cake
"Heart Baked Cake Orange Flavor, 100g",Moranca,17,3.69,No,4.8,Mainland China,Yami,Cake
TAIWAN Taro cake 360g,MINCHER,19,3.09,2 Options,3.8,Taiwan,Yami,Cake
Tiramisu Banana Cake 12.06oz,OSAKA,1,19.99,No,4.0,Japan,Yami,Cake
Gongliang Zeng Cake (Glutinous Millet) 360g,VALLEY,5,4.29,No,4.2,Mainland China,Yami,Cake
Spicy Rice Cake Bowl with Hot Sauce 292g,CHILKAB,19,3.59,No,0.0,Korea,Yami,Cake
MON CHER Cacao Cake 6pcs 192g,LOTTE Korea,17,3.29,4 Options,4.2,Korea,Yami,Cake
Gateau  Chocolate Cake 185g,MORINAGA,12,5.49,No,4.7,Japan,Yami,Cake
Lava Cake Gift Box 90g,Shendacheng,11,11.99,No,4.0,Mainland China,Yami,Cake
Fish Tofu Cake-Crab Flavor 85g,YANTING FISHERMAN,19,2.29,No,3.8,Mainland China,Yami,Cake
TAIWAN Pineapple Cake 360g,MINCHER,19,3.09,2 Options,4.0,Taiwan,Yami,Cake
MARUKYO Bean Cake 8pcs,WANGJING,7,5.99,No,3.9,Japan,Yami,Cake
MON CHER Cream Cake 6pcs 192g,LOTTE Korea,12,2.99,4 Options,3.9,Korea,Yami,Cake
BANANA CAKE ROLL 156g,BOURBON,7,4.59,No,4.1,Japan,Yami,Cake
Fish-shaped Cake 248g,HAOYOULIKids,7,4.49,No,4.9,Mainland China,Yami,Cake
Yuzu Apple Cake 6pcs 300g,SunnyHills,1,33.99,3 Options,5.0,Taiwan,Yami,Cake
DXC Pineapple Cake 400g,Dao Xiang Cun,3,9.99,No,3.7,Mainland China,Yami,Cake
LAMSHENGKEE Pineapple Cake 435g,LAM SHENG KEE,12,4.29,No,3.8,Taiwan,Yami,Cake
AC-Frozen Steamed Rice Cake 280g,ASIAN CHOICE,0,5.99,No,0.0,Unclear,Yami,Cake
Peach Cake 250g,BAMBOO HOUSE,10,4.79,No,4.1,Taiwan,Yami,Cake
Hsin Tung Yang Bubble Latte Cake 249g,HSINTUNGYANG,2,10.99,2 Options,4.0,Taiwan,Yami,Cake
Baked Soft Cake - Green Tea 200g,KUBOTA,7,4.29,8 Options,5.0,Japan,Yami,Cake
Baked Cake (Swiss Baum) 190g,DAISHO,10,4.99,No,3.2,Japan,Yami,Cake
Baked Soft Cake 200g,KUBOTA,9,4.29,8 Options,3.6,Japan,Yami,Cake
Melon cake 208g,SMILE SUN,6,2.09,3 Options,4.8,Taiwan,Yami,Cake
Shao Xing Longan Cake 300g,ROYAL FAMILY,5,5.59,No,4.0,Taiwan,Yami,Cake
Chocolate Marshmallow Stick Cake 220g,CROWN,2,5.99,No,3.5,Korea,Yami,Cake
Macaron Cake Blackcurrant,JINYU,2,3.49,No,3.5,Mainland China,Yami,Cake
Rice Cake Chestnut Flavor 10.5oz,HUAZHILIAN,2,4.09,4 Options,1.5,Mainland China,Yami,Cake
【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,PMO,0,5.99,No,0.0,Korea,Yami,Cake
Mochi-Outside Red Bean Cake(Ankoro) 122g,KUBOTA,4,3.59,No,2.0,Japan,Yami,Cake
Lemon Flavor Cake 180g,CUNDO,1,3.49,No,1.0,Mainland China,Yami,Cake
Raisin soft cake 600g,SEA WOODS,0,5.29,No,0.0,Taiwan,Yami,Cake
Rice Cake 144g,SHIAWASEDO,1,3.69,No,1.0,Japan,Yami,Cake
Mango Pineapple Cake 600g,Kaonuxu,0,59.99,8 Options,0.0,Taiwan,Yami,Cake
Purple Sweet Patato Cake 300g,LAM SHENG KEE,1,14.99,3 Options,5.0,Taiwan,Yami,Cake
Beef Bone Rice Cake Soup 181.6g,OTTOGI,75,2.99,No,4.2,Korea,Yami,Cake
Carb Balance Baked Cheese Cake 6pcs,BOURBON,1,4.29,No,4.0,Japan,Yami,Cake
Banh Pia Durian Cake Yolk 5pc 350g,THIEN SA,139,6.89,3 Options,4.8,Vietnam,Yami,Cake
Rice Cake Coconut Flavor 500g,LIUFU,7,3.99,No,5.0,Mainland China,Yami,Cake
DXC Rice Cake Sheets Mixed 160g,Dao Xiang Cun,156,4.29,No,3.9,Mainland China,Yami,Cake
Spicy Rice Cake with Soup 426g,OTTOGI,97,4.99,No,4.7,Korea,Yami,Cake
Black Pineapple Cake 6pc,CHERRY GRANDFATHER,2,16.99,No,4.5,Taiwan,Yami,Cake
HAI DUONG VIET NAM Green Bean Cake 410g,DAI PHU,33,2.99,No,4.9,Vietnam,Yami,Cake
Rose With Mochi Flower Cake 320g,HUAMUZI,66,8.99,7 Options,4.8,Mainland China,Yami,Cake
Durian Cake 210g,XIANGGUAN,68,3.69,4 Options,4.2,Mainland China,Yami,Cake
"Yam Cake, 252g",SANWEISUWU,9,23.99,No,4.6,Mainland China,Yami,Cake
Sun Cake 5pcs 190g,CHEN YUN PAO CHUAN,144,8.99,9 Options,4.8,Taiwan,Yami,Cake
Taro Rice Cake 4pc,wufangzhai,8,9.99,2 Options,4.5,Mainland China,Yami,Cake
Chocopie Filled With Sweet Rice Cake 258g,CW,32,5.29,No,4.5,Korea,Yami,Cake
Rose With Sweet Potato Flower Cake 320g,HUAMUZI,28,8.99,7 Options,4.6,Mainland China,Yami,Cake
ELLSE Vanilla Flavor Cake 26pc,EURO,41,3.99,No,4.2,Thailand,Yami,Cake
Chocolate in Rice Cake Mochi 8pcs,BOURBON,38,3.59,No,4.6,Japan,Yami,Cake
Raisin Sesame Soft Flour Cake 227g,NICE CHOICE,42,1.99,No,4.3,Taiwan,Yami,Cake
Fish Tofu Cake Cumin Flavor 100g,YANTING FISHERMAN,39,2.99,No,4.3,Mainland China,Yami,Cake
ELLSE Pandan Flavor Cake 26pc,EURO,23,3.99,No,4.3,Tailand,Yami,Cake
Red Bean Cake 5pcs,MIZUHO,33,6.29,No,4.5,Mainland China,Yami,Cake
Black Sugar Pearl Boba Pineapple Cake 450g,TIGER SUGAR,8,19.99,No,4.1,Taiwan,Yami,Cake
TECHANG FOOD Tofu Cake Vegetarian Flavor 115g,TE CHANG FOOD,19,1.69,No,4.3,Taiwan,Yami,Cake
Custard Cake 165g,LOTTE Korea,19,5.59,No,4.7,Korea,Yami,Cake
milk Cake 180g,SHIAWASEDO,27,5.29,2 Options,4.0,Japan,Yami,Cake
Rose With Egg Yolk Flower Cake 320g,HUAMUZI,19,8.99,7 Options,4.2,Mainland China,Yami,Cake
Japanese Baked Mini Cake 249g,HEGUOZI,11,5.99,No,3.1,Japan,Yami,Cake
【Frozen】Taro Mille Crepe Cake 963g,TOUCHED,8,32.99,3 Options,4.6,Taiwan,Yami,Cake
Roll Cake Strawberry Flavor 240g,FERSHAY,21,3.19,No,4.7,Thailand,Yami,Cake
Avocado Cake 300g,Maoshanwang,18,3.99,No,4.4,Mainland China,Yami,Cake
Butter Cake 80g,HUAMEI,9,1.79,2 Options,5.0,Mainland China,Yami,Cake
PINEAPPLE CAKE Black Pineappe Cake,SANWEISUWU,7,23.99,No,4.7,Mainland China,Yami,Cake
HAOYOULI CircleI Cake Condensed Milk Flavor 280g,HAOYOULIKids,10,4.59,4 Options,4.7,Mainland China,Yami,Cake
Dracula Yogurt Flavor Cake Dried Mango Filling 135g,Dracula,13,3.59,No,4.5,Mainland China,Yami,Cake
Milk Flavor Cake 180g,CUNDO,11,3.49,No,4.5,Mainland China,Yami,Cake
Taiwan Red quinoa black sesame cake 252g,DJULIS,2,17.99,No,5.0,Taiwan,Yami,Cake
Durian Mochi Cake,ROYAL FAMILY,13,2.99,No,3.5,ROYAL FAMILY,Yami,Cake
HAOYOULI CircleI Cake Egg Original Flavor 280g,HAOYOULIKids,10,4.59,4 Options,4.6,Mainland China,Yami,Cake
Rose With Pine Nut Flower Cake 320g,HUAMUZI,7,8.99,7 Options,4.3,Mainland China,Yami,Cake
INTERNATIONAL FOOD Mung Bean Cake Sesame Flavor 300g,zhoujimeishi,7,2.99,No,3.9,Mainland China,Yami,Cake
Baked Soft Cake Lemon 200g,KUBOTA,12,4.29,8 Options,4.2,Japan,Yami,Cake
Milk Cake  500g,Yi Mai Fan,4,29.99,4 Options,5.0,Mainland China,Yami,Cake
Chiffon Cake 500g,Yi Mai Fan,7,29.99,4 Options,4.4,Mainland China,Yami,Cake
Durian Cake 200g,AJI,3,4.19,No,5.0,Mainland China,Yami,Cake
【Frozen】Rice Cake Stick 650g,WANG FOOD,1,3.49,No,5.0,Korea,Yami,Cake
【Frozen】Black Sesame Chestnut Mont Blanc Cake 239g,GOYO SHOKUHIN,4,11.99,No,4.8,Japan,Yami,Cake
Milk Flavor Almond Puff Cake 80g,IMEI,8,2.99,No,3.8,Taiwan,Yami,Cake
【Frozen】Pumpkin Cake Redbean 200g,SINIAN,0,2.79,No,0.0,Mainland China,Yami,Cake
Blueberry Flavor Swiss Roll Cake 24pcs,OTHER BRANDS,7,4.69,4 Options,4.4,Unclear,Yami,Cake
Mini Honey Cake 500g,DOCIM,2,10.49,No,5.0,Mainland China,Yami,Cake
Peanut cake 50g*10,YEN SHIN FA COOKIES,7,36.99,No,3.6,Taiwan,Yami,Cake
YUKI/LOVE Salted Egg Yolk Cake 200g,YUKI&LOVE,1,3.59,No,3.0,Taiwan,Yami,Cake
Baked Soft Cake - Orange 198g,KUBOTA,8,4.29,8 Options,2.6,Japan,Yami,Cake
Macaron Cake Cranberry,JINYU,1,3.49,No,5.0,Mainland China,Yami,Cake
Green Tea Cake 300g,ROYAL FAMILY,4,5.59,No,4.2,Taiwan,Yami,Cake
Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,MIGUDUO,2,3.99,No,5.0,Mainland China,Yami,Cake
ECHIGO Mochidukuri A Rick cake 139g,MIYUKIDO HONPO,0,10.99,No,0.0,Japan,Yami,Cake
Matcha Chocolate Cake 6pc,BOURBON,0,4.89,No,0.0,Japan,Yami,Cake
Rice Cake Fruit Flavor 300g,HUAZHILIAN,4,4.09,4 Options,1.0,Mainland China,Yami,Cake
MARUKYO Baked Red Bean Cake Green Tea 6Packs 310g,WANGJING,0,6.99,No,0.0,Japan,Yami,Cake
Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,EMPEROR LOVE,0,24.99,No,0.0,Taiwan,Yami,Cake
Banh Pia Durian Cake Vegetarian 4pc 280g,THIEN SA,91,4.99,3 Options,4.6,Vietnam,Yami,Cake
MON CHER Cacao Cake 12pcs 384g,LOTTE Korea,32,7.99,4 Options,4.8,Korea,Yami,Cake
Mellow Bean Paste Osmanthus Cake 190g,zhiweiguan,36,8.69,No,4.6,Mainland China,Yami,Cake
Longjin Green Tea Cake 150g,zhiweiguan,144,6.99,No,4.7,Mainland China,Yami,Cake
Mixed Moon Cake,LAM SHENG KEE,16,23.99,No,4.1,Taiwan,Yami,Cake
Dorayaki Baked Red Bean Cake Matcha 5pc,SHIRAKIKU,5,5.49,3 Options,4.6,Japan,Yami,Cake
Carb Balance Baked Cheese Cake 6pcs,BOURBON,1,4.29,No,4.0,Japan,Yami,Cake
Hand-made Crispy Cake 7.5g*12,SunnyHills,12,23.99,No,4.3,Taiwan,Yami,Cake
Flower Cake-Jasmine 210g,XIANGGUAN,50,3.69,4 Options,4.6,Mainland China,Yami,Cake
Peach Steamed Rice Cake 540g,LIZIQI,8,22.99,No,4.9,Mainland China,Yami,Cake
Rose With Cheese Flower Cake 320g,HUAMUZI,38,8.99,7 Options,4.7,Mainland China,Yami,Cake
DXC Crisp Cake 180g,Dao Xiang Cun,16,4.29,No,4.9,Mainland China,Yami,Cake
Rose With Honey Flower Cake 320g,HUAMUZI,28,8.99,7 Options,4.6,Mainland China,Yami,Cake
Roll Cake Vanilla Flavor 240g,FERSHAY,42,3.19,2 Options,4.5,Thailand,Yami,Cake
TECHANG FOOD Tofu Cake Garlic Flavor 110g,TE CHANG FOOD,17,1.79,No,4.4,Taiwan,Yami,Cake
Banh Pia Durian Cake Yolk 5pc 350g,THIEN SA,139,6.89,3 Options,4.8,Vietnam,Yami,Cake
Finger Cake Cheese Flavor 368g,HEIMUYA,38,3.89,3 Options,4.6,Mainland China,Yami,Cake
Chan Pui Mui Cake 120g,UME HOUSE,9,4.69,No,4.8,Mainland China,Yami,Cake
YUKI & LOVE Pineapple Cake Boba Flavor 200g,YUKI&LOVE,20,3.59,No,4.2,Taiwan,Yami,Cake
TECHANG FOOD Tofu Cake Artificial Pork Flavor 115g,TE CHANG FOOD,25,1.69,No,4.4,Taiwan,Yami,Cake
Demon Slayer Soft-Sen Rice Cake 40g,KURIYAMA AJIMURASAKI,4,2.99,No,5.0,Japan,Yami,Cake
Egg Flavor Soft Flour Cake 518g,JINGYIZHEN,16,4.99,4 Options,4.5,Mainland China,Yami,Cake
TECHANG FOOD Tofu Cake Barbecue Flavor 115g,TE CHANG FOOD,6,1.69,No,3.7,Taiwan,Yami,Cake
Yogurt Flavor Cake 240g,DALIGROUP,12,4.39,No,4.9,Mainland China,Yami,Cake
Waffle Cake Egg Flavor 270g,HAOYOULIKids,6,3.99,No,4.8,Mainland China,Yami,Cake
BAMBOO HOUSE Pineapple Cake 300g,XIAOSHANDENGLU,12,4.29,No,4.3,Taiwan,Yami,Cake
【Frozen】Uji Matcha Chestnut Mont Blanc Cake 239g,GOYO SHOKUHIN,4,11.99,No,5.0,Japan,Yami,Cake
Rock cake 158g,Yi Mai Fan,15,14.99,4 Options,4.5,Mainland China,Yami,Cake
Hazelnut Chocolate Cake 12pc 336g,ORION,11,6.39,3 Options,4.5,Korea,Yami,Cake
Gongliang Zeng Cake (Osmanthus) 360g,VALLEY,6,4.29,No,4.7,Mainland China,Yami,Cake
Wheat Red Bean & Sweet Potato Cake 209.5g,TENKEI,15,4.99,No,4.6,Japan,Yami,Cake
Strawberry cake 208g,SMILE SUN,17,2.09,3 Options,4.4,Taiwan,Yami,Cake
DXC Rice Cake Sheets Mixed 160g,Dao Xiang Cun,156,4.29,No,3.9,Mainland China,Yami,Cake
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,DOCIM,10,10.99,No,4.6,Mainland China,Yami,Cake
Fish Tofu Cake Spicy 100g,YANTING FISHERMAN,18,2.99,No,3.8,Mainland China,Yami,Cake
Steamed Cake Powder (Brown Sugar) 500g,JAGUAR,0,3.99,No,0.0,Taiwan,Yami,Cake
Mini Baked Chizu Cake 119g,BOURBON,9,4.99,No,4.3,Japan,Yami,Cake
Pineapple cake 208g,SMILE SUN,14,2.09,3 Options,4.4,Taiwan,Yami,Cake
Beans Cake 150g,LAMAN SWEET,11,3.69,No,4.1,Japan,Yami,Cake
INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,zhoujimeishi,6,2.99,No,4.0,Mainland China,Yami,Cake
YEN SHIN-FA Pastry Peanuts Sun Cake 50g*10,YEN SHIN FA COOKIES,7,36.99,No,2.9,Taiwan,Yami,Cake
Finger Cake Banana Flavor 368g,HEIMUYA,9,3.89,3 Options,4.1,Mainland China,Yami,Cake
MARUKYO Steamed Bean Cake 8pcs 240g,WANGJING,5,5.99,No,4.2,Japan,Yami,Cake
Dear Mapple Cheese Cake Gallette Sandwichs,MORINAGA,4,4.39,No,4.8,Japan,Yami,Cake
Finger Cake Cheese Flavor 368g,HEIMUYA,38,3.89,3 Options,4.6,Mainland China,Yami,Cake
Chan Pui Mui Cake 120g,UME HOUSE,9,4.69,No,4.8,Mainland China,Yami,Cake
YUKI & LOVE Pineapple Cake Boba Flavor 200g,YUKI&LOVE,20,3.59,No,4.2,Taiwan,Yami,Cake
TECHANG FOOD Tofu Cake Artificial Pork Flavor 115g,TE CHANG FOOD,25,1.69,No,4.4,Taiwan,Yami,Cake
Demon Slayer Soft-Sen Rice Cake 40g,KURIYAMA AJIMURASAKI,4,2.99,No,5.0,Japan,Yami,Cake
Egg Flavor Soft Flour Cake 518g,JINGYIZHEN,16,4.99,4 Options,4.5,Mainland China,Yami,Cake
TECHANG FOOD Tofu Cake Barbecue Flavor 115g,TE CHANG FOOD,6,1.69,No,3.7,Taiwan,Yami,Cake
Yogurt Flavor Cake 240g,DALIGROUP,12,4.39,No,4.9,Mainland China,Yami,Cake
Waffle Cake Egg Flavor 270g,HAOYOULIKids,6,3.99,No,4.8,Mainland China,Yami,Cake
BAMBOO HOUSE Pineapple Cake 300g,XIAOSHANDENGLU,12,4.29,No,4.3,Taiwan,Yami,Cake
Rock cake 158g,Yi Mai Fan,15,14.99,4 Options,4.5,Mainland China,Yami,Cake
Hazelnut Chocolate Cake 12pc 336g,ORION,11,6.39,3 Options,4.5,Korea,Yami,Cake
Gongliang Zeng Cake (Osmanthus) 360g,VALLEY,6,4.29,No,4.7,Mainland China,Yami,Cake
Wheat Red Bean & Sweet Potato Cake 209.5g,TENKEI,15,4.99,No,4.6,Japan,Yami,Cake
Strawberry cake 208g,SMILE SUN,17,2.09,3 Options,4.4,Taiwan,Yami,Cake
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,DOCIM,10,10.99,No,4.6,Mainland China,Yami,Cake
Fish Tofu Cake Spicy 100g,YANTING FISHERMAN,18,2.99,No,3.8,Mainland China,Yami,Cake
Steamed Cake Powder (Brown Sugar) 500g,JAGUAR,0,3.99,No,0.0,Taiwan,Yami,Cake
Mini Baked Chizu Cake 119g,BOURBON,9,4.99,No,4.3,Japan,Yami,Cake
Pineapple cake 208g,SMILE SUN,14,2.09,3 Options,4.4,Taiwan,Yami,Cake
Beans Cake 150g,LAMAN SWEET,11,3.69,No,4.1,Japan,Yami,Cake
INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,zhoujimeishi,6,2.99,No,4.0,Mainland China,Yami,Cake
YEN SHIN-FA Pastry Peanuts Sun Cake 50g*10,YEN SHIN FA COOKIES,7,36.99,No,2.9,Taiwan,Yami,Cake
Finger Cake Banana Flavor 368g,HEIMUYA,9,3.89,3 Options,4.1,Mainland China,Yami,Cake
MARUKYO Steamed Bean Cake 8pcs 240g,WANGJING,5,5.99,No,4.2,Japan,Yami,Cake
Dear Mapple Cheese Cake Gallette Sandwichs,MORINAGA,4,4.39,No,4.8,Japan,Yami,Cake
Pound Cake With Wrapping 209g,IGETADO,1,18.99,No,5.0,Japan,Yami,Cake
Strawberry cake 200g,SMILE SUN,9,2.99,3 Options,4.3,Taiwan,Yami,Cake
OH Yes Chocolate Coated Cake Purple Sweet Potato Flavor 360g,HAITAI,5,5.29,2 Options,4.4,Korea,Yami,Cake
Lemon Cake 336g,HAOYOULIKids,4,4.39,No,5.0,Mainland China,Yami,Cake
Mango Sandwich Cake 12pc 288g,BAILEFEN,4,12.99,3 Options,4.2,Mainland China,Yami,Cake
Vanilla Flavor Swiss Roll Cake 24pcs,LONTTON,2,4.69,4 Options,4.5,Malaysia,Yami,Cake
Peanut Flavor Sun Cake Pastry 6pc,YEN SHIN FA COOKIES,1,26.99,No,3.0,Taiwan,Yami,Cake
Walnut Date with Pine Nuts Cake 200g,CHERRY GRANDFATHER,0,14.99,2 Options,0.0,Taiwan,Yami,Cake
Rice Cake Red Bean Flavor 10.5oz,HUAZHILIAN,3,4.09,4 Options,3.7,Mainland China,Yami,Cake
Bubble milk tea cake 175g,SMILE SUN,3,4.19,No,4.7,Taiwan,Yami,Cake
Strawberry Flavor Swiss Roll Cake 24pcs,OTHER BRANDS,1,4.69,4 Options,4.0,Unclear,Yami,Cake
Milk Cake 390g,HUAMEI,0,8.99,No,0.0,Mainland China,Yami,Cake
Red Velvet Strawberry Pie 6 Pieces,ORION,6,4.59,3 Options,4.7,Korea,Yami,Cake
PanPan Ameria Dried Pastry Lemon Flavor 240g,ASIA FOODS,2,4.99,2 Options,5.0,Mainland China,Yami,Cake
Rice Cake Bowl w/Spicy Sauce 293g,Beakje,57,3.99,No,4.4,Korea,Yami,Cake
Rice Cake w/Sweet Spicy Sauce 140g,YOPOKKI,6,3.49,No,3.8,Korea,Yami,Cake
Dukboki Rice Cake Sauce 840g,Maeil,3,4.29,No,5.0,Korea,Yami,Cake
Ice Cake  188g,YUANXIAN,108,1.59,No,4.1,Mainland China,Yami,Cake
Eight Treasures Rice Cake 480g,MEI HUA SIANG,7,3.59,No,4.6,Taiwan,Yami,Cake
Glutinous rice cake 300g,YUMEI,20,2.99,No,4.2,Mainland China,Yami,Cake
Yam Cake Konjac Black 250g,SPRING FARM,11,1.69,No,4.5,Mainland China,Yami,Cake
GOUMENQIAN Rice Cake 350g,Gou Men Qian,2,3.69,No,5.0,Mainland China,Yami,Cake
Cheese Fish Cake 115g,BESTORE,6,4.69,No,3.8,Mainland China,Yami,Cake
