Product_Name,Brand,Price,Reviews,Origin,Rate,Platform,Category
SEAWEED Seasoned Seaweed Original 50pc,Four Seas,7.49,13,Unclear,5.0,Yami,Seaweed
Roasted Seaweed Snack 60g,JAYONE,6.29,21,Korea,4.6,Yami,Seaweed
Low Sodium Roasted Seaweed 10pc 50g,BIOSTAR PORORO,3.39,13,Unclear,5.0,Yami,Seaweed
Big Roll Grilled Seaweed Roll Tom Yum Goong Flavor 9pc,TAO KAE NOI,2.99,71,Thailand,4.4,Yami,Seaweed
Excellent Seaweed Sandwich Seaweed 36g,AJICHIBEAN,3.49,13,Mainland China,4.6,Yami,Seaweed
Korean Seaweed Crunch Original Flavor 20g,KOKO FARM,2.79,13,Unclear,4.5,Yami,Seaweed
True Shrimp Seaweed Rolls 50g,BESTORE,6.99,11,Unclear,3.4,Yami,Seaweed
Super Crispy Grilled Seaweed -Chicken Larb Flavor 40g,TAO KAE NOI,1.99,2,Unclear,4.0,Yami,Seaweed
Flavored Seaweed Sesame Flavor 2.3g,SURASANG,0.19,5,Unclear,4.6,Yami,Seaweed
Avocado Oil Nori Seaweed 4g*16,KC,8.49,0,Unclear,0.0,Yami,Seaweed
HANHENG Dried Seaweed 60g,HANHENG TASTE,4.39,143,Unclear,4.9,Yami,Seaweed
Dried Seaweed Wakame 100g,BGREEN,3.99,148,Mainland China,4.9,Yami,Seaweed
Dried Seaweed Slice,CHANZUIBA,2.99,0,Unclear,0.0,Yami,Seaweed
HSIN TUNG YANG Seaweed Snack with Purple Rice 40g,HSINTUNGYANG,3.49,56,Taiwan,4.5,Yami,Seaweed
WANG Dried Seaweed 142g,WANG FOOD,6.99,11,Unclear,4.3,Yami,Seaweed
Undaria Pinnitafida Dried Seaweed Strips 100g,OTHER BRANDS,2.99,4,Unclear,5.0,Yami,Seaweed
Sun Right Seaweed Soup (Vegetable Flavor) 80g 3 Minute Ready Soup,SUNLIGHT,4.99,14,Unclear,4.8,Yami,Seaweed
Roasted Salted Seaweed 70g,Dae Ri,3.29,27,Unclear,4.7,Yami,Seaweed
HSIN TUNG YANG Seaweed Snack With Red Wheat 40g,HSINTUNGYANG,3.49,37,Unclear,4.5,Yami,Seaweed
SURA Natural Seasoned Seaweed 60g,SURASANG,3.89,24,Korea,4.6,Yami,Seaweed
Crispy Seaweed Peking Duck Flavor 32g,TAO KAE NOI,1.99,25,Thailand,3.5,Yami,Seaweed
Seasoned & Rosted Seaweed Snack 60g 12pc,JAYONE,5.99,12,Unclear,4.8,Yami,Seaweed
Korean Seaweed Crunch Cranberry Flavor 20g,KOKO FARM,2.79,14,Unclear,4.1,Yami,Seaweed
Furikake Seas Rst Seaweed Flakes Vegetable 30g,SHIRAKIKU,2.19,2,Unclear,5.0,Yami,Seaweed
Crispy Seaweed Cheese Flavor 32g,TAO KAE NOI,1.99,1,Thailand,5.0,Yami,Seaweed
Crispy Seaweed 3pcs 15g,HAN ASIA,1.39,3,Unclear,4.3,Yami,Seaweed
"Seasoned Seaweed Dosirak with Olive Oil & Green Tea Powder, 12 pack",KWANGCHEONKIM,4.99,1,Unclear,5.0,Yami,Seaweed
【Frozen】CJ Crispy Seaweed Rolls Hot&Spocy Flavor 500g,CHE IL JEDANG,8.99,0,Unclear,0.0,Yami,Seaweed
Big Roll Grilled Seaweed Roll BBQ Flavor 9pc,TAO KAE NOI,2.99,141,Thailand,4.6,Yami,Seaweed
Seaweed Roll Fried Shrimp With Salad Cream 72g,TAO KAE NOI,3.49,118,Thailand,4.7,Yami,Seaweed
Roasted & Lightly Salted Seaweed 24packs  120g,JAYONE,9.89,114,Korea,4.8,Yami,Seaweed
WANG Korean Seasoned Seaweed 10+2packs,WANG FOOD,5.59,87,Korea,4.7,Yami,Seaweed
Seaweed &Seasame Thins 35g,BESTORE,2.69,14,Unclear,4.8,Yami,Seaweed
Seaweed Snack Spicy Flavor 6 Bags,A-SHA,6.89,22,Taiwan,4.7,Yami,Seaweed
Crispy Seaweed Thai Curry Crab Flavor 32g,TAO KAE NOI,1.99,18,Thailand,3.6,Yami,Seaweed
CJ BIBIGO Seaweed Crisps Honey & Corn 20g,CHE IL JEDANG,2.29,15,Korea,4.0,Yami,Seaweed
Seaweed Wasabi Flavor 2.8g,Four Seas,0.99,7,Mainland China,3.3,Yami,Seaweed
Big Sheet Seaweed Seafood Flavor 12pc 38g,TAO KAE NOI,3.89,4,Unclear,5.0,Yami,Seaweed
Excellent Sandwich Seaweed 36g,AJICHIBEAN,3.59,10,Mainland China,4.8,Yami,Seaweed
【Frozen】CJ Bibigo Crispy Seaweed Roll 500g,CHE IL JEDANG,8.99,0,Unclear,0.0,Yami,Seaweed
Dried Seaweed,YUFU FOOD,2.99,3,Unclear,5.0,Yami,Seaweed
Dried Cut Sea Tangle Konbu Seaweed 150g,OTTOGI,7.99,0,Unclear,0.0,Yami,Seaweed
Dried Seaweed 50g,SPRING FARM,4.99,93,Mainland China,4.9,Yami,Seaweed
HanHeng Dry Seaweed Sliced 7oz,HANHENG TASTE,2.99,48,Unclear,4.9,Yami,Seaweed
Dried Seaweed 50g,CITY AROMA,2.69,10,Unclear,5.0,Yami,Seaweed
BIG ROLL Grilled Seaweed Roll Kimchi Flavor 9 Packets,TAO KAE NOI,2.99,17,Unclear,4.8,Yami,Seaweed
CJ Crispy toasted seaweed  12pcs 60g,CHE IL JEDANG,6.29,20,Korea,4.5,Yami,Seaweed
Seaweed Original Flavor 2.8g,Four Seas,0.99,7,Mainland China,4.6,Yami,Seaweed
Spicy Seasoned Seaweed 100bags 90g,Honshu,6.69,19,Japan,4.2,Yami,Seaweed
Big Sheet Seaweed Japanese Soy Sauce Flavor 12pc 38g,TAO KAE NOI,3.39,15,Unclear,5.0,Yami,Seaweed
Crispy Seaweed Tomato Sauce Flavor 32g,TAO KAE NOI,1.99,14,Thailand,4.1,Yami,Seaweed
Baked Fish Crackers with Seaweed 220g,DONGGANG,10.99,2,Unclear,5.0,Yami,Seaweed
Roasted Seaweed Spicy 3pc,TAO KAE NOI,1.99,12,Unclear,2.6,Yami,Seaweed
Roasted Seasoned Seaweed 5g*3pc,BEING BLUE,1.59,0,Unclear,0.0,Yami,Seaweed
Dried Seaweed 60g,TCJP,3.99,0,Unclear,0.0,Yami,Seaweed
Seaweed Snack Original Flavor 6 Bags,A-SHA,6.89,67,Taiwan,4.9,Yami,Seaweed
BIBIGO Savory Roasted Korean Seasoned Seaweed 8acks 40g,CHE IL JEDANG,3.29,25,Korea,4.3,Yami,Seaweed
Original Seasoned Seaweed 90g,Honshu,6.69,18,Mainland China,4.2,Yami,Seaweed
Crispy Seaweed 1.9oz,PMO,6.49,5,Unclear,4.6,Yami,Seaweed
Crispy Seaweed Seasoned with Perilla Seed Oil (Original) 40g,PULMUONE,3.49,1,Unclear,4.0,Yami,Seaweed
Bakauke AceCook Seaweed Flavor 4packs,KURIYAMA AJIMURASAKI,3.29,0,Unclear,0.0,Yami,Seaweed
Seaweed-Pumpkin Chips 60g,BESTORE,5.89,0,Mainland China,0.0,Yami,Seaweed
Dried Seaweed Strips 100g,HANHENG TASTE,1.49,207,Unclear,4.6,Yami,Seaweed
Dried Seaweed (Dashi Konbu) 100g,BGREEN,2.99,69,Mainland China,4.9,Yami,Seaweed
Dried Seaweed 90g,YUHO,6.29,26,Mainland China,4.9,Yami,Seaweed
Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,SUNRIGHT,4.99,2,Unclear,5.0,Yami,Seaweed
Sun Right Seaweed Soup (Seafood Flavor) 80g 3 Minute Ready Soup,SUNRIGHT,4.99,5,Unclear,5.0,Yami,Seaweed
Roasted  Layer Seaweed 20g,NH,1.89,3,Unclear,5.0,Yami,Seaweed
Dried Seaweed Knots 100g,HANHENG TASTE,1.99,32,Mainland China,4.5,Yami,Seaweed
Dried Seaweed (Pressed) 105g,SPRING FARM,8.99,3,Unclear,5.0,Yami,Seaweed
Deep Sea Seaweed 20g,AYIBO,1.99,0,Unclear,0.0,Yami,Seaweed
Big Roll Spicy Squid Flavor 9pc,TAO KAE NOI,2.99,143,Thailand,4.6,Yami,Seaweed
Crispy Japanese Sauce Flavor 32g,TAO KAE NOI,1.99,1,Thailand,2.0,Yami,Seaweed
Classic Seaweed Sugar Cake 120g,Ranli,3.59,357,Japan,4.8,Yami,Seaweed
Rice Cracker Seaweed Flavor 150g,WEILONG,3.99,1,Mainland China,5.0,Yami,Seaweed
Yam Chips Seaweed Flavor 90g,HONGTU,2.49,79,Unclear,4.7,Yami,Seaweed
Chip Star Potato Chips Seaweed 115g,NABISCO,4.39,3,Unclear,5.0,Yami,Seaweed
Crispy Potato Chip Seaweed Flavor  266g,HONLIFE,3.99,48,Unclear,5.0,Yami,Seaweed
ZHONHGWANG Seaweed Flavor a Crisp Dough Twist  235g,ZHONGWANG,4.09,3,Mainland China,5.0,Yami,Seaweed
Potato Chips Seaweed Salt Flavor 55g,NISSIN,2.49,6,Japan,4.3,Yami,Seaweed
Glutinous Rice Twist Seaweed Flavor 108g,AIYOMI,1.99,5,Mainland China,3.4,Yami,Seaweed
Seaweed Rice Cracker 308g,WANT WANT,4.99,4,Mainland China,3.8,Yami,Seaweed
WANTWANT Hot Kid Shelly Senbei Seaweed Flavor 350g,WANT WANT,6.29,2,Taiwan,5.0,Yami,Seaweed
Japanese Seaweed Rice Crackers 160g,WANT WANT,3.29,231,Mainland China,4.8,Yami,Seaweed
Seaweed Saltine Cracker 140g,ZHONGXIANG,2.59,15,Taiwan,4.7,Yami,Seaweed
LONELY GOD Japanese Seaweed Flavor Potato Twists 70g,WANT WANT,2.29,52,Mainland China,4.3,Yami,Seaweed
LONELY GOD Japanese Seaweed Flavor Potato Twists 42g,WANT WANT,1.49,112,Taiwan,4.5,Yami,Seaweed
Seaweed Flavor Mini-Fried Dough Twist 100g,ZHONGWANG,1.79,55,Unclear,4.6,Yami,Seaweed
"Japanese Baked Cake Seaweed Flavor, 1PC",Moranca,2.09,30,Unclear,4.7,Yami,Seaweed
Seaweed Knots Spicy Flavor 218g,DONGDONG,3.49,22,Unclear,4.6,Yami,Seaweed
Japanese Seaweed Rice Cracker Family Size 450g,WANT WANT,8.59,85,Mainland China,4.8,Yami,Seaweed
French Fries Lake's Salt and Seaweed Flavor 90g,POP-SMILE,2.49,11,Unclear,4.5,Yami,Seaweed
Rice Crackers Seaweed 43g,OH MA GRAIN,1.09,8,Unclear,4.4,Yami,Seaweed
"Flavored Broad Bean Seaweed, 500g",DIEHUAPAI,4.79,6,Unclear,4.7,Yami,Seaweed
Seaweed Soup Delicious Mi-Yok Guk 18g,OTTOGI,3.49,243,Unclear,4.8,Yami,Seaweed
Potato Chips Seaweed Flavor 318g,LZ,6.59,7,Mainland China,3.1,Yami,Seaweed
Peanut Toffee Seaweed 270g,LUNG CHING,5.99,0,Unclear,0.0,Yami,Seaweed
Brine Seaweed 700g,KOUSHUIWA,6.99,32,Mainland China,4.5,Yami,Seaweed
Koreabob Seaweed 40g,ORION,0.99,121,Korea,4.8,Yami,Seaweed
Salty Seaweed Flavor Mini-Fried Dough Twist 130g,ZHONGWANG,1.69,70,Mainland China,4.6,Yami,Seaweed
HIKARI MISO Enjuku Instant Miso Soup Wakame Seaweed 5.5oz,HIKARIMISO,3.69,24,Japan,4.8,Yami,Seaweed
Instant Wakame Seaweed Soup 18g,KIKKOMAN,2.99,3,Unclear,5.0,Yami,Seaweed
Prince Noodle Seaweed Flavor 20packs,VE WONG,3.49,29,Taiwan,4.8,Yami,Seaweed
Dried Seaweed Crisp Knot Spicy Flavor 160g,HONLIFE,3.29,28,Unclear,4.7,Yami,Seaweed
GuoKui Seaweed Biscuit 70g,Agan,5.99,0,Unclear,0.0,Yami,Seaweed
ENLIEN Small Twist Seaweed Flavor 135g,EASE TASTE,2.29,18,Unclear,4.5,Yami,Seaweed
Seaweed with Pepper 80g,CAIHUAXIANG,0.79,22,Unclear,3.9,Yami,Seaweed
Sour Noodle Soup with Seaweed and Shrimp 108g,gudasao,2.39,4,Unclear,3.8,Yami,Seaweed
Seaweed Noodle Soup 45g,GUANGYOU,1.39,22,Unclear,4.0,Yami,Seaweed
Riken Seaweed Soup Ramen,SANYO FOODS,2.99,0,Unclear,0.0,Yami,Seaweed
Pickled Pepper and Seaweed 60g,WEIJUTE,0.59,29,Mainland China,4.6,Yami,Seaweed
HIBI Seaweed Soy Sauce Rice Cracker 45g,Japanese,4.19,33,Japan,4.5,Yami,Seaweed
LIOUCIOU FU WEI Handmade Twisted Roll Seaweed Flavor 200g,LIOUCIOUFUWEI,3.89,14,Taiwan,4.8,Yami,Seaweed
Seaweed Crisp Bamboo Shoots Spicy Flavor 160g,BESTORE,3.49,16,Mainland China,4.6,Yami,Seaweed
Lay's-Potato Chips(Roasted seaweed) 104g x 24cans/cs,Lay's,3.99,2,Unclear,4.5,Yami,Seaweed
TK FOOD Seaweed Thousand Layers Cookies 120g,TKFOOD,1.59,16,Taiwan,3.7,Yami,Seaweed
Potato Chips Seaweed Flavor 65g,Lay's,2.29,14,Unclear,4.7,Yami,Seaweed
Japanese Style Crackers Seaweed Flavor 50g,OISHI,1.59,2,Mainland China,5.0,Yami,Seaweed
Twist Seaweed Flavor 160g,CHENJIWANGFU,1.99,8,Unclear,4.9,Yami,Seaweed
Mushroom Crisp Seaweed Flavor 40g,GUZIGUZI,3.69,8,Mainland China,4.9,Yami,Seaweed
Seaweed with Red Chili 80g,CAIHUAXIANG,0.79,16,Mainland China,4.3,Yami,Seaweed
Petit Chips Seaweed Flavor 54g,BOURBON,1.69,1,Unclear,5.0,Yami,Seaweed
Pop-Rice-Garlic Seaweed 50g,NATURAL,1.49,6,Unclear,3.2,Yami,Seaweed
Sour Noodle Soup-Seaweed and Shrimp 110g,HESAI,2.39,4,Unclear,5.0,Yami,Seaweed
KANGSHIFU Crispy Biscuit Toll(Seaweed) 384g,MASTER KONG,9.59,8,Unclear,5.0,Yami,Seaweed
Ban Mee Noodle Kelp Seaweed 530g,MEI HEONG YUEN,4.99,4,Unclear,3.8,Yami,Seaweed
Dried Mushroom Seaweed Flavor 50g,GuXiangGuXiang,5.99,4,Unclear,4.5,Yami,Seaweed
【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,PMO,5.99,0,Unclear,0.0,Yami,Seaweed
XIAOWANGZ Rice Cracker (Seaweed Flavor) 308g,XIAOWANGZI,4.79,3,Unclear,3.0,Yami,Seaweed
Spicy Seaweed 28g*20pcs,BUDAISHIXIONG,6.49,4,Mainland China,4.0,Yami,Seaweed
Seasoned Seaweed 3pk,SURA,1.39,1,Unclear,5.0,Yami,Seaweed
Seaweed Fish Pastry 144g,SHENG ZU,14.99,0,Unclear,0.0,Yami,Seaweed
Koreabob Seaweed 160g,ORION,3.59,26,Korea,4.8,Yami,Seaweed
Dried Seaweed Knot 200g,CHANZUIBA,3.14,2,Unclear,5.0,Yami,Seaweed
Limited Seaweed Soda Cracker 310g,ZHONGXIANG,5.29,49,Taiwan,4.6,Yami,Seaweed
Seaweed Rice Cracker 102g,WANT WANT,2.59,27,Mainland China,4.8,Yami,Seaweed
Dried Seaweed Crisp Hot and Sour Flavor 160g,HONLIFE,2.99,41,Unclear,4.7,Yami,Seaweed
Dried Seaweed Crisp Spicy Flavor 160g,HONLIFE,3.29,30,Unclear,4.7,Yami,Seaweed
ZHONHGWANG Seaweed Flavor a Crisp Dough Twist 512g,ZHONGWANG,6.79,25,Mainland China,4.5,Yami,Seaweed
Multigrain Fruit Seaweed Flavor 160g,MILAOTOU,2.99,22,Unclear,4.9,Yami,Seaweed
COOKIE Seaweed 400g,PACIFIC,4.69,12,Mainland China,4.1,Yami,Seaweed
Seaweed Flavor Craker 300g,BESTORE,4.99,2,Unclear,5.0,Yami,Seaweed
Rice Stick Seaweed Flavor 300g,OTHER BRANDS,3.99,6,Unclear,4.8,Yami,Seaweed
Seaweed Flavored Cashew Nuts 45g,yifen,2.99,1,Unclear,5.0,Yami,Seaweed
Rice Cracker Seaweed Flavor 99g,KURIYAMA AJIMURASAKI,3.99,1,Unclear,4.0,Yami,Seaweed
HongKong Style Fish Ball Spicy Flavor 90g,Shi Zai Guo Yin,3.29,11,Unclear,4.9,Yami,Seaweed
Fishsnack Spicy Flavor Think 56.7g,NORTH SEA,2.69,16,Mainland China,4.8,Yami,Seaweed
"Dried Squid Snack Spicy Flavor, 20g",BENTO,1.99,251,Thailand,4.6,Yami,Seaweed
Roasted Pollock Fillets 170g,SIMPLY SEAFOODS,8.49,80,Mainland China,4.5,Yami,Seaweed
YES SIR Crispy dried Shrimp-Hot spicy 25g,XIAXIANSHENG,4.39,24,Unclear,4.6,Yami,Seaweed
TENGXIN FOODS Srab Sticker Crabmeat Flavor 300g,HAIXIN,6.89,80,Mainland China,4.1,Yami,Seaweed
Fish Sausage With Cheese 90g,JAYONE,2.29,416,Korea,4.4,Yami,Seaweed
Dried Squid Spicy Larb Flavor 20g,BENTO,1.99,3,Unclear,4.3,Yami,Seaweed
Marinated Fish Pepper Flavor 240g,DONGDONG,5.69,36,Mainland China,4.7,Yami,Seaweed
Fried Salmon Fish Skin Spicy 100g,FEILONG,4.69,16,Unclear,4.6,Yami,Seaweed
Dried Fish (Iwashikko) 37g,IZUMIYA,4.99,8,Unclear,4.6,Yami,Seaweed
Deep-ocean Little Fish Spicy 50g,JINZAI,1.99,18,Unclear,4.7,Yami,Seaweed
Marinated Fish Hot Salted Flavor 240g,DONGDONG,5.69,22,Mainland China,4.6,Yami,Seaweed
Dried Shredded Cod with Black Sesame 180g,DONGGANG,10.99,0,Unclear,0.0,Yami,Seaweed
SHANGHAI Smoked Fish Original Flavor 250g,LAO DU AGRICULTURE,9.99,3,Mainland China,4.7,Yami,Seaweed
LXS Dried Spicy Squid Larvae 230g,LAOXIANSHENG,11.59,22,Mainland China,4.7,Yami,Seaweed
TENGXIN Crab Roll BBQ Flavor 360g,HAIXIN,5.99,31,Mainland China,4.1,Yami,Seaweed
Crispy Fried Fish Spicy Flavor 120g,BESTORE,4.89,21,Mainland China,4.1,Yami,Seaweed
LYF Crispy yellow croaker 125g,yifen,3.99,12,Unclear,3.8,Yami,Seaweed
LXS Dried Squid Shreds 68g,LAOXIANSHENG,2.39,14,Mainland China,4.7,Yami,Seaweed
ZHUAYUDEMAO Spicy Fish Snack (Tempeh) 80g,DUO YOU DUO,2.89,20,Mainland China,4.3,Yami,Seaweed
HONG KONG UNCHI Fish Skin Chips Salted Egg Yolk Flavor 50g,Hong Kong Un Chi,5.79,24,Unclear,3.7,Yami,Seaweed
Stir Fried Marlin Fish Floss 250g,CHIEN JUNG FOODS,8.99,11,Taiwan,4.9,Yami,Seaweed
ROFEEL VIKE Little Yellow Croaker Hot 320g,乐惠ROFEEL,5.89,19,Mainland China,4.7,Yami,Seaweed
Boss Shrimp Spiced Salt 18g,XIANGZAIBIAN,4.49,23,Taiwan,4.1,Yami,Seaweed
HUAWEN Spiced Fish Snack Fermented Soybean Flavor 240g,HUA WEN FOOD,6.89,19,Mainland China,4.1,Yami,Seaweed
Fish Ball -Spicy 100g,BESTORE,3.49,7,Mainland China,3.6,Yami,Seaweed
Canned Fresh Dace 184g,EAGLE COIN,4.59,13,Mainland China,3.8,Yami,Seaweed
Fish and Chesse Sausage Stick 3 each 81g,CHE IL JEDANG,1.99,13,Korea,3.8,Yami,Seaweed
Squid Hot Chicken Flavor 40g,SAMYANG,3.29,6,Korea,4.5,Yami,Seaweed
Gguiking Fish Snack Original Flavor Org,HANJIN,1.59,13,Unclear,4.5,Yami,Seaweed
ROFEEL VIKE Little Yellow Croaker Honey Spicy 32g,乐惠ROFEEL,1.89,12,Mainland China,5.0,Yami,Seaweed
Dried Abalone Style Shellfish 85g,TSH,6.89,4,United States,4.0,Yami,Seaweed
Crispy Shrimp 18g,XIANGZAIBIAN,4.49,14,Unclear,4.4,Yami,Seaweed
Fish Skin Chips Original Flavor 110g,Hong Kong Un Chi,5.79,8,Unclear,4.5,Yami,Seaweed
Crispy Fish Skin Salted Egg Yolk 50g,WJGD,3.69,4,Unclear,3.8,Yami,Seaweed
BRAND Ten Jang Prepared Fish BBQ 42.5g,LADYBIRD,1.69,12,Thailand,3.8,Yami,Seaweed
Stir Fried Tuna Fish Floss 250g,CHIEN JUNG FOODS,8.99,5,Taiwan,5.0,Yami,Seaweed
Crispy Yellow Fish 118g,BESTORE,5.49,3,Unclear,3.7,Yami,Seaweed
Canned Tuna Light Standard 150g*3,Sajo,9.99,3,Unclear,5.0,Yami,Seaweed
LXS Dried Spicy Tentacles Squid 500g,LAOXIANSHENG,15.99,7,Mainland China,3.3,Yami,Seaweed
Fish Snack (Soy sauce) 20Pcs 260g,YANJINPUZI,5.39,7,Mainland China,4.4,Yami,Seaweed
Shredded Jellyfish Sweet and Sour Flavor 150g,YIDA FOODS,1.59,3,Unclear,4.3,Yami,Seaweed
Fried Dace with Pepper 184g,EAGLE COIN,4.59,3,Unclear,4.7,Yami,Seaweed
Fish Chips Salted Egg Yolk 50g,DAH TIEN,3.09,5,Unclear,4.4,Yami,Seaweed
Hawthorn Ham Stick 168g,YIMU,3.69,2,Unclear,4.5,Yami,Seaweed
LINJU Crunch Fish Hot Chili Flavor20g,DALITIANJIANG,1.39,6,Unclear,3.7,Yami,Seaweed
Cut Yaki Iwashi 1.79OZ,MARUESU,5.49,2,Japan,5.0,Yami,Seaweed
Dried Shrimp (Otsumami Yaki Ebi)  11g,KOJIMA,2.79,1,Unclear,2.0,Yami,Seaweed
Dried Shrimp-Almond 48g,IZUMIYA,4.59,2,Unclear,5.0,Yami,Seaweed
PENGUIN Seasoned And Cooked Saury 140g,PENGUIN'S,3.39,0,Unclear,0.0,Yami,Seaweed
PENGUIN Bai-Top Shell In Can 400g,PENGUIN'S,11.59,0,Unclear,0.0,Yami,Seaweed
HUAWEN Spiced Fish Snack Spicy Flavor 12g 20pc 240g,HUA WEN FOOD,6.09,274,Mainland China,4.7,Yami,Seaweed
Fish Meat Sausage With Cheese 360g,JAYONE,6.29,228,Korea,4.4,Yami,Seaweed
TENGXIN FOODS Srab Sticker BBQ Flavor 300g,HAIXIN,6.99,81,Mainland China,4.1,Yami,Seaweed
ROFEEL Little Yellow Croaker 106g,乐惠ROFEEL,3.39,8,Mainland China,4.6,Yami,Seaweed
Littfe Yellow Croaker Hot&Spicy 106g,乐惠ROFEEL,3.39,6,Unclear,4.5,Yami,Seaweed
Big Sheet Original Flavor 12pc 38g,TAO KAE NOI,3.89,10,Unclear,4.8,Yami,Seaweed
Qingjiang Wild Fish BBQ Flavor 110g,TULAOHAN,3.99,7,Mainland China,4.1,Yami,Seaweed
Kwangcheon Roasted and Seasoned Laver,KWANGCHEONKIM,5.99,0,Unclear,0.0,Yami,Seaweed
Crispy Fish Skin Spicy Flavor 50g,WJGD,3.69,2,Unclear,5.0,Yami,Seaweed
Dried Tuna Jerky 180g,DONGGANG,10.99,2,Unclear,4.0,Yami,Seaweed
TONGRONG Tomato Fish Can,TONGYENG,2.29,29,Unclear,4.6,Yami,Seaweed
Qingjiang Wild Fish Pickle Flavor 110g,TULAOHAN,3.99,19,Mainland China,4.2,Yami,Seaweed
Dried Shredded Fish Snacks 110g,DONGGANG,10.99,1,Unclear,5.0,Yami,Seaweed
Fish Sausage Ham Flavor,JINJU,7.69,31,Unclear,4.5,Yami,Seaweed
YoYo Squid-Spicy 93g,BESTORE,6.99,47,Mainland China,4.5,Yami,Seaweed
Fried Salmon Fish Skin Garlic 100g,FEILONG,4.69,6,Unclear,3.3,Yami,Seaweed
Dried Golden Shrimp Cracker 150g,DONGGANG,10.99,0,Unclear,0.0,Yami,Seaweed
YES SIR Crispy Dried Shrimp Original Flavor 25g,XIAXIANSHENG,4.39,25,Taiwan,4.6,Yami,Seaweed
Sweet and Spicy Deep Sea Yellow Croaker 100g,RONGNUOHAISHI,5.89,23,Unclear,4.7,Yami,Seaweed
Fried Shrimp Cheek Original Flavor 25g,MONORI,1.79,121,Unclear,4.7,Yami,Seaweed
Crispy Fried Yellow Croker Fish Can 105g,LJPZ,2.49,17,Unclear,4.6,Yami,Seaweed
Spicy Squid,RONGNUOHAISHI,6.39,23,Unclear,4.5,Yami,Seaweed
Smoked Seasoned Shredded Squid 170g,HAITAI,6.89,30,Mainland China,4.3,Yami,Seaweed
Baked Half Sillage 20g,OKABE,3.49,26,Japan,4.3,Yami,Seaweed
Dried Shrimp (Suboshi Ebi) 12g,YAMAHIDE,2.09,7,Unclear,4.6,Yami,Seaweed
ROFEEL VIKE Little Yellow Croaker Honey Spicy 320g,乐惠ROFEEL,5.89,36,Mainland China,4.2,Yami,Seaweed
Deep-ocean Little Fish Sauce 48g,JINZAI,1.39,17,Unclear,5.0,Yami,Seaweed
Spicy Fish Snack (happy) 80g,ZHUAYUDEMAO,2.89,29,Unclear,4.7,Yami,Seaweed
TENGXIN Crab Roll Original Flavor 360g,HAIXIN,5.99,30,Mainland China,4.3,Yami,Seaweed
Fish Sausage Cheese Flavor 400g,DALITIANJIANG,9.89,19,Korea,4.6,Yami,Seaweed
Fish and Chesse Sausage Stick 162g,CHE IL JEDANG,3.69,26,Korea,3.8,Yami,Seaweed
Yesso Scallop 100g,BESTORE,12.99,18,Mainland China,4.2,Yami,Seaweed
Wild Caught Anchovy 184g,ASIA FOODS,4.59,8,Unclear,4.9,Yami,Seaweed
Dried Squid Shreds 45g,YAMAEI,8.39,3,Unclear,5.0,Yami,Seaweed
Ground Fried Pollock Fish Floss 15gx10pk,WEIYI,9.99,0,Unclear,0.0,Yami,Seaweed
CHIEN JUNG FOOD Stir Fried Salmon Fish Floss 200g,CHIEN JUNG FOODS,9.29,2,Unclear,5.0,Yami,Seaweed
WANG Korean Boiled Bai Top Shell Whelk 400g,WANG FOOD,9.99,6,Unclear,4.5,Yami,Seaweed
"Dried Fish with Honey Mustard Peanuts, 5 Pack*30g",YU GAN DE YU GAN,10.99,3,Unclear,5.0,Yami,Seaweed
Fish Snack Duck Flavor 240g,DONGTINGMATOU,5.89,10,Mainland China,4.2,Yami,Seaweed
Fried Seasoned Anchovy BBQ Flavor 4.2oz,Three Deer,5.99,5,Unclear,4.2,Yami,Seaweed
HONG KONG UNCHI Fish Skin Chips Spicy Flavor 110g,Hong Kong Un Chi,5.79,8,Unclear,3.4,Yami,Seaweed
Hot & Spicy Dried Snack 300g,SHUDAOXIANG,9.99,4,Unclear,4.8,Yami,Seaweed
Fish Snack (SPICY) 20Pcs 260g,YANJINPUZI,5.39,6,Mainland China,4.8,Yami,Seaweed
Smoked Squid with Cheese 120g,YAMAEI,13.29,2,Unclear,5.0,Yami,Seaweed
TENGXIN FOODS Shake Crab Crab Sticks Super Spicy Flavor 20packs 240g,HAIXIN,6.29,6,Mainland China,4.0,Yami,Seaweed
Roasted Squid Snack Spicy Bulgogi Flavor  50g,JAYONE,5.99,1,Unclear,2.0,Yami,Seaweed
Spicy Shrimps 40g,HUAJING,2.69,2,Unclear,5.0,Yami,Seaweed
JIUJU Fish Sausage Cone Cheese 300g,DALITIANJIANG,4.89,1,Korea,3.0,Yami,Seaweed
Scallop Cheese 120g,HOKKAIDO,17.99,2,Unclear,3.0,Yami,Seaweed
Fish Skin Original Flavor 60g,Wow,3.79,4,Unclear,3.5,Yami,Seaweed
Seasoned Laver Cheese Flavor 18g,KRM,1.99,1,Unclear,5.0,Yami,Seaweed
Canned Dace with Salted Black Beans 184g,EAGLE COIN,4.49,164,Mainland China,4.8,Yami,Seaweed
Qingjiang Wild Fish Spicy Flavor 110g,TULAOHAN,4.49,17,Mainland China,4.5,Yami,Seaweed
TONGRONG Black Pepper Eel Can 100g,TONGYENG,2.19,18,Unclear,4.1,Yami,Seaweed
